,species,family,VegMaxHeight,leafN,WDensity,leafP,LDMC,SeedDryMass,SLA,LA
25972,Agonis_flexuosa,Myrtaceae,9.81747943,12.27721892,0.597035287,0.830998041,0.411055061,5.36784541,8.228108313,2064.429232
25973,Leptospermum_madidum,Myrtaceae,2,11.50685678,0.732296846,0.559505607,0.391654682,0.447949742,7.561656239,5215.102274
25974,Leptospermum_laevigatum,Myrtaceae,2.149314655,26.21456891,0.598967463,0.823849264,0.291066871,1.614046339,18.58434905,22570.66785
25975,Leptospermum_trinervium,Myrtaceae,4.353113592,8.375952936,0.83297353,0.381631507,0.447920894,0.4258087,4.798456715,5527.615428
25976,Leptospermum_wooroonooran,Myrtaceae,2,10.87677138,0.741651706,0.542625251,0.399484561,0.403088121,7.077827926,4711.942694
25977,Leptospermum_petersonii,Myrtaceae,2.655216878,11.03073133,0.737172418,0.524676153,0.40631817,0.870645319,6.949426297,5364.462478
25978,Leptospermum_scoparium,Myrtaceae,4.773094139,12.5353543,0.769562361,0.596425958,0.36938671,0.258625572,9.054623629,7054.58123
25979,Leptospermum_grandifolium,Myrtaceae,2,11.80954923,0.720204616,0.534343935,0.382799551,0.232024186,7.441973099,5732.093803
25980,Leptospermum_lanigerum,Myrtaceae,3.443499308,9.326937167,0.684726842,0.603590367,0.418934647,0.161849888,5.953242918,1876.575002
25981,Leptospermum_glaucescens,Myrtaceae,2,10.60155685,0.732973116,0.550660317,0.402225186,0.323359864,6.886817862,4084.867328
25982,Leptospermum_grandiflorum,Myrtaceae,2,10.81911901,0.746654048,0.532439359,0.400534305,0.398582392,6.998256086,4887.013655
25983,Leptospermum_javanicum,Myrtaceae,2,8.842675972,0.756999183,0.53452396,0.418610872,0.098742314,5.811770453,2492.685869
25984,Leptospermum_brevipes,Myrtaceae,2,9.978780184,0.729685019,0.56842655,0.403899344,0.152535237,6.596855367,3032.198237
25985,Leptospermum_variabile,Myrtaceae,2,8.693191172,0.761730114,0.505516592,0.423892818,0.106392498,5.543979353,2665.624431
25986,Leptospermum_brachyandrum,Myrtaceae,2,7.038253491,0.769605777,0.522457485,0.446671518,0.031534424,4.621294374,1241.82462
25987,Leptospermum_parviflorum,Myrtaceae,2,10.9774129,0.730970752,0.546134988,0.397832263,0.352776787,7.076198384,4607.867687
25988,Leptospermum_polyanthum,Myrtaceae,2,10.56817509,0.739775595,0.537650433,0.404482745,0.386189089,6.809261297,4352.111366
25989,Leptospermum_recurvum,Myrtaceae,2,11.20727426,0.731981323,0.558856106,0.394820778,0.395913217,7.338376673,4746.789795
25990,Leptospermum_lamellatum,Myrtaceae,2,8.935918166,0.74811727,0.536965136,0.420137817,0.122361906,5.817020612,2505.195841
25991,Leptospermum_morrisonii,Myrtaceae,2,9.878321681,0.732151181,0.532574592,0.404196748,0.11659026,6.285762764,3334.35631
25992,Asteromyrtus_tranganensis,Myrtaceae,3.25836701,8.267991091,0.648186527,0.934329368,0.454359905,0.927043258,6.46397994,542.6252513
25993,Asteromyrtus_arnhemica,Myrtaceae,3.10742031,8.237586728,0.638116538,1.009717771,0.453523713,0.916431482,6.672675421,448.9520924
25994,Asteromyrtus_angustifolia,Myrtaceae,3.209962804,8.050076361,0.648186527,0.939939715,0.457720117,0.838687171,6.327031549,491.3602273
25995,Asteromyrtus_symphyocarpa,Myrtaceae,4.333112852,8.192712742,0.638628316,0.921323591,0.454214086,0.744742889,6.260852473,523.3107615
25996,Asteromyrtus_brassii,Myrtaceae,2.666858665,6.460719002,0.651158835,0.987545152,0.481381635,0.20150965,5.255631645,212.0604808
25997,Neofabricia_myrtifolia,Myrtaceae,3.079640342,7.629419323,0.660467875,0.915070291,0.465164168,0.707441449,5.995999104,456.682181
25998,Neofabricia_mjoebergii,Myrtaceae,3.524520168,9.236341884,0.634307724,0.968277856,0.438934786,1.367413931,7.252704781,699.841996
25999,Neofabricia_sericisepala,Myrtaceae,3.350425767,9.149555587,0.645654229,0.925124111,0.439946635,1.406371316,7.126889085,776.4258747
26000,Myrtella_beccarii,Myrtaceae,4.26972594,11.1866487,0.614327561,1.041118108,0.417734169,4.262849499,8.875646566,1065.368864
26001,Myrtella_bennigseniana,Myrtaceae,4.185043727,10.82430448,0.61333818,1.077457131,0.422571302,4.316184492,8.770008211,902.194136
26002,Hottea_moana,Myrtaceae,4.624875008,10.74731554,0.627769194,0.959621567,0.425892508,4.544645372,8.250874855,1156.112242
26003,Hottea_ekmanii,Myrtaceae,5.134521775,11.83586492,0.614327561,0.950823704,0.410960423,4.609990177,8.885870916,1509.384897
26004,Hottea_miragoanae,Myrtaceae,5.248074602,11.9922314,0.607295412,0.983784555,0.40888389,4.778592532,9.088662991,1444.441641
26005,Calycorectes_teixeireanus,Myrtaceae,4.38429734,9.658284632,0.645654229,0.944060876,0.445348506,5.069907083,7.492038492,905.5240723
26006,Calycorectes_beruttii,Myrtaceae,4.456562484,9.589589129,0.65388293,0.902609707,0.447198152,5.364138714,7.326558135,998.1596275
26007,Calycorectes_wurdackii,Myrtaceae,4.331117839,9.253371535,0.659933234,0.900948569,0.453837105,5.555203848,7.099046159,913.0614353
26008,Calycorectes_batavorum,Myrtaceae,4.127622774,9.08657049,0.67266681,0.85329657,0.455931922,5.117996682,6.877015449,998.3894887
26009,Calycorectes_langsdorffii,Myrtaceae,4.161021885,9.183325965,0.659781297,0.906984782,0.453210539,4.805073111,7.087613065,874.9837752
26010,Calycorectes_martianus,Myrtaceae,4.427922388,9.261898131,0.655088537,0.909703781,0.452376462,5.023425895,7.110497695,879.4274149
26011,Calycorectes_bergii,Myrtaceae,4.282525918,8.900204796,0.661454537,0.905107159,0.45940953,4.940831009,6.865939938,801.6780634
26012,Calycorectes_heringerianus,Myrtaceae,4.739145036,9.534545597,0.64893321,0.909284944,0.44802268,5.165352922,7.251034976,941.4559402
26013,Calycorectes_enormis,Myrtaceae,4.711942694,8.739769926,0.668805753,0.858025115,0.464515275,5.418761045,6.56598672,857.4326166
26014,Calycorectes_pohlianus,Myrtaceae,4.459642032,9.08657049,0.659629394,0.902401898,0.45708819,5.548811864,6.969473964,859.0135215
26015,Calycorectes_grandifolius,Myrtaceae,4.450409766,9.490738339,0.655239394,0.900533763,0.448848729,5.20714894,7.242691717,970.7334612
26016,Calycorectes_acutatus,Myrtaceae,3.941849147,9.017787559,0.683439381,0.83061544,0.45824739,5.767664634,6.809261297,1072.012872
26017,Calycorectes_mexicanus,Myrtaceae,4.175418393,9.132716997,0.662216504,0.91159094,0.455826952,5.678060295,7.090877783,866.9618758
26018,Calycorectes_costatus,Myrtaceae,4.493657831,9.52138223,0.654485456,0.902817565,0.448435515,5.427502098,7.274447267,976.7872902
26019,Calycorectes_schottianus,Myrtaceae,4.297342812,9.30464911,0.659173895,0.906149802,0.452689061,5.516962094,7.159785311,915.1662593
26020,Calyptrogenia_jeremiensis,Myrtaceae,5.145173214,10.84925707,0.637382301,0.889610704,0.427562886,5.667610549,8.037111622,1425.607594
26021,Calyptrogenia_ekmanii,Myrtaceae,5.009564815,10.48817681,0.641357238,0.880237771,0.432314697,5.148728601,7.773202828,1324.951557
26022,Calyptrogenia_cuspidata,Myrtaceae,4.862952192,10.62429204,0.62936125,0.939290652,0.42854852,4.631268925,8.063062014,1168.691808
26023,Calyptrogenia_biflora,Myrtaceae,5.050100257,10.76961058,0.627624661,0.937130343,0.427070919,4.975079214,8.139542591,1213.947765
26024,Pleurocalyptus_pancheri,Myrtaceae,4.742419853,11.41037716,0.61815872,0.987415636,0.417349598,5.191585371,8.802377706,1284.103412
26025,Pleurocalyptus_austrocaledonicus,Myrtaceae,4.525848374,11.38937782,0.622300285,0.980166827,0.416677452,5.172494053,8.824701011,1312.199899
26026,Stereocaryum_ovigerum,Myrtaceae,4.516479049,10.93704503,0.615035239,1.035142167,0.422376746,4.408592932,8.619855787,1006.468066
26027,Stereocaryum_rubiginosum,Myrtaceae,4.93173804,11.25900469,0.617163168,0.98333161,0.418986471,5.054753714,8.643706264,1227.156635
26028,Curitiba_prismatica,Myrtaceae,5.136886854,11.43404771,0.616736994,0.971851703,0.417734169,5.720052304,8.721677022,1332.293779
26029,Mitranthes_clarendonensis,Myrtaceae,4.957925539,10.58766033,0.61616922,1.006699841,0.427562886,4.444265543,8.24138115,968.2778563
26030,Myrrhinium_atropurpureum,Myrtaceae,4.578255228,10.43758439,0.630086247,0.97543874,0.432115654,5.093308711,8.122692266,1034.903844
26031,Pseudanamomis_umbellulifera,Myrtaceae,4.370186791,11.78419716,0.622730303,0.963829024,0.41048756,4.944245193,9.061498022,1516.351901
26032,Meteoromyrtus_wynaadensis,Myrtaceae,5.484032249,12.41366439,0.609677264,0.950823704,0.405601918,5.515691913,9.255502448,1733.404821
26033,Basisperma_lanceolata,Myrtaceae,4.406563167,10.97235878,0.621727389,1.010182871,0.423058086,5.295414984,8.639726607,1110.708256
26034,Amomyrtella_guilii,Myrtaceae,5.333348955,11.97567496,0.620154644,0.913692374,0.410771213,5.359200435,8.849118279,1737.800829
26035,Amomyrtella_irregularis,Myrtaceae,5.228775553,11.72195366,0.628781854,0.882063802,0.413809065,5.353033977,8.590135215,1793.907312
26036,Stenostegia_congesta,Myrtaceae,4.861832585,11.19695673,0.629651149,0.929180314,0.421211287,5.443772909,8.460577344,1415.467819
26037,Lawsonia_inermis,Lythraceae,6.45654229,15.87442379,0.548830256,1.228711683,0.354199097,1.290029495,12.67314434,1664.673047
26038,Duabanga_grandiflora,Lythraceae,19.99401437,18.15112779,0.424407099,1.875281493,0.345533457,2.268641888,14.54134531,631.2290833
26039,Duabanga_moluccana,Lythraceae,22.71433361,23.35666314,0.396328685,2.09795694,0.317776646,4.203265274,18.89606113,992.9387707
26040,Lagerstroemia_balansae,Lythraceae,7.323184907,15.11123641,0.555136777,1.204481129,0.381680524,11.47360779,11.83859054,1672.245362
26041,Lagerstroemia_indica,Lythraceae,5.341952229,11.19155569,0.569910089,1.231065648,0.412201376,2.265759543,9.093952621,615.1881847
26042,Lagerstroemia_tomentosa,Lythraceae,6.231606189,12.05172825,0.566720003,1.189619424,0.403757036,2.938294688,9.543302168,826.6757937
26043,Lagerstroemia_parviflora,Lythraceae,8.765970403,14.49533735,0.60284629,0.973803113,0.399208578,34.4774556,10.68779437,2769.103504
26044,Lagerstroemia_villosa,Lythraceae,5.519503334,12.7145209,0.601450652,1.056330939,0.405508535,9.444957325,9.871883011,1481.153264
26045,Lagerstroemia_caudata,Lythraceae,6.717381285,14.67236087,0.565457541,1.17543874,0.385212171,11.19180153,11.5212606,1659.204817
26046,Lagerstroemia_speciosa,Lythraceae,6.745280277,17.47061115,0.519136057,1.537075874,0.355944066,8.592268652,15.07778318,1449.245913
26047,Lagerstroemia_subcostata,Lythraceae,6.916716893,15.41700453,0.555648313,1.211713649,0.378704094,11.65467051,12.15066368,1764.411989
26048,Lagerstroemia_limii,Lythraceae,7.276122463,14.9933956,0.553350109,1.233956926,0.382824743,11.75168116,11.87681523,1542.055483
26049,Lagerstroemia_guilinensis,Lythraceae,7.271098032,14.75706533,0.557442402,1.22123713,0.386278023,12.65610298,11.66272405,1525.808395
26050,Lagerstroemia_excelsa,Lythraceae,6.884937465,14.26592709,0.564546865,1.17543874,0.388955574,10.28016298,11.19695673,1513.212778
26051,Lagerstroemia_fordii,Lythraceae,6.851726201,14.20365124,0.562211856,1.204758503,0.389672717,10.38962805,11.26159747,1405.400164
26052,Lagerstroemia_glabra,Lythraceae,6.79672972,15.35677425,0.560789663,1.184131679,0.379402336,11.94813167,12.01434227,1853.958464
26053,Lagerstroemia_intermedia,Lythraceae,6.709652065,14.36481377,0.56053147,1.226874105,0.388239751,10.68070697,11.4709662,1401.52226
26054,Lagerstroemia_lanceolata,Lythraceae,10.07627473,20.42014302,0.543686333,1.21323451,0.354713117,75.17337095,15.77872609,4418.11006
26055,Lagerstroemia_suprareticulata,Lythraceae,7.016168331,15.43121066,0.555392486,1.210876916,0.378442585,11.46304507,12.1338885,1755.900894
26056,Lagerstroemia_venusta,Lythraceae,6.877015449,15.23351063,0.556672798,1.216746204,0.380276948,11.76792793,12.0364939,1686.941413
26057,Sonneratia_x_hainanensis,Lythraceae,4.666593803,15.99189759,0.51309762,1.8005285,0.365594792,7.989139417,15.04873519,780.0096937
26058,Sonneratia_alba,Lythraceae,3.652582214,15.29482458,0.522797997,1.963828468,0.370956191,8.831177964,15.43197628,606.5052002
26059,Sonneratia_apetala,Lythraceae,4.911339996,16.308197,0.518403549,1.701152635,0.363695902,8.550245955,14.92560284,941.7993915
26060,Sonneratia_caseolaris,Lythraceae,6.54786927,17.26998312,0.492308793,1.900454538,0.357695567,8.94750001,16.06747476,803.8425276
26061,Sonneratia_ovata,Lythraceae,6.54786927,19.77880278,0.457298735,2.249572529,0.338064836,9.05107159,19.23091729,768.068581
26062,Lafoensia_vandelliana,Lythraceae,21.66207225,15.7797457,0.548655832,0.915166259,0.390571006,27.88688463,10.17653663,3147.023602
26063,Lafoensia_glyptocarpa,Lythraceae,23.35070515,15.76521871,0.541751347,0.922359022,0.390031784,25.08996179,10.10880921,2996.40146
26064,Lafoensia_acuminata,Lythraceae,29.36973311,15.93675881,0.541501919,0.855854621,0.390840896,27.69491267,9.718517029,3551.40335
26065,Lafoensia_pacari,Lythraceae,17.72148045,13.63852859,0.606723143,0.741717778,0.412268895,25.6585025,8.476721708,3722.539381
26066,Lafoensia_punicifolia,Lythraceae,30.34589844,16.85177961,0.549467548,0.829721797,0.382997716,28.20385869,10.25562837,4659.249121
26067,Capuronia_benoistii,Lythraceae,6.983931965,11.95790425,0.532071646,1.361288431,0.400287866,1.656663541,9.70173785,522.1229766
26068,Galpinia_transvaalica,Lythraceae,6.532809588,14.72035357,0.569111709,1.048723265,0.367280842,1.459650876,10.97391373,1925.967251
26069,Punica_granatum,Lythraceae,9.238468875,9.65555451,0.680500819,0.787746039,0.461130142,19.05363563,6.90877348,1556.691298
26070,Punica_protopunica,Lythraceae,5.753074526,8.801226161,0.647402058,0.945498851,0.465811259,6.942876954,6.748905148,669.6005853
26071,Physocalymma_scaberrimum,Lythraceae,24.47372073,10.58096066,0.60813567,0.702530633,0.448475958,9.439570637,6.289733432,1761.938836
26072,Cuphea_melvilla,Lythraceae,10.21409752,13.96368361,0.542375421,1.197291778,0.393459468,9.130614353,10.57791322,1215.626055
26073,Adenaria_floribunda,Lythraceae,9.767872902,14.05400164,0.538889845,1.237086307,0.392012576,9.046904377,10.84925707,1162.51884
26074,Pehria_compacta,Lythraceae,9.425404556,13.62699197,0.540256499,1.251411092,0.395548735,7.899507213,10.59497655,1028.489826
26075,Woodfordia_fruticosa,Lythraceae,6.481865275,12.47551106,0.576876596,1.211030648,0.408870397,9.432794207,10.12333424,979.997402
26076,Woodfordia_uniflora,Lythraceae,7.875896495,12.58056077,0.555008967,1.247096327,0.406630546,7.652441178,10.01151956,858.8157491
26077,Diplusodon_virgatus,Lythraceae,10.36334604,14.15141933,0.536413871,1.222643941,0.390750912,8.613903458,10.76465214,1184.677118
26078,Ginoria_curvispina,Lythraceae,9.168536115,15.01066733,0.530517849,1.286174811,0.381065823,8.059349691,11.68960941,1267.651866
26079,Ginoria_koehneana,Lythraceae,9.63163464,13.81656231,0.541377248,1.204758503,0.393097245,7.154841214,10.50993427,1150.535438
26080,Ginoria_nudiflora,Lythraceae,9.425404556,14.94169957,0.536413871,1.220674859,0.381944271,7.979946873,11.38937782,1414.490386
26081,Ginoria_rohrii,Lythraceae,9.754387404,15.13561248,0.535056938,1.212550961,0.38036452,8.109610579,11.45249208,1482.859487
26082,Ginoria_callosa,Lythraceae,9.790390174,14.47104853,0.536908154,1.217867385,0.386812055,7.744617978,11.012857,1278.497844
26083,Ginoria_ginorioides,Lythraceae,10.26833432,14.08639946,0.541127992,1.191516333,0.392102851,8.44500673,10.62184599,1256.319209
26084,Ginoria_glabra,Lythraceae,9.574144988,15.10775732,0.530395707,1.249108029,0.379751939,7.59626313,11.57444032,1367.099108
26085,Pemphis_acidula,Lythraceae,10.37528416,16.68457602,0.498726882,1.591828204,0.363802729,8.152914932,14.07256477,1032.060207
26086,Ludwigia_nervosa,Onagraceae,3.412714832,13.8375442,0.490767843,1.485929256,0.344988484,0.040992525,11.30101475,492.3538211
26087,Ludwigia_anastomosans,Onagraceae,3.88329157,15.47747104,0.485959414,1.547034504,0.338922187,0.125776643,12.7908675,662.0640403
26088,Fuchsia_regia,Onagraceae,4.118129505,18.81914983,0.489215265,1.408639946,0.318786558,0.228139245,14.86277831,1529.677927
26089,Fuchsia_paniculata,Onagraceae,3.532645026,17.37400731,0.493969347,1.472312502,0.327114654,0.198884071,14.20038111,1116.863248
26090,Fuchsia_boliviana,Onagraceae,4.05695322,17.11985177,0.49522208,1.393156803,0.32930627,0.188234836,13.54877404,1184.949931
26091,Fuchsia_cyrtandroides,Onagraceae,4.323146969,17.72556144,0.483949449,1.483884164,0.325836701,0.217770977,14.24623159,1113.268703
26092,Fuchsia_triphylla,Onagraceae,4.362144019,18.41619904,0.483392603,1.445772634,0.321366054,0.209652478,14.57806895,1313.409037
26093,Fuchsia_arborescens,Onagraceae,3.886869861,15.31604058,0.506370337,1.390997598,0.343712218,0.18418741,12.31589269,882.158267
26094,Fuchsia_magdalenae,Onagraceae,3.751457235,18.18025624,0.49147338,1.441451386,0.321662179,0.204974578,14.61840534,1324.646511
26095,Fuchsia_denticulata,Onagraceae,4.190829574,17.61976046,0.492833249,1.397333271,0.326512641,0.211787342,13.90592875,1277.614994
26096,Fuchsia_hartwegii,Onagraceae,4.283512119,17.75824323,0.486631256,1.444109084,0.325986789,0.208881511,14.12862831,1198.395032
26097,Fuchsia_excorticata,Onagraceae,8.568405277,21.06831833,0.479442874,1.349686023,0.299037992,0.087830066,15.97586181,2219.893304
26098,Fuchsia_encliandra,Onagraceae,4.178303666,18.14679779,0.488990025,1.421019377,0.322998124,0.218977756,14.3813614,1341.837732
26099,Hauya_elegans,Onagraceae,3.916516856,16.30046524,0.50874482,1.313409037,0.336666574,0.197106071,12.70866699,1206.146331
26100,Melianthus_comosus,Melianthaceae,4.759923797,6.183939721,0.717268184,0.958579862,0.545891315,19.52045287,4.972354753,249.1066493
26101,Bersama_abyssinica,Melianthaceae,21.56254407,12.06250372,0.630495682,1.158448435,0.453155182,424.891062,9.683898697,1236.795716
26102,Bersama_lucens,Melianthaceae,3.086739646,7.588889146,0.726443674,1.215222574,0.524027861,194.6506366,7.189998201,356.0093052
26103,Bersama_swinnyi,Melianthaceae,7.492038492,10.02305238,0.642391817,1.238226231,0.478630092,241.1015487,8.548698492,612.3503917
26104,Bersama_palustris,Melianthaceae,8.14704284,9.589589129,0.657809286,1.13057662,0.488427378,244.9627224,7.888601176,669.4220293
26105,Bersama_yangambiensis,Melianthaceae,7.380741584,9.57855506,0.656749877,1.156644774,0.485959414,210.7172064,7.992819399,630.0862466
26106,Greyia_flanaganii,Melianthaceae,6.65119989,7.490313585,0.674683361,1.136841712,0.52517011,91.34820125,6.303764788,308.2478102
26107,Greyia_radlkoferi,Melianthaceae,7.264404186,7.645396264,0.670347509,1.104332873,0.520595009,87.49837752,6.280583588,340.5649896
26108,Greyia_sutherlandii,Melianthaceae,6.253166607,6.742174676,0.700809532,1.058522271,0.54638655,90.38575707,5.604024174,276.8216163
26109,Geranium_arboreum,Geraniaceae,120,63.38792,0.260975657,0.791589455,0.088140136,83333,93.73533333,128450
26110,Cyphostemma_mappia,Vitaceae,7.271098032,14.98304211,0.554753435,1.596614246,0.392644935,87.05625887,12.38226231,687.8599123
26111,Cyphostemma_bainesii,Vitaceae,7.24769652,14.7876785,0.56389728,1.52159825,0.395275594,90.4482149,12.03926572,751.9691089
26112,Cyphostemma_juttae,Vitaceae,6.806126238,14.82299342,0.563542026,1.616758836,0.395893924,114.2029362,12.53038855,687.3598125
26113,Cyphostemma_laza,Vitaceae,6.561452663,14.05076596,0.57161024,1.52054753,0.402068454,82.47076061,11.57444032,660.3892575
26114,Cyphostemma_currorii,Vitaceae,6.792036326,13.94119494,0.573720014,1.502795895,0.404110375,90.26097075,11.4393145,668.1900434
26115,Rhoicissus_revoilii,Vitaceae,3.832657404,15.82779023,0.564145937,1.882677741,0.380094316,94.45828669,14.89136806,641.3125754
26116,Rhoicissus_tridentata,Vitaceae,8.947464831,16.45476067,0.542960864,1.87115,0.373927114,68.06752732,14.79472022,675.061068
26117,Leea_tinctoria,Vitaceae,6.141861234,15.4525444,0.563767453,1.416772114,0.380189396,34.6417641,12.1338885,945.8015034
26118,Leea_asiatica,Vitaceae,6.357699545,15.54533194,0.565197198,1.387714097,0.37983939,36.23264176,12.07257744,998.8493699
26119,Leea_philippinensis,Vitaceae,6.060382005,14.84909549,0.572664155,1.370566145,0.386455952,35.29392837,11.58243842,923.6341884
26120,Leea_aculeata,Vitaceae,6.25028758,15.03488117,0.570164272,1.363326888,0.384237723,33.31961695,11.6385801,949.7296574
26121,Leea_aequata,Vitaceae,6.369421654,14.96924857,0.56584828,1.397011561,0.38485754,33.45029868,11.67884783,878.0110871
26122,Leea_indica,Vitaceae,7.176290321,15.70430982,0.562425239,1.394414663,0.379025382,36.57905077,12.15987912,1015.115
26123,Leea_macrophylla,Vitaceae,6.16453042,15.01758159,0.562729911,1.450106836,0.384326207,34.54617749,11.90693547,817.334818
26124,Leea_setuligera,Vitaceae,6.292163513,14.9176358,0.565457541,1.417098375,0.385567128,35.37528928,11.74627056,850.7461649
26125,Leea_angulata,Vitaceae,5.930618664,15.09384897,0.569246016,1.405723807,0.38388399,35.37528928,11.89049679,907.6115208
26126,Leea_macropus,Vitaceae,6.158855291,15.68917113,0.569639373,1.352383925,0.378355455,35.6369067,12.08648452,1106.623784
26127,Leea_tetramera,Vitaceae,6.099580959,15.01758159,0.570952528,1.374991457,0.384946167,35.5959018,11.69499391,940.5892264
26128,Kalanchoe_beharensis,Crassulaceae,3.338873767,13.5474746,0.511507084,1.275719716,0.337250268,0.024930504,9.350599853,407.0795805
26129,Crassula_acinaciformis,Crassulaceae,4.19758984,13.04595411,0.535556937,1.21084399,0.35786023,0.174878627,9.017856239,486.1862681
26130,Orfilea_multispicata,Euphorbiaceae,11.29275744,9.602846792,0.67982949,0.691353236,0.453210539,38.52121706,5.98825106,1423.311636
26131,Orfilea_coriacea,Euphorbiaceae,11.30836975,9.94260074,0.681710526,0.67437273,0.449262325,40.27170343,6.161692202,1724.249068
26132,Haloragis_racemosa,Haloragaceae,2,2.9,1.35,0.396551868,0.804347826,0.01,1.319218241,5.665978203
26133,Gonocarpus_sanguineus,Haloragaceae,2,2.9,1.35,0.3822082,0.804347826,0.01,1.319218241,5.665978203
26134,Ribes_ecuadorense,Grossulariaceae,12.17586993,5.676753024,0.617163168,1.466222906,0.572796031,84.02335139,4.689213428,46.23810214
26135,Ribes_viscosum,Grossulariaceae,12.23770556,5.405053537,0.622013771,1.461167487,0.583848273,83.59879163,4.477133042,40.59756633
26136,Ribes_brachybotrys,Grossulariaceae,10.82181237,5.263807518,0.623447661,1.526511217,0.58830156,81.04010592,4.499870339,34.79365076
26137,Ribes_cuneifolium,Grossulariaceae,10.25179705,5.356733,0.625316661,1.522299133,0.583445104,77.91121911,4.582473899,36.96579068
26138,Ribes_sardoum,Grossulariaceae,10.80189621,5.438761317,0.615318539,1.583798765,0.580630707,80.96549959,4.693534343,34.69764505
26139,Ribes_albifolium,Grossulariaceae,11.38937782,5.442519578,0.615035239,1.54953004,0.580096173,80.20473348,4.644083289,36.25767902
26140,Ribes_elegans,Grossulariaceae,11.50270548,5.416266187,0.625892864,1.462177174,0.582773775,85.70378452,4.521681832,41.52407818
26141,Itea_parviflora,Iteaceae,3.858335599,11.3057662,0.605619709,1.196189539,0.407943483,4.968210633,8.419765576,498.4252094
26142,Itea_yunnanensis,Iteaceae,3.334264128,10.58766033,0.618870811,1.209762171,0.417253511,5.120354149,8.076068613,416.1021885
26143,Itea_macrophylla,Iteaceae,3.665219597,10.61451121,0.608275046,1.229702342,0.416293855,4.483322704,8.044517486,387.1684858
26144,Itea_chinensis,Iteaceae,4.115285784,9.701843758,0.700572988,0.721187347,0.436158578,4.812323509,6.008941655,1101.579982
26145,Itea_oldhamii,Iteaceae,3.840608157,8.968090867,0.658718711,0.97364357,0.446683592,4.436086439,6.305216451,424.6195639
26146,Itea_coriacea,Iteaceae,3.441121444,11.25382092,0.606456982,1.239367205,0.407098967,4.75882791,8.582227051,458.7752705
26147,Itea_glutinosa,Iteaceae,3.717063668,11.20727426,0.608555231,1.189323499,0.408413416,4.691373388,8.346415483,491.9262524
26148,Itea_indochinensis,Iteaceae,3.703394694,10.83178422,0.612632454,1.195363526,0.414572032,5.041967013,8.118952489,444.6312675
26149,Itea_kiukiangensis,Iteaceae,3.676207358,10.90184492,0.605759174,1.251411092,0.413428108,5.229979662,8.315722725,405.695322
26150,Itea_riparia,Iteaceae,3.710222886,10.88930093,0.613762005,1.189323499,0.414381158,5.355499708,8.141417006,458.7752705
26151,Itea_yangchunensis,Iteaceae,3.706807218,11.14294534,0.602975963,1.251411092,0.409826465,5.12153329,8.480080989,432.7130569
26152,Distyliopsis_tutcheri,Hamamelidaceae,5.346874616,14.03136752,0.609958096,1.085425449,0.388776495,26.44234699,10.00230285,1294.791978
26153,Distyliopsis_dunnii,Hamamelidaceae,4.98310456,13.03767047,0.646993623,0.919813967,0.400682154,26.49110049,8.836901211,1589.27847
26154,Distyliopsis_lanata,Hamamelidaceae,5.260172664,13.7119746,0.614610535,1.055601503,0.391651686,22.66731083,9.66273346,1270.574105
26155,Distyliopsis_laurifolia,Hamamelidaceae,5.48150734,13.66155076,0.615885529,1.043758439,0.393006741,24.28846115,9.567533686,1293.897876
26156,Sycopsis_sinensis,Hamamelidaceae,3.298374772,13.42279145,0.630237623,1.146493513,0.390433753,19.69450677,10.25156403,1087.396027
26157,Distylium_gracile,Hamamelidaceae,6.006202909,13.57375481,0.622157012,0.97701223,0.395275594,25.64484037,9.193904748,1470.957077
26158,Distylium_racemosum,Hamamelidaceae,15.09384897,13.02388469,0.640325588,0.791929803,0.405971517,23.73654803,7.893228087,2039.34373
26159,Distylium_myricoides,Hamamelidaceae,2.947134796,10.31753695,0.713998901,0.998736425,0.436955666,14.30870845,7.462750161,2227.537215
26160,Distylium_pingpienense,Hamamelidaceae,5.729279373,13.63013006,0.620011864,0.992887401,0.393459468,22.90340222,9.319658526,1440.124371
26161,Distylium_annamicum,Hamamelidaceae,5.725323094,13.27088849,0.61929846,0.999309463,0.396917274,20.74913517,9.078205302,1286.470998
26162,Distylium_chungii,Hamamelidaceae,5.910170366,13.44930988,0.620154644,0.982878873,0.395639824,22.35630367,9.126410518,1398.620856
26163,Distylium_cuspidatum,Hamamelidaceae,6.389987373,13.59878163,0.610942025,1.012045411,0.394366485,22.563164,9.249111181,1317.649799
26164,Distylium_dunnianum,Hamamelidaceae,6.147520703,12.69696727,0.628058359,0.949729657,0.404762249,21.45359116,8.50354472,1272.03775
26165,Distylium_elaeagnoides,Hamamelidaceae,5.666305684,12.54584738,0.630666845,0.97543874,0.405695322,21.61722784,8.590135215,1183.313992
26166,Distylium_macrophyllum,Hamamelidaceae,5.962110214,13.74358396,0.618443458,0.985825392,0.392735356,22.97206307,9.311078755,1477.406482
26167,Distylium_stellare,Hamamelidaceae,5.300294488,12.91516622,0.64253975,0.914744907,0.401513359,22.35115653,8.66562717,1528.973647
26168,Distylium_tsiangii,Hamamelidaceae,5.930618664,13.19775312,0.630086247,0.941889597,0.399116792,24.15460834,8.847080929,1479.7897
26169,Parrotiopsis_jacquemontiana,Hamamelidaceae,8.388803083,16.15581422,0.551608266,1.286905106,0.370111981,28.47956511,11.62572234,1147.365915
