"","spp_name","trait_name","value","unit","kind","source"
"10020","Myrsine petiolata","P50",-2.28194865306218,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10021","Myrsine petiolata","P88",-2.7445498752594,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10022","Myrsine petiolata","Rooting Depth maximum",0.937416089661419,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10023","Myrsine petiolata","WUE",26.1403434507052,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10024","Myrsine petiolata","height",16.8561917082469,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10025","Myrsine petiolata","SLA",10.2170762602488,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10026","Myrsine petiolata","LeafN",14.5280811373393,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10027","Myrsine pukooensis","gsmax",179.76412118276,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10028","Myrsine pukooensis","P12",-1.271076481541,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10029","Myrsine pukooensis","P50",-2.13073500653108,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10030","Myrsine pukooensis","P88",-2.7410147802035,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10031","Myrsine pukooensis","Rooting Depth maximum",0.99679947792242,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10032","Myrsine pukooensis","WUE",24.0188141264518,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10033","Myrsine pukooensis","height",16.971922917366,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10034","Myrsine pukooensis","SLA",9.64490940729777,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10035","Myrsine pukooensis","LeafN",14.7118952528636,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10036","Myrsine sandwicensis","gsmax",188.420790227254,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10037","Myrsine sandwicensis","P12",-1.41890048086643,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10038","Myrsine sandwicensis","P50",-2.1924275525411,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10039","Myrsine sandwicensis","P88",-2.73690652449926,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10040","Myrsine sandwicensis","Rooting Depth maximum",0.95118444857498,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10041","Myrsine sandwicensis","WUE",27.0341196183364,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10042","Myrsine sandwicensis","height",16.8939699824651,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10043","Myrsine sandwicensis","SLA",10.2780735556285,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10044","Myrsine sandwicensis","LeafN",12.0516950384776,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10045","Myrsine wawraea","gsmax",195.634030723572,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10046","Myrsine wawraea","P12",-1.28420388738314,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10047","Myrsine wawraea","P50",-2.25481989940008,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10048","Myrsine wawraea","P88",-2.73690652449926,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10049","Myrsine wawraea","Rooting Depth maximum",1.03284454985832,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10050","Myrsine wawraea","WUE",28.3826378711065,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10051","Myrsine wawraea","height",16.7129097779592,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10052","Myrsine wawraea","SLA",10.3574327659607,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10053","Myrsine wawraea","LeafN",14.6633092562358,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10054","Nectandra hihua","gsmax",186.951822249095,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10055","Nectandra hihua","P12",-3.33009357303381,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10056","Nectandra hihua","P50",-2.34703017830849,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10057","Nectandra hihua","P88",-3.3745145257314,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10058","Nectandra hihua","Rooting Depth maximum",2.17844437749436,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10059","Nectandra hihua","WUE",18.6193934504191,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10060","Nectandra hihua","height",21.5921524381638,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10061","Nectandra hihua","SLA",11.1180444812775,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10062","Nectandra hihua","LeafN",20.0945829232534,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10063","Nectandra krugii","gsmax",185.97783929189,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10064","Nectandra krugii","P12",-2.33189782232046,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10065","Nectandra krugii","P50",-2.57190434376399,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10066","Nectandra krugii","P88",-3.38591941754023,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10067","Nectandra krugii","Rooting Depth maximum",1.67354361715416,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10068","Nectandra krugii","WUE",18.7020675120751,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10069","Nectandra krugii","height",25.0863836606344,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10070","Nectandra krugii","SLA",16.1720609792074,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10071","Nectandra krugii","LeafN",19.7897759914398,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10072","Nectandra membranacea","gsmax",173.692087885539,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10073","Nectandra membranacea","P12",-3.44289749234915,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10074","Nectandra membranacea","P50",-2.48261210282644,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10075","Nectandra membranacea","P88",-3.36722969611486,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10076","Nectandra membranacea","Rooting Depth maximum",1.76169159090146,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10077","Nectandra membranacea","WUE",14.827309324344,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10078","Nectandra membranacea","height",26.5235693200429,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10079","Nectandra membranacea","SLA",13.8404658651352,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10080","Nectandra membranacea","LeafN",23.0297409756978,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10081","Nectandra turbacensis","gsmax",209.538045508067,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10082","Nectandra turbacensis","P12",-3.57313431809346,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10083","Nectandra turbacensis","P50",-2.44976793090502,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10084","Nectandra turbacensis","P88",-3.36722969611486,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10085","Nectandra turbacensis","Rooting Depth maximum",1.94647354055817,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10086","Nectandra turbacensis","WUE",19.7180593071381,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10087","Nectandra turbacensis","height",21.9573939387004,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10088","Nectandra turbacensis","SLA",13.1858511622747,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10089","Nectandra turbacensis","LeafN",20.1596200052897,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10090","Neea buxifolia","gsmax",223.833693583806,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10091","Neea buxifolia","P12",-1.82606679509083,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10092","Neea buxifolia","P50",-3.29364820361137,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10093","Neea buxifolia","P88",-7.91405998706818,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10094","Neea buxifolia","Rooting Depth maximum",1.53998151521509,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10095","Neea buxifolia","WUE",11.4145949006081,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10096","Neea buxifolia","height",16.0472515010834,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10097","Neea buxifolia","SLA",18.4092549045881,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10098","Neea buxifolia","LeafN",27.2728945287069,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10099","Neolamarckia cadamba","gsmax",201.487529233297,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10100","Neolamarckia cadamba","P12",-2.64597878177961,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10101","Neolamarckia cadamba","P50",-2.09668509920438,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10102","Neolamarckia cadamba","P88",-7.58919920682907,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10103","Neolamarckia cadamba","Rooting Depth maximum",0.678335985889037,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10104","Neolamarckia cadamba","WUE",5.79649604916573,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10105","Neolamarckia cadamba","height",22.3556959072749,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10106","Neolamarckia cadamba","SLA",16.7964328034719,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10107","Neolamarckia cadamba","LeafN",18.3412338987986,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10108","Neonauclea forsteri","gsmax",193.248858985901,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10109","Neonauclea forsteri","P12",-2.64652519653241,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10110","Neonauclea forsteri","P50",-2.50394233385722,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10111","Neonauclea forsteri","P88",-7.56890593449275,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10112","Neonauclea forsteri","Rooting Depth maximum",0.516276208690057,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10113","Neonauclea forsteri","WUE",9.40952869435151,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10114","Neonauclea forsteri","height",15.6590609629949,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10115","Neonauclea forsteri","SLA",16.4140079991023,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10116","Neonauclea forsteri","LeafN",19.5812112013499,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10117","Nephelium lappaceum","gsmax",164.960874112447,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10118","Nephelium lappaceum","P12",-2.1826181931297,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10119","Nephelium lappaceum","P50",-0.940305904348691,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10120","Nephelium lappaceum","P88",-2.73654461642106,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10121","Nephelium lappaceum","Rooting Depth maximum",0.76249925053368,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10122","Nephelium lappaceum","WUE",12.3640751328071,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10123","Nephelium lappaceum","height",18.7044978237152,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10124","Nephelium lappaceum","SLA",12.517270600001,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10125","Nephelium lappaceum","LeafN",17.3837314987183,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10126","Nestegis sandwicensis","gsmax",196.10243598938,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10127","Nestegis sandwicensis","P12",-2.52246868838867,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10128","Nestegis sandwicensis","P50",-4.18757756829262,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10129","Nestegis sandwicensis","P88",-10.4365500537554,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10130","Nestegis sandwicensis","Rooting Depth maximum",0.995171698487053,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10131","Nestegis sandwicensis","WUE",10.1662430556615,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10132","Nestegis sandwicensis","height",15.1833908859889,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10133","Nestegis sandwicensis","SLA",13.7026750818888,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10134","Nestegis sandwicensis","LeafN",14.8977227846781,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10135","Neuburgia celebica","gsmax",223.509126243591,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10136","Neuburgia celebica","P12",-2.81493838220835,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10137","Neuburgia celebica","P50",-4.28136770029863,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10138","Neuburgia celebica","P88",-6.23454765518506,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10139","Neuburgia celebica","Rooting Depth maximum",1.03062218063821,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10140","Neuburgia celebica","WUE",11.7335536258419,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10141","Neuburgia celebica","height",19.0597272157669,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10142","Neuburgia celebica","SLA",15.8263974348704,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10143","Neuburgia celebica","LeafN",22.9987148253123,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10144","Nicotiana glauca","gsmax",230.858201980591,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10145","Nicotiana glauca","P12",-1.15423842897018,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10146","Nicotiana glauca","P50",-2.25548016389211,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10147","Nicotiana glauca","P88",-3.80175096233686,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10148","Nicotiana glauca","Rooting Depth maximum",1.0389091686594,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10149","Nicotiana glauca","WUE",12.6640496275822,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10150","Nicotiana glauca","height",10.0945813242594,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10151","Nicotiana glauca","SLA",16.838825451533,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10152","Nicotiana glauca","LeafN",27.3623557504018,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10153","Nothocestrum breviflorum","gsmax",328.066191393534,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10154","Nothocestrum breviflorum","P12",-1.48715944240491,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10155","Nothocestrum breviflorum","P50",-3.54212041437626,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10156","Nothocestrum breviflorum","P88",-4.29256268223127,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10157","Nothocestrum breviflorum","Rooting Depth maximum",1.21896397238597,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10158","Nothocestrum breviflorum","WUE",14.8368659522136,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10159","Nothocestrum breviflorum","height",10.0395167350769,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10160","Nothocestrum breviflorum","SLA",24.0559569358826,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10161","Nothocestrum breviflorum","LeafN",30.2167847379049,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10162","Nothocestrum latifolium","gsmax",322.039854977926,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10163","Nothocestrum latifolium","P12",-1.4884086232384,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10164","Nothocestrum latifolium","P50",-3.5408582820495,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10165","Nothocestrum latifolium","P88",-4.42103298624357,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10166","Nothocestrum latifolium","Rooting Depth maximum",1.23254230756933,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10167","Nothocestrum latifolium","WUE",9.83792404631774,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10168","Nothocestrum latifolium","height",10.2141454792023,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10169","Nothocestrum latifolium","SLA",24.8501876131694,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10170","Nothocestrum latifolium","LeafN",27.8134239800771,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10171","Nothocestrum longifolium","gsmax",313.358943284353,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10172","Nothocestrum longifolium","P12",-1.48715944240491,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10173","Nothocestrum longifolium","P50",-3.65073428412278,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10174","Nothocestrum longifolium","P88",-4.40823298533758,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10175","Nothocestrum longifolium","Rooting Depth maximum",0.908326845467091,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10176","Nothocestrum longifolium","WUE",10.7224558399121,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10177","Nothocestrum longifolium","height",9.99265834967295,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10178","Nothocestrum longifolium","SLA",23.7927672068278,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10179","Nothocestrum longifolium","LeafN",29.7962318833669,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10180","Nothocestrum peltatum","gsmax",318.554306933085,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10181","Nothocestrum peltatum","P12",-1.48715944240491,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10182","Nothocestrum peltatum","P50",-3.56389681438605,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10183","Nothocestrum peltatum","P88",-4.29176268140475,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10184","Nothocestrum peltatum","Rooting Depth maximum",0.860608711366852,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10185","Nothocestrum peltatum","WUE",15.2442361255487,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10186","Nothocestrum peltatum","height",10.0663688151042,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10187","Nothocestrum peltatum","SLA",23.8794604110718,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10188","Nothocestrum peltatum","LeafN",27.9508290131887,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10189","Nypa fruticans","gsmax",270.507507845561,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10190","Nypa fruticans","P12",-1.9131559274594,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10191","Nypa fruticans","P50",-3.17594135820866,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10192","Nypa fruticans","P88",-3.59342116792997,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10193","Nypa fruticans","Rooting Depth maximum",1.30208667295674,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10194","Nypa fruticans","WUE",7.28296503186226,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10195","Nypa fruticans","height",10.9029305299123,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10196","Nypa fruticans","SLA",16.6326403343678,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10197","Nypa fruticans","LeafN",19.4630029773712,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10198","Nyssa aquatica","gsmax",220.012570527395,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10199","Nyssa aquatica","P12",-1.2754075846076,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10200","Nyssa aquatica","P50",-1.72640466133753,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10201","Nyssa aquatica","P88",-2.3902891254425,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10202","Nyssa aquatica","Rooting Depth maximum",0.670195351413762,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10203","Nyssa aquatica","WUE",18.4674363048871,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10204","Nyssa aquatica","height",29.5514937019348,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10205","Nyssa aquatica","SLA",15.6382318878174,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10206","Nyssa aquatica","LeafN",16.0349988269806,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10207","Nyssa biflora","gsmax",230.76613319397,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10208","Nyssa biflora","P12",-1.05790491044521,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10209","Nyssa biflora","P50",-2.30918477535248,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10210","Nyssa biflora","P88",-4.15725406606992,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10211","Nyssa biflora","Rooting Depth maximum",0.657497951732948,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10212","Nyssa biflora","WUE",16.7591049667199,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10213","Nyssa biflora","height",24.2922966019313,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10214","Nyssa biflora","SLA",15.6674508062998,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"10215","Nyssa biflora","LeafN",15.4425021584829,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
