"spp_name","trait_name","value","unit","source","id_dfdo","comment","kind"
"Ilex opaca","SLA",8.5656292135,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105555","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",8.8528285714,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105556","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",9.1999672131,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105557","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",8.5990483871,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105558","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",12.150441176,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105559","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",9.6394444444,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105560","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",1.0518653846,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105561","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",9.2489259259,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105562","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",10.516368421,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105563","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",11.275066116,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105604","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",9.7415818182,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105605","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",14.023617284,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105606","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",15.676765517,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105607","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",13.016640523,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105608","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",11.359423077,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105609","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",17.863978022,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105610","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",16.94340625,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105611","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",15.63755914,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105612","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",17.452371795,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105613","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",15.522098765,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105614","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",20.895319149,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105615","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",16.477491525,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105616","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",17.869938776,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105617","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",14.675666667,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105618","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",18.05072973,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105619","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",17.668448276,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105620","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",13.677571429,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105621","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",21.049714286,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105622","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Lagerstroemia indica","SLA",22.5005,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105623","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",17.516672727,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105664","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",20.889282051,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105665","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",17.624829787,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105666","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",20.040909091,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105667","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",20.723576923,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105668","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",20.729321429,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105669","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",18.25971875,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105670","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",16.3835625,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105671","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",19.097045455,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105672","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",15.568666667,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105673","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",19.774238095,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105674","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",16.3812,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105675","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",18.968142857,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105676","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",23.655083333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105677","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",24.468090909,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105678","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",24.0671,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105679","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",29.2278,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105680","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",23.585520362,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105681","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",20.05,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105682","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ligustrum sinense","SLA",17.944444444,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105683","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",10.952758416,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105704","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",11.758700503,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105705","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",9.7199840637,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105706","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",12.698333721,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105707","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",12.715359721,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105708","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",10.747077973,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105709","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",9.680875632,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105710","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",9.8983846995,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105711","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",8.3123265306,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105712","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",11.444692308,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105713","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",10.963530343,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105714","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",9.2587701613,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105715","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",9.9636996269,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105716","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",9.2980505837,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105717","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",10.005797546,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105718","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",5.8176213018,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105719","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",5.4549170813,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105720","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",15.662531746,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105721","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",6.5039306931,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105722","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Magnolia grandiflora","SLA",10.108307692,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105723","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",12.288444444,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105764","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",12.72780663,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105765","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",12.609571429,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105766","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",12.624038961,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105767","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",12.445490683,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105768","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",11.537721311,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105769","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",13.424580882,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105770","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",13.442357664,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105771","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",14.21202521,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105772","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",12.924442478,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105773","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",14.446040404,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105774","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",15.214918605,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105775","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",15.395243243,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105776","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",14.826706667,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105777","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",14.985769231,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105778","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",15.609822222,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105779","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",16.570323529,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105780","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",18.750857143,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105781","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",18.0365,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105782","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Nyssa sylvatica","SLA",23.768333333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105783","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus acutissima","SLA",10.390244681,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105924","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus acutissima","SLA",11.174318386,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105925","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus acutissima","SLA",11.723760181,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105926","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus acutissima","SLA",11.211588235,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105927","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus acutissima","SLA",13.430378205,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105928","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Quercus acutissima","SLA",10.754062827,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105929","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
