"spp_name","trait_name","value","unit","source","id_dfdo","comment","kind"
"Albizia julibrissin","SLA",18.61005,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105158","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Albizia julibrissin","SLA",18.98122549,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105159","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Albizia julibrissin","SLA",34.691034483,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105160","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Albizia julibrissin","SLA",48.360416667,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105161","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Albizia julibrissin","SLA",13.151336898,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105162","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Albizia julibrissin","SLA",8.1905263158,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105163","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.446982935,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105164","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.120513158,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105165","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",14.849098655,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105166","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",13.599953586,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105167","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.919276515,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105168","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.776178439,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105169","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",9.6576541667,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105170","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",12.199142105,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105171","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.07251,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105172","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.414246835,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105173","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",13.092284211,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105174","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.104857143,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105175","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",12.348432099,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105176","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.565232877,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105177","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",10.341542857,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105178","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.453375,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105179","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.17515,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105180","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.820882353,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105181","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",11.92275,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105182","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Betula nigra","SLA",8.90675,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105183","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",11.710220297,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105224","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",11.914173675,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105225","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",12.366471509,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105226","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",12.312573765,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105227","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",13.354132963,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105228","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",17.494504208,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105229","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",12.202183888,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105230","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",15.735282297,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105231","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",14.697992467,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105232","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",16.419745592,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105233","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",15.841925512,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105234","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",16.472510989,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105235","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",13.558615942,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105236","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",14.925565359,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105237","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",15.851305785,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105238","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",24.050453488,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105239","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",14.395648352,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105240","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",18.25980597,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105241","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",15.430923077,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105242","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",16.750705882,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105243","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",12.108464431,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105244","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",13.985991453,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105245","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",17.987050994,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105246","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",21.51427885,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105247","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",27.246420858,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105248","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",19.937089209,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105249","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",22.891259823,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105250","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",25.322092551,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105251","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",23.889461207,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105252","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",24.266248299,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105253","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",17.088610919,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105254","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",21.461268802,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105255","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",21.257473779,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105256","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",14.287471526,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105257","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",30.985346535,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105258","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",33.05381746,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105259","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",32.95739,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105260","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",44.854395349,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105261","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",18.836212121,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105262","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Catalpa speciosa","SLA",8.9776363636,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105263","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",25.258174931,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105264","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",26.292042877,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105265","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",22.183318538,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105266","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",27.24888296,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105267","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",21.178655271,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105268","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",27.691125926,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105269","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",25.141781038,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105270","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",28.745925287,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105271","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",27.896074359,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105272","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",39.016570755,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105273","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",39.801487562,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105274","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",36.08635503,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105275","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",32.413483221,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105276","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",25.574281915,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105277","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",20.636859223,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105278","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",18.972077586,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105279","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",25.930828571,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105280","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",17.772941176,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105281","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",15.6285,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105282","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cercis canadensis","SLA",5.9528333333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105283","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",17.545486772,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105344","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",13.257804481,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105345","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",15.108973822,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105346","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",18.546414062,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105347","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",17.760309963,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105348","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",15.617442368,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105349","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",24.475213904,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105350","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",19.233331839,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105351","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",17.625806061,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105352","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",15.098897436,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105353","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",20.716364407,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105354","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",19.917722772,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105355","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",22.859243902,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105356","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",21.584873016,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105357","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",18.792152542,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105358","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",16.322254545,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105359","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",15.425878788,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105360","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",10.5226875,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105361","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",15.471166667,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105362","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Cornus florida","SLA",10.4576,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105363","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",19.829042424,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105444","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",19.519137725,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105445","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",21.021846715,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105446","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",21.324097744,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105447","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",20.1204,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105448","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",19.476310078,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105449","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",19.566452174,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105450","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",18.498758929,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105451","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",20.356882979,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105452","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",22.951139535,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105453","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",22.467426966,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105454","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",19.107945055,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105455","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",23.197754386,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105456","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",19.008754098,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105457","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",19.693097561,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105458","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",18.518354839,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105459","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",20.463842105,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105460","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",15.690454545,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105461","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",12.01175,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105462","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ginkgo biloba","SLA",7.9013333333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105463","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",9.0089695652,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105544","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",9.5444381443,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105545","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",9.0720703518,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105546","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",9.619056962,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105547","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",7.0437511962,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105548","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",7.2792905028,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105549","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",6.3862849462,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105550","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",8.2335234375,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105551","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",9.2782105263,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105552","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",9.3691777778,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105553","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Ilex opaca","SLA",8.6502903226,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3105554","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
