"spp_name","trait_name","value","unit","comment","kind","source"
"Charpentiera ovata","Leaf phosphorous concentration",0.899083443,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera ovata","Leaf Dry Matter Content",0.273589862,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera ovata","Seed Dry Mass",6.437244428,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera ovata","SLA",18.69820858,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera ovata","Leaf area",13228.17708,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera tomentosa","Plant height (maximum)",2,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera tomentosa","Leaf nitrogen concentration",25.03802104,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera tomentosa","Wood Density",0.697107893,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera tomentosa","Leaf phosphorous concentration",0.893716961,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera tomentosa","Leaf Dry Matter Content",0.274789415,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera tomentosa","Seed Dry Mass",5.814334323,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera tomentosa","SLA",18.23895702,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera tomentosa","Leaf area",12554.51674,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera obovata","Plant height (maximum)",2,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera obovata","Leaf nitrogen concentration",26.92154624,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera obovata","Wood Density",0.68092613,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera obovata","Leaf phosphorous concentration",0.987415636,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera obovata","Leaf Dry Matter Content",0.265766355,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera obovata","Seed Dry Mass",5.681983916,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera obovata","SLA",20.52106991,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Charpentiera obovata","Leaf area",12407.94901,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium humile","Plant height (maximum)",2,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium humile","Leaf nitrogen concentration",29.35621096,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium humile","Wood Density",0.655239394,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium humile","Leaf phosphorous concentration",1.017653663,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium humile","Leaf Dry Matter Content",0.257869513,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium humile","Seed Dry Mass",5.858683001,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium humile","SLA",22.05972022,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium humile","Leaf area",14210.19377,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium sandwicense","Plant height (maximum)",2,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium sandwicense","Leaf nitrogen concentration",28.26832007,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium sandwicense","Wood Density",0.665886178,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium sandwicense","Leaf phosphorous concentration",0.973867785,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium sandwicense","Leaf Dry Matter Content",0.262180266,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium sandwicense","Seed Dry Mass",6.006202909,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium sandwicense","SLA",20.92184595,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Nototrichium sandwicense","Leaf area",14161.19816,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Chenopodium oahuense","Plant height (maximum)",2,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Chenopodium oahuense","Leaf nitrogen concentration",34.31672182,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Chenopodium oahuense","Wood Density",0.505344299,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Chenopodium oahuense","Leaf phosphorous concentration",2.786312637,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Chenopodium oahuense","Leaf Dry Matter Content",0.239441257,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Chenopodium oahuense","Seed Dry Mass",5.941417042,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Chenopodium oahuense","SLA",38.40436342,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Chenopodium oahuense","Leaf area",2052.01749,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix ramosissima","Plant height (maximum)",7.771413188,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix ramosissima","Leaf nitrogen concentration",14.50986036,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix ramosissima","Wood Density",0.589929997,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix ramosissima","Leaf phosphorous concentration",0.722254608,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix ramosissima","Leaf Dry Matter Content",0.327231617,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix ramosissima","Seed Dry Mass",0.149554487,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix ramosissima","SLA",7.666593521,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix ramosissima","Leaf area",2093.296638,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix chinensis","Plant height (maximum)",7.440463662,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix chinensis","Leaf nitrogen concentration",24.11607032,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix chinensis","Wood Density",0.416507986,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix chinensis","Leaf phosphorous concentration",2.205451798,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix chinensis","Leaf Dry Matter Content",0.265064417,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix chinensis","Seed Dry Mass",0.197138526,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix chinensis","SLA",18.83067149,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix chinensis","Leaf area",518.4384704,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix aphylla","Plant height (maximum)",16.3418041,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix aphylla","Leaf nitrogen concentration",18.69334936,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix aphylla","Wood Density",0.512736105,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix aphylla","Leaf phosphorous concentration",0.974889332,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix aphylla","Leaf Dry Matter Content",0.304250565,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix aphylla","Seed Dry Mass",0.4776865,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix aphylla","SLA",10.54269977,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tamarix aphylla","Leaf area",1788.216802,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pubescens","Plant height (maximum)",18.12591754,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pubescens","Leaf nitrogen concentration",20.95824007,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pubescens","Wood Density",0.554437717,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pubescens","Leaf phosphorous concentration",0.960025905,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pubescens","Leaf Dry Matter Content",0.324493179,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pubescens","Seed Dry Mass",56.14136298,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pubescens","SLA",12.32835346,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pubescens","Leaf area",3949.502173,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba diversifolia","Plant height (maximum)",19.87467337,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba diversifolia","Leaf nitrogen concentration",19.4282347,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba diversifolia","Wood Density",0.585012337,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba diversifolia","Leaf phosphorous concentration",0.805925482,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba diversifolia","Leaf Dry Matter Content",0.335422854,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba diversifolia","Seed Dry Mass",54.93401681,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba diversifolia","SLA",10.73918217,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba diversifolia","Leaf area",4831.347908,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba tenuifolia","Plant height (maximum)",13.15224832,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba tenuifolia","Leaf nitrogen concentration",20.27215882,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba tenuifolia","Wood Density",0.575704998,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba tenuifolia","Leaf phosphorous concentration",0.942540456,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba tenuifolia","Leaf Dry Matter Content",0.328624547,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba tenuifolia","Seed Dry Mass",63.47460398,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba tenuifolia","SLA",12.21518363,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba tenuifolia","Leaf area",4042.034351,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba krugii","Plant height (maximum)",12.15905996,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba krugii","Leaf nitrogen concentration",18.68529677,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba krugii","Wood Density",0.584655447,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba krugii","Leaf phosphorous concentration",0.946237161,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba krugii","Leaf Dry Matter Content",0.337909187,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba krugii","Seed Dry Mass",57.12155216,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba krugii","SLA",11.45512941,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba krugii","Leaf area",3221.810555,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba costata","Plant height (maximum)",12.62990256,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba costata","Leaf nitrogen concentration",19.59746963,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba costata","Wood Density",0.579428696,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba costata","Leaf phosphorous concentration",0.952357486,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba costata","Leaf Dry Matter Content",0.332582964,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba costata","Seed Dry Mass",65.2379041,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba costata","SLA",11.98671005,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba costata","Leaf area",3653.423349,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pallida","Plant height (maximum)",13.01068014,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pallida","Leaf nitrogen concentration",20.29083877,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pallida","Wood Density",0.575837574,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pallida","Leaf phosphorous concentration",0.948855327,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pallida","Leaf Dry Matter Content",0.328548887,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pallida","Seed Dry Mass",67.05018802,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pallida","SLA",12.31685986,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pallida","Leaf area",4041.103745,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pyrifolia","Plant height (maximum)",12.77026766,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pyrifolia","Leaf nitrogen concentration",19.56140298,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pyrifolia","Wood Density",0.586003217,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pyrifolia","Leaf phosphorous concentration",0.897635459,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pyrifolia","Leaf Dry Matter Content",0.33242984,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pyrifolia","Seed Dry Mass",58.41172071,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pyrifolia","SLA",11.64930457,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba pyrifolia","Leaf area",4140.950127,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba uvifera","Plant height (maximum)",13.36595517,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba uvifera","Leaf nitrogen concentration",19.99401437,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba uvifera","Wood Density",0.572664155,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba uvifera","Leaf phosphorous concentration",0.961390884,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba uvifera","Leaf Dry Matter Content",0.3300654,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba uvifera","Seed Dry Mass",60.92562597,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba uvifera","SLA",12.1338885,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba uvifera","Leaf area",3685.530419,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba swartzii","Plant height (maximum)",10.44960803,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba swartzii","Leaf nitrogen concentration",17.1882713,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba swartzii","Wood Density",0.616064985,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba swartzii","Leaf phosphorous concentration",0.853810214,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba swartzii","Leaf Dry Matter Content",0.348185807,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba swartzii","Seed Dry Mass",53.28765413,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba swartzii","SLA",10.35939056,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba swartzii","Leaf area",3385.543164,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba venosa","Plant height (maximum)",13.86117351,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba venosa","Leaf nitrogen concentration",20.71571846,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba venosa","Wood Density",0.57161024,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba venosa","Leaf phosphorous concentration",0.930893505,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba venosa","Leaf Dry Matter Content",0.32523704,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba venosa","Seed Dry Mass",58.7218866,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba venosa","SLA",12.34241088,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba venosa","Leaf area",4352.111366,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Triplaris cumingiana","Plant height (maximum)",24.11015487,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Triplaris cumingiana","Leaf nitrogen concentration",26.76663963,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Triplaris cumingiana","Wood Density",0.469471991,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Triplaris cumingiana","Leaf phosphorous concentration",1.549822974,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Triplaris cumingiana","Leaf Dry Matter Content",0.296302989,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Triplaris cumingiana","Seed Dry Mass",64.18661779,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Triplaris cumingiana","SLA",18.18397911,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Triplaris cumingiana","Leaf area",2377.676367,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba rugosa","Plant height (maximum)",14.21346616,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba rugosa","Leaf nitrogen concentration",20.42678416,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba rugosa","Wood Density",0.574513185,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba rugosa","Leaf phosphorous concentration",0.915798652,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba rugosa","Leaf Dry Matter Content",0.327868731,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba rugosa","Seed Dry Mass",63.78227416,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba rugosa","SLA",12.10598134,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba rugosa","Leaf area",4391.36969,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba microstachya","Plant height (maximum)",11.86588131,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba microstachya","Leaf nitrogen concentration",9.78946455,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba microstachya","Wood Density",0.761475154,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba microstachya","Leaf phosphorous concentration",0.513043496,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba microstachya","Leaf Dry Matter Content",0.433643429,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba microstachya","Seed Dry Mass",34.72959814,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba microstachya","SLA",5.123992841,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba microstachya","Leaf area",2676.459476,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba sintenisii","Plant height (maximum)",13.62071795,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba sintenisii","Leaf nitrogen concentration",20.52579561,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba sintenisii","Wood Density",0.576899284,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba sintenisii","Leaf phosphorous concentration",0.921934357,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba sintenisii","Leaf Dry Matter Content",0.327340695,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba sintenisii","Seed Dry Mass",67.28217155,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba sintenisii","SLA",12.23770556,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Coccoloba sintenisii","Leaf area",4413.671435,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
