"","spp_name","trait_name","value","unit","kind","source","comment"
"20417","Hopea nigra","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29464, growth form = tree"
"20418","Hopea nigra","diaspore mass","111","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29464, growth form = tree"
"20419","Hopea nodosa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29465, growth form = tree"
"20420","Hopea nodosa","ssd observed","0.63","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29465, growth form = tree"
"20421","Hopea nodosa","ssd combined","0.63","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29465, growth form = tree"
"20422","Hopea nutans","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29466, growth form = tree"
"20423","Hopea nutans","ssd observed","0.879090439","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29466, growth form = tree"
"20424","Hopea nutans","ssd combined","0.879090439","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29466, growth form = tree"
"20425","Hopea odorata","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29492, growth form = tree"
"20426","Hopea odorata","lma","62.03473945","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29492, growth form = tree"
"20427","Hopea odorata","diaspore mass","570.9063","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29492, growth form = tree"
"20428","Hopea odorata","ssd observed","0.76945189","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29492, growth form = tree"
"20429","Hopea odorata","ssd combined","0.76945189","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29492, growth form = tree"
"20430","Hopea pachycarpa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29468, growth form = tree"
"20431","Hopea pachycarpa","leaf area","9050","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29468, growth form = tree"
"20432","Hopea pachycarpa","plant height","23.66431913","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29468, growth form = tree"
"20433","Hopea pachycarpa","ssd observed","0.55","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29468, growth form = tree"
"20434","Hopea pachycarpa","ssd combined","0.55","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29468, growth form = tree"
"20435","Hopea papuana","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29469, growth form = tree"
"20436","Hopea papuana","ssd observed","0.606009796","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29469, growth form = tree"
"20437","Hopea papuana","ssd combined","0.606009796","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29469, growth form = tree"
"20438","Hopea parviflora","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29470, growth form = tree"
"20439","Hopea parviflora","diaspore mass","271.0605","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29470, growth form = tree"
"20440","Hopea parviflora","ssd observed","0.79","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29470, growth form = tree"
"20441","Hopea parviflora","ssd combined","0.79","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29470, growth form = tree"
"20442","Hopea parvifolia","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29471, growth form = tree"
"20443","Hopea parvifolia","ssd observed","0.85","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29471, growth form = tree"
"20444","Hopea parvifolia","ssd combined","0.85","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29471, growth form = tree"
"20445","Hopea paucinervis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29472, growth form = tree"
"20446","Hopea paucinervis","ssd observed","0.78","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29472, growth form = tree"
"20447","Hopea paucinervis","ssd combined","0.78","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29472, growth form = tree"
"20448","Hopea pedicellata","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29473, growth form = tree"
"20449","Hopea pedicellata","ssd observed","0.698856208","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29473, growth form = tree"
"20450","Hopea pedicellata","ssd combined","0.698856208","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29473, growth form = tree"
"20451","Hopea pentanervia","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29474, growth form = tree"
"20452","Hopea pentanervia","ssd observed","0.93","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29474, growth form = tree"
"20453","Hopea pentanervia","ssd combined","0.93","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29474, growth form = tree"
"20454","Hopea philippinensis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29475, growth form = tree"
"20455","Hopea philippinensis","ssd observed","0.67","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29475, growth form = tree"
"20456","Hopea philippinensis","ssd combined","0.67","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29475, growth form = tree"
"20457","Hopea pierrei","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29476, growth form = tree"
"20458","Hopea pierrei","ssd observed","0.793149845","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29476, growth form = tree"
"20459","Hopea pierrei","ssd combined","0.793149845","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29476, growth form = tree"
"20460","Hopea plagata","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29477, growth form = tree"
"20461","Hopea plagata","ssd observed","0.686804193","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29477, growth form = tree"
"20462","Hopea plagata","ssd combined","0.686804193","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29477, growth form = tree"
"20463","Hopea polyalthioides","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29478, growth form = tree"
"20464","Hopea polyalthioides","ssd observed","0.97","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29478, growth form = tree"
"20465","Hopea polyalthioides","ssd combined","0.97","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29478, growth form = tree"
"20466","Hopea pubescens","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29480, growth form = tree"
"20467","Hopea pubescens","ssd observed","0.484767986","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29480, growth form = tree"
"20468","Hopea pubescens","ssd combined","0.484767986","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29480, growth form = tree"
"20469","Hopea recopei","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29481, growth form = tree"
"20470","Hopea recopei","ssd observed","0.74","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29481, growth form = tree"
"20471","Hopea recopei","ssd combined","0.74","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29481, growth form = tree"
"20472","Hopea resinosa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29482, growth form = tree"
"20473","Hopea resinosa","ssd observed","0.694838111","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29482, growth form = tree"
"20474","Hopea resinosa","ssd combined","0.694838111","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29482, growth form = tree"
"20475","Hopea sangal","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29483, growth form = tree"
"20476","Hopea sangal","ssd observed","0.56","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29483, growth form = tree"
"20477","Hopea sangal","ssd combined","0.56","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29483, growth form = tree"
"20478","Hopea semicuneata","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29484, growth form = tree"
"20479","Hopea semicuneata","ssd observed","0.807917222","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29484, growth form = tree"
"20480","Hopea semicuneata","ssd combined","0.807917222","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29484, growth form = tree"
"20481","Hopea subalata","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29486, growth form = tree"
"20482","Hopea subalata","ssd observed","0.82","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29486, growth form = tree"
"20483","Hopea subalata","ssd combined","0.82","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29486, growth form = tree"
"20484","Hopea sublanceolata","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29487, growth form = tree"
"20485","Hopea sublanceolata","ssd observed","0.539907399","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29487, growth form = tree"
"20486","Hopea sublanceolata","ssd combined","0.539907399","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29487, growth form = tree"
"20487","Hopea sulcata","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29488, growth form = tree"
"20488","Hopea sulcata","ssd observed","0.565383873","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29488, growth form = tree"
"20489","Hopea sulcata","ssd combined","0.565383873","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29488, growth form = tree"
"20490","Hopea treubii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29489, growth form = tree"
"20491","Hopea treubii","ssd observed","0.59","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29489, growth form = tree"
"20492","Hopea treubii","ssd combined","0.59","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29489, growth form = tree"
"20493","Hopea utilis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29490, growth form = tree"
"20494","Hopea utilis","ssd observed","0.84","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29490, growth form = tree"
"20495","Hopea utilis","ssd combined","0.84","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29490, growth form = tree"
"20496","Hopea vesquei","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29491, growth form = tree"
"20497","Hopea vesquei","ssd observed","0.57","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29491, growth form = tree"
"20498","Hopea vesquei","ssd combined","0.57","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29491, growth form = tree"
"20499","Horsfieldia amygdalina","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29560, growth form = tree"
"20500","Horsfieldia amygdalina","ssd observed","0.46","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29560, growth form = tree"
"20501","Horsfieldia amygdalina","ssd combined","0.46","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29560, growth form = tree"
"20502","Horsfieldia bracteosa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29561, growth form = tree"
"20503","Horsfieldia bracteosa","ssd observed","0.51","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29561, growth form = tree"
"20504","Horsfieldia bracteosa","ssd combined","0.51","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29561, growth form = tree"
"20505","Horsfieldia crassifolia","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29563, growth form = tree"
"20506","Horsfieldia crassifolia","ssd observed","0.48","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29563, growth form = tree"
"20507","Horsfieldia crassifolia","ssd combined","0.48","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29563, growth form = tree"
"20508","Horsfieldia glabra","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29564, growth form = tree"
"20509","Horsfieldia glabra","leaf area","7138.52","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29564, growth form = tree"
"20510","Horsfieldia glabra","plant height","18.44879785","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29564, growth form = tree"
"20511","Horsfieldia glabra","ssd observed","0.46","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29564, growth form = tree"
"20512","Horsfieldia glabra","ssd combined","0.46","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29564, growth form = tree"
"20513","Horsfieldia globularia","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29565, growth form = tree"
"20514","Horsfieldia globularia","ssd observed","0.4","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29565, growth form = tree"
"20515","Horsfieldia globularia","ssd combined","0.4","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29565, growth form = tree"
"20516","Horsfieldia grandis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29566, growth form = tree"
"20517","Horsfieldia grandis","leaf area","23576.89","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29566, growth form = tree"
"20518","Horsfieldia grandis","nmass","14.6899966","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29566, growth form = tree"
"20519","Horsfieldia grandis","lma","63.83658161","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29566, growth form = tree"
"20520","Horsfieldia grandis","plant height","24.16552247","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29566, growth form = tree"
"20521","Horsfieldia grandis","ssd observed","0.39","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29566, growth form = tree"
"20522","Horsfieldia grandis","ssd combined","0.39","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29566, growth form = tree"
"20523","Horsfieldia irya","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29567, growth form = tree"
"20524","Horsfieldia irya","ssd observed","0.49493242","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29567, growth form = tree"
"20525","Horsfieldia irya","ssd combined","0.49493242","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29567, growth form = tree"
"20526","Horsfieldia iryaghedhi","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29568, growth form = tree"
"20527","Horsfieldia iryaghedhi","ssd observed","0.36","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29568, growth form = tree"
"20528","Horsfieldia iryaghedhi","ssd combined","0.36","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29568, growth form = tree"
"20529","Horsfieldia pallidicaula","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29570, growth form = tree"
"20530","Horsfieldia pallidicaula","leaf area","8932.48","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29570, growth form = tree"
"20531","Horsfieldia pallidicaula","nmass","21.29661918","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29570, growth form = tree"
"20532","Horsfieldia pallidicaula","lma","77.48496429","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29570, growth form = tree"
"20533","Horsfieldia punctatifolia","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29572, growth form = tree"
"20534","Horsfieldia punctatifolia","diaspore mass","1600","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29572, growth form = tree"
"20535","Horsfieldia subglobosa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29574, growth form = tree"
"20536","Horsfieldia subglobosa","leaf area","9050","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29574, growth form = tree"
"20537","Horsfieldia subglobosa","plant height","24","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29574, growth form = tree"
"20538","Horsfieldia subglobosa","ssd observed","0.47","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29574, growth form = tree"
"20539","Horsfieldia subglobosa","ssd combined","0.47","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29574, growth form = tree"
"20540","Horsfieldia sucosa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29575, growth form = tree"
"20541","Horsfieldia sucosa","ssd observed","0.55","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29575, growth form = tree"
"20542","Horsfieldia sucosa","ssd combined","0.55","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29575, growth form = tree"
"20543","Horsfieldia superba","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29576, growth form = tree"
"20544","Horsfieldia superba","ssd observed","0.56","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29576, growth form = tree"
"20545","Horsfieldia superba","ssd combined","0.56","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29576, growth form = tree"
"20546","Horsfieldia sylvestris","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29577, growth form = tree"
"20547","Horsfieldia sylvestris","ssd observed","0.31","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29577, growth form = tree"
"20548","Horsfieldia sylvestris","ssd combined","0.31","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29577, growth form = tree"
"20549","Horsfieldia wallichii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29579, growth form = tree"
"20550","Horsfieldia wallichii","ssd observed","0.5","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29579, growth form = tree"
"20551","Horsfieldia wallichii","ssd combined","0.5","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29579, growth form = tree"
"20552","Hortia longifolia","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29581, growth form = tree"
"20553","Hortia longifolia","ssd observed","0.9","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29581, growth form = tree"
"20554","Hortia longifolia","ssd combined","0.9","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29581, growth form = tree"
"20555","Hovenia acerba","leaf area","4488.32","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 68577, growth form = tree"
"20556","Hovenia acerba","nmass","16.2","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 68577, growth form = tree"
"20557","Hovenia acerba","lma","38.15278128","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 68577, growth form = tree"
"20558","Hovenia acerba","plant height","21.21320344","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 68577, growth form = tree"
"20559","Hovenia acerba","diaspore mass","16.7","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 68577, growth form = tree"
"20560","Hovenia dulcis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29616, growth form = tree"
"20561","Hovenia dulcis","plant height","18.10789111","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29616, growth form = tree"
"20562","Hovenia dulcis","diaspore mass","26.1775","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29616, growth form = tree"
"20563","Hovenia dulcis","ssd observed","0.537342446","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29616, growth form = tree"
"20564","Hovenia dulcis","ssd combined","0.537342446","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29616, growth form = tree"
"20565","Howea belmoreana","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29618, growth form = tree"
"20566","Howea belmoreana","leaf area","9050","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29618, growth form = tree"
"20567","Howea belmoreana","plant height","4.396829672","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29618, growth form = tree"
"20568","Howea belmoreana","diaspore mass","6061","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29618, growth form = tree"
"20569","Howea forsteriana","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29619, growth form = tree"
"20570","Howea forsteriana","leaf area","9050","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29619, growth form = tree"
"20571","Howea forsteriana","plant height","6.611729072","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29619, growth form = tree"
"20572","Howea forsteriana","diaspore mass","1903.543","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29619, growth form = tree"
"20573","Huberodendron patinoi","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29631, growth form = tree"
"20574","Huberodendron patinoi","ssd observed","0.5","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29631, growth form = tree"
"20575","Huberodendron patinoi","ssd combined","0.5","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29631, growth form = tree"
"20576","Huberodendron swietenioides","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29632, growth form = tree"
"20577","Huberodendron swietenioides","leaf area","3801.21","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29632, growth form = tree"
"20578","Huberodendron swietenioides","plant height","35","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29632, growth form = tree"
"20579","Huberodendron swietenioides","ssd observed","0.548879261","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29632, growth form = tree"
"20580","Huberodendron swietenioides","ssd combined","0.548879261","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29632, growth form = tree"
"20581","Huertea glandulosa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29634, growth form = tree"
"20582","Huertea glandulosa","leaf area","8944.92","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29634, growth form = tree"
"20583","Huertea glandulosa","nmass","22.61","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29634, growth form = tree"
"20584","Huertea glandulosa","lma","78.24726135","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29634, growth form = tree"
"20585","Huertea glandulosa","plant height","30","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29634, growth form = tree"
"20586","Huertea glandulosa","ssd observed","0.416306022","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29634, growth form = tree"
"20587","Huertea glandulosa","ssd combined","0.416306022","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29634, growth form = tree"
"20588","Hugonia brewerioides","diaspore mass","424.26","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 68582, growth form = tree"
"20589","Humbertia madagascariensis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29650, growth form = tree"
"20590","Humbertia madagascariensis","ssd observed","1.144901743","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29650, growth form = tree"
"20591","Humbertia madagascariensis","ssd combined","1.144901743","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29650, growth form = tree"
"20592","Humiria balsamifera","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29655, growth form = tree"
"20593","Humiria balsamifera","leaf area","700","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29655, growth form = tree"
"20594","Humiria balsamifera","nmass","6.9","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29655, growth form = tree"
"20595","Humiria balsamifera","lma","200","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29655, growth form = tree"
"20596","Humiria balsamifera","diaspore mass","260","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29655, growth form = tree"
"20597","Humiria balsamifera","ssd observed","0.71398694","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29655, growth form = tree"
"20598","Humiria balsamifera","ssd combined","0.71398694","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29655, growth form = tree"
"20599","Humiriastrum colombianum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29660, growth form = tree"
"20600","Humiriastrum colombianum","ssd observed","0.69","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29660, growth form = tree"
"20601","Humiriastrum colombianum","ssd combined","0.69","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29660, growth form = tree"
"20602","Humiriastrum cuspidatum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29661, growth form = tree"
"20603","Humiriastrum cuspidatum","ssd observed","0.72","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29661, growth form = tree"
"20604","Humiriastrum cuspidatum","ssd combined","0.72","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29661, growth form = tree"
"20605","Humiriastrum diguense","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29662, growth form = tree"
"20606","Humiriastrum diguense","leaf area","1881.78","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29662, growth form = tree"
