"","spp_name","trait_name","value","unit","kind","source","comment"
"20607","Humiriastrum diguense","nmass","13.09284103","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29662, growth form = tree"
"20608","Humiriastrum diguense","lma","104.8144629","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29662, growth form = tree"
"20609","Humiriastrum diguense","diaspore mass","3907.6","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29662, growth form = tree"
"20610","Humiriastrum diguense","ssd observed","0.739688206","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29662, growth form = tree"
"20611","Humiriastrum diguense","ssd combined","0.739688206","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29662, growth form = tree"
"20612","Humiriastrum excelsum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29663, growth form = tree"
"20613","Humiriastrum excelsum","leaf area","783.87","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29663, growth form = tree"
"20614","Humiriastrum excelsum","plant height","40","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29663, growth form = tree"
"20615","Humiriastrum excelsum","ssd observed","0.75","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29663, growth form = tree"
"20616","Humiriastrum excelsum","ssd combined","0.75","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29663, growth form = tree"
"20617","Humiriastrum melanocarpum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29664, growth form = tree"
"20618","Humiriastrum melanocarpum","ssd observed","0.6","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29664, growth form = tree"
"20619","Humiriastrum melanocarpum","ssd combined","0.6","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29664, growth form = tree"
"20620","Humiriastrum obovatum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29665, growth form = tree"
"20621","Humiriastrum obovatum","leaf area","700","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29665, growth form = tree"
"20622","Humiriastrum obovatum","ssd observed","0.768374908","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29665, growth form = tree"
"20623","Humiriastrum obovatum","ssd combined","0.768374908","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29665, growth form = tree"
"20624","Humiriastrum procerum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29666, growth form = tree"
"20625","Humiriastrum procerum","ssd observed","0.646553087","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29666, growth form = tree"
"20626","Humiriastrum procerum","ssd combined","0.646553087","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29666, growth form = tree"
"20627","Humiriastrum subcrenatum","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29667, growth form = tree"
"20628","Humiriastrum subcrenatum","leaf area","773.33","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29667, growth form = tree"
"20629","Humiriastrum subcrenatum","nmass","12.64591","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29667, growth form = tree"
"20630","Humiriastrum subcrenatum","lma","160.3448314","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29667, growth form = tree"
"20631","Humiriastrum subcrenatum","plant height","30","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29667, growth form = tree"
"20632","Humiriastrum subcrenatum","ssd observed","0.6963","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29667, growth form = tree"
"20633","Humiriastrum subcrenatum","ssd combined","0.6963","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29667, growth form = tree"
"20634","Hura crepitans","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29692, growth form = tree"
"20635","Hura crepitans","leaf area","6397.61","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29692, growth form = tree"
"20636","Hura crepitans","nmass","30.0813896","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29692, growth form = tree"
"20637","Hura crepitans","lma","69.51536737","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29692, growth form = tree"
"20638","Hura crepitans","plant height","39.81986093","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29692, growth form = tree"
"20639","Hura crepitans","diaspore mass","794.6384","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29692, growth form = tree"
"20640","Hura crepitans","ssd observed","0.454021368","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29692, growth form = tree"
"20641","Hura crepitans","ssd combined","0.454021368","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29692, growth form = tree"
"20642","Hura polyandra","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29693, growth form = tree"
"20643","Hura polyandra","ssd observed","0.38","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29693, growth form = tree"
"20644","Hura polyandra","ssd combined","0.38","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29693, growth form = tree"
"20645","Hydnocarpus alpina","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29711, growth form = tree"
"20646","Hydnocarpus alpina","ssd observed","0.68","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29711, growth form = tree"
"20647","Hydnocarpus alpina","ssd combined","0.68","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29711, growth form = tree"
"20648","Hydnocarpus castanea","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29712, growth form = tree"
"20649","Hydnocarpus castanea","leaf area","3784.24","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29712, growth form = tree"
"20650","Hydnocarpus castanea","nmass","22.64","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29712, growth form = tree"
"20651","Hydnocarpus castanea","lma","140.4494382","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29712, growth form = tree"
"20652","Hydnocarpus castanea","ssd observed","0.7","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29712, growth form = tree"
"20653","Hydnocarpus castanea","ssd combined","0.7","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29712, growth form = tree"
"20654","Hydnocarpus curtisii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29713, growth form = tree"
"20655","Hydnocarpus curtisii","ssd observed","0.74","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29713, growth form = tree"
"20656","Hydnocarpus curtisii","ssd combined","0.74","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29713, growth form = tree"
"20657","Hydnocarpus gracilis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29714, growth form = tree"
"20658","Hydnocarpus gracilis","ssd observed","0.56","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29714, growth form = tree"
"20659","Hydnocarpus gracilis","ssd combined","0.56","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29714, growth form = tree"
"20660","Hydnocarpus hutchinsonii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29715, growth form = tree"
"20661","Hydnocarpus hutchinsonii","ssd observed","0.6","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29715, growth form = tree"
"20662","Hydnocarpus hutchinsonii","ssd combined","0.6","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29715, growth form = tree"
"20663","Hydnocarpus ilicifolia","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29716, growth form = tree"
"20664","Hydnocarpus ilicifolia","ssd observed","0.81","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29716, growth form = tree"
"20665","Hydnocarpus ilicifolia","ssd combined","0.81","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29716, growth form = tree"
"20666","Hydnocarpus kunstleri","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29717, growth form = tree"
"20667","Hydnocarpus kunstleri","leaf area","5227.04","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29717, growth form = tree"
"20668","Hydnocarpus kunstleri","plant height","28","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29717, growth form = tree"
"20669","Hydnocarpus kunstleri","ssd observed","0.674981481","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29717, growth form = tree"
"20670","Hydnocarpus kunstleri","ssd combined","0.674981481","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29717, growth form = tree"
"20671","Hydnocarpus kurzii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29718, growth form = tree"
"20672","Hydnocarpus kurzii","leaf area","9050","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29718, growth form = tree"
"20673","Hydnocarpus kurzii","plant height","20.49390153","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29718, growth form = tree"
"20674","Hydnocarpus kurzii","diaspore mass","898.9073","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29718, growth form = tree"
"20675","Hydnocarpus kurzii","ssd observed","0.59","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29718, growth form = tree"
"20676","Hydnocarpus kurzii","ssd combined","0.59","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29718, growth form = tree"
"20677","Hydnocarpus macrocarpa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29720, growth form = tree"
"20678","Hydnocarpus macrocarpa","ssd observed","0.55","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29720, growth form = tree"
"20679","Hydnocarpus macrocarpa","ssd combined","0.55","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29720, growth form = tree"
"20680","Hydnocarpus pentagynus","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 63133, growth form = tree"
"20681","Hydnocarpus pentagynus","leaf area","5607.56","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 63133, growth form = tree"
"20682","Hydnocarpus pentagynus","nmass","16.03","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 63133, growth form = tree"
"20683","Hydnocarpus pentagynus","lma","91.32420091","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 63133, growth form = tree"
"20684","Hydnocarpus polypetalus","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29721, growth form = tree"
"20685","Hydnocarpus polypetalus","leaf area","3019","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29721, growth form = tree"
"20686","Hydnocarpus polypetalus","plant height","21","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29721, growth form = tree"
"20687","Hydnocarpus polypetalus","ssd observed","0.55","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29721, growth form = tree"
"20688","Hydnocarpus polypetalus","ssd combined","0.55","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29721, growth form = tree"
"20689","Hydnocarpus setumpul","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29722, growth form = tree"
"20690","Hydnocarpus setumpul","ssd observed","0.66","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29722, growth form = tree"
"20691","Hydnocarpus setumpul","ssd combined","0.66","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29722, growth form = tree"
"20692","Hydnocarpus stigmatophorus","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29723, growth form = tree"
"20693","Hydnocarpus stigmatophorus","ssd observed","0.6","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29723, growth form = tree"
"20694","Hydnocarpus stigmatophorus","ssd combined","0.6","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29723, growth form = tree"
"20695","Hydnocarpus wightianus","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29724, growth form = tree"
"20696","Hydnocarpus wightianus","diaspore mass","769.9","mg","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29724, growth form = tree"
"20697","Hydnocarpus wightianus","ssd observed","0.46","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29724, growth form = tree"
"20698","Hydnocarpus wightianus","ssd combined","0.46","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29724, growth form = tree"
"20699","Hydnocarpus woodii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = NA, growth form = tree"
"20700","Hydnocarpus woodii","leaf area","3819.76","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = NA, growth form = tree"
"20701","Hydnocarpus woodii","nmass","13.15","mg g-1","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = NA, growth form = tree"
"20702","Hydnocarpus woodii","lma","128.8659794","g m-2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = NA, growth form = tree"
"20703","Hydnocarpus woodii","ssd observed","0.64","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = NA, growth form = tree"
"20704","Hydnocarpus woodii","ssd combined","0.64","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = NA, growth form = tree"
"20705","Hydriastele sp","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 58534, growth form = tree"
"20706","Hydriastele sp","leaf area","9050","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 58534, growth form = tree"
"20707","Hydriastele sp","plant height","8","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 58534, growth form = tree"
"20708","Hydrochorea corymbosa","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29747, growth form = tree"
"20709","Hydrochorea corymbosa","leaf area","4797.47","mm2","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29747, growth form = tree"
"20710","Hydrochorea corymbosa","plant height","20","m","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29747, growth form = tree"
"20711","Hydrochorea corymbosa","ssd observed","0.46323647","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29747, growth form = tree"
"20712","Hydrochorea corymbosa","ssd combined","0.46323647","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29747, growth form = tree"
"20713","Hydrochorea gonggrijpii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29748, growth form = tree"
"20714","Hydrochorea gonggrijpii","ssd observed","0.58","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29748, growth form = tree"
"20715","Hydrochorea gonggrijpii","ssd combined","0.58","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29748, growth form = tree"
"20716","Hydrogaster trinervis","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29768, growth form = tree"
"20717","Hydrogaster trinervis","ssd observed","0.63","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29768, growth form = tree"
"20718","Hydrogaster trinervis","ssd combined","0.63","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29768, growth form = tree"
"20719","Hylandia dockrillii","leaf type","broadleaved",NA,"TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29791, growth form = tree"
"20720","Hylandia dockrillii","ssd observed","0.48","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29791, growth form = tree"
"20721","Hylandia dockrillii","ssd combined","0.48","mg mm-3","TRY mean values","Diaz et al. (2022)","try_30_acc_spp_id = 29791, growth form = tree"
