"","spp_name","trait_name","value","unit","kind","source","comment"
"166","Litsea martabanica","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"167","Litsea mollis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"168","Litsea monopetala","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"169","Litsea panamanja","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"170","Litsea pungens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"171","Litsea rotundifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"172","Litsea salicifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"173","Litsea szemaois","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"174","Litsea veitchiana","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"175","Litsea verticillata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"176","Machilus breviflora","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"177","Machilus chinensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"178","Machilus gamblei","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"179","Machilus grijsii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"180","Machilus ichangensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"181","Machilus kwangtungensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"182","Machilus leptophylla","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"183","Machilus lichuanensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"184","Machilus litseifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"185","Machilus melanophylla","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"186","Machilus oreophila","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"187","Machilus pauhoi","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"188","Machilus phoenicis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"189","Machilus robusta","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"190","Machilus rufipes","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"191","Machilus salicina","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"192","Machilus tenuipilis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"193","Machilus thunbergii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"194","Machilus velutina","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"195","Machilus yunnanensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"196","Mezilaurus crassiramea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"197","Mezilaurus lindaviana","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"198","Mezilaurus synandra","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"199","Mezilaurus vanderwerffii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"200","Nectandra amazonum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"201","Nectandra angustifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"202","Nectandra cissiflora","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"203","Nectandra cuspidata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"204","Nectandra gardneri","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"205","Nectandra globosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"206","Nectandra grandiflora","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"207","Nectandra hihua","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"208","Nectandra lanceolata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"209","Nectandra matogrossensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"210","Nectandra membranacea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"211","Nectandra nitidula","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"212","Nectandra oppositifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"213","Nectandra psammophila","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"214","Nectandra puberula","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"215","Nectandra reticulata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"216","Nectandra turbacensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"217","Nectandra venulosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"218","Nectandra warmingii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"219","Neocinnamomum caudatum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"220","Neolitsea aurata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"221","Neolitsea chui","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"222","Neolitsea confertifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"223","Neolitsea dealbata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"224","Neolitsea levinei","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"225","Neolitsea pallens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"226","Neolitsea phanerophlebia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"227","Neolitsea polycarpa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"228","Neolitsea pulchella","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"229","Ocotea aciphylla","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"230","Ocotea acutifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"231","Ocotea adamantina","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"232","Ocotea austinii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"233","Ocotea bernoulliana","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"234","Ocotea canaliculata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"235","Ocotea leptobotra","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"236","Ocotea colophanthera","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"237","Ocotea corymbosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"238","Ocotea cujumary","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"239","Ocotea debilis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"240","Mespilodaphne macrophylla","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"241","Ocotea densiflora","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"242","Ocotea diospyrifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"243","Ocotea endresiana","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"244","Ocotea fasciculata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"245","Ocotea floribunda","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"246","Ocotea frondosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"247","Ocotea glaucosericea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
