"","spp_name","trait_name","value","unit","kind","source","comment"
"18313","Condea scoparioides","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18314","Hyptis sericea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18315","Hyptis sinuata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18316","Hyptis suaveolens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"18317","Hyptis subviolacea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18318","Hyptis tetragona","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18319","Hyptis tricephala","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18320","Hyptis turnerifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18321","Hyptis uliginosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18322","Hyptis velutina","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18323","Hyptis villosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18324","Hyptis viminea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18325","Hyptis xanthiocephala","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18326","Hyssopus officinalis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"18327","Isodon henryi","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18328","Isodon japonicus","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18329","Isodon parvifolius","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18330","Isodon rubescens","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18331","Isodon weisiensis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18332","Lagopsis supina","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18333","Lamium album","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"18334","Lamium amplexicaule","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"18335","Lamium bifidum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18336","Lamium flexuosum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18337","Lamium galeobdolon","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Sheffield-Iran-Spain Database",NA
"18338","Lamium garganicum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18339","Lamium maculatum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"18340","Lamium moschatum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18341","Lamium orvala","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18342","Lamium purpureum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18343","Lamium tomentosum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18344","Lavandula angustifolia","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | BASECO: a floristic and ecological database of Mediterranean French flora",NA
"18345","Lavandula buchii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18346","Lavandula canariensis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18347","Lavandula dentata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18348","Lavandula lanata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18349","Lavandula latifolia","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | BASECO: a floristic and ecological database of Mediterranean French flora",NA
"18350","Lavandula minutolii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18351","Lavandula multifida","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18352","Lavandula pedunculata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18353","Lavandula pinnata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18354","Lavandula stoechas","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | BASECO: a floristic and ecological database of Mediterranean French flora",NA
"18355","Lavandula viridis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18356","Leonurus cardiaca","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"18357","Leonurus glaucescens","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18358","Leonurus japonicus","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18359","Leonurus quinquelobatus","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18360","Lepechinia caulescens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"18361","Lycopus australis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18362","Lycopus europaeus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"18363","Lycopus exaltatus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18364","Marrubium alysson","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18365","Marrubium anisodon","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18366","Marrubium cylleneum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18367","Marrubium friwaldskyanum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18368","Marrubium incanum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"18369","Marrubium peregrinum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"18370","Marrubium pestalozzae","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18371","Marrubium supinum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18372","Marrubium thessalum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18373","Marrubium velutinum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18374","Marrubium vulgare","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"18375","Marsypianthes burchellii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18376","Marsypianthes chamaedrys","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18377","Marsypianthes foliolosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18378","Marsypianthes montana","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18379","Melissa officinalis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"18380","Melittis melissophyllum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BASECO: a floristic and ecological database of Mediterranean French flora",NA
"18381","Mentha aquatica","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"18382","Mentha arvensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"18383","Mentha atrolilacina","seed dispersal category","Hydrochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18384","Mentha australis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18385","Mentha canadensis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18386","Mentha cervina","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18387","Mentha diemenica","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18388","Mentha laxiflora","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18389","Mentha longifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"18390","Mentha pulegium","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"18391","Mentha requienii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18392","Mentha saturejoides","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18393","Mentha spicata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"18394","Mentha suaveolens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BASECO: a floristic and ecological database of Mediterranean French flora",NA
"18395","Microcorys macredieana","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18396","Micromeria benthamii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18397","Micromeria cremnophila","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18398","Micromeria cristata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18399","Micromeria croatica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18400","Micromeria filiformis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18401","Micromeria fontanesii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18402","Micromeria graeca","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18403","Micromeria helianthemifolia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18404","Micromeria herpyllomorpha","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18405","Micromeria hispida","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18406","Micromeria hyssopifolia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18407","Micromeria imbricata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18408","Micromeria inodora","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18409","Micromeria juliana","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18410","Micromeria lachnophylla","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18411","Micromeria lanata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18412","Micromeria lasiophylla","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18413","Micromeria lepida","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18414","Micromeria marginata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18415","Micromeria microphylla","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18416","Micromeria myrtifolia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18417","Micromeria nervosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18418","Micromeria pineolens","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18419","Micromeria rivas-martinezii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18420","Micromeria sphaciotica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18421","Micromeria teneriffae","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18422","Micromeria tenuis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18423","Micromeria varia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18424","Moluccella spinosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18425","Monarda bradburiana","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Ozark glade grassland plants",NA
"18426","Monarda fistulosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Ozark glade grassland plants",NA
"18427","Nepeta apuleji","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18428","Nepeta argolica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18429","Nepeta betonicifolia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18430","Nepeta camphorata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18431","Nepeta cataria","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"18432","Nepeta cilicia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18433","Nepeta congesta","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18434","Nepeta cyanea","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18435","Nepeta czegemensis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18436","Nepeta densiflora","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18437","Nepeta granatensis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18438","Nepeta grandiflora","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18439","Nepeta heliotropifolia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18440","Nepeta hispanica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18441","Nepeta isaurica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18442","Nepeta italica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18443","Nepeta latifolia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18444","Nepeta melissifolia","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18445","Nepeta multifida","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18446","Nepeta nepetella","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18447","Nepeta nuda","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"18448","Nepeta parnassica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18449","Nepeta phyllochlamys","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18450","Nepeta prattii","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"18451","Nepeta racemosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"18452","Nepeta rtanjensis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18453","Nepeta scordotis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18454","Nepeta sphaciotica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18455","Nepeta spruneri","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18456","Nepeta supina","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18457","Nepeta teydea","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18458","Nepeta tuberosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18459","Nepeta ucranica","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"18460","Newcastelia bracteosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18461","Newcastelia cephalantha","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18462","Newcastelia cladotricha","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18463","Newcastelia hexarrhena","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18464","Newcastelia spodiotricha","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18465","Ocimum americanum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18466","Ocimum basilicum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18467","Ocimum campechianum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18468","Ocimum gratissimum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18469","Ocimum nudicaule","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18470","Ocimum ovatum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18471","Ocimum transamazonicum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"18472","Teucrium betchei","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"18473","Origanum bilgeri","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18474","Origanum compactum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18475","Origanum dictamnus","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18476","Origanum laevigatum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18477","Origanum leptocladum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18478","Origanum majorana","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18479","Origanum microphyllum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18480","Origanum minutiflorum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18481","Origanum onites","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18482","Origanum rotundifolium","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18483","Origanum saccatum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18484","Origanum scabrum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18485","Origanum sipyleum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18486","Origanum syriacum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18487","Origanum vulgare","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"18488","Phlomis amanica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18489","Phlomis armeniaca","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18490","Phlomis bourgaei","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18491","Phlomis capitata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18492","Phlomis carica","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18493","Phlomis chimerae","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"18494","Phlomis cretica","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
