"","spp_name","trait_name","value","unit_name","source","id_dfdo","comment","kind"
"12929","Morella cerifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.746031746,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053514","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12930","Morella cerifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.769559033,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053516","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12931","Morella cerifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.242774566,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053517","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12932","Morella cerifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.366412214,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053518","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12933","Morella cerifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.012987013,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053519","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12934","Morella cerifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.121827411,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053520","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12935","Morella cerifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.652173913,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053521","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12936","Morella cerifera","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.471698113,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053522","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12937","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.126655009,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053529","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12938","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.354160668,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053530","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12939","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.207986689,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053531","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12940","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.8415346122,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053532","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12941","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.0015812062,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053533","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12942","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.8447259227,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053534","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12943","Prunus serotina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.354148845,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053535","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12944","Prunus serotina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.163306452,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053536","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12945","Prunus serotina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.517667845,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053537","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12946","Prunus serotina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.398034398,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053538","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12947","Prunus serotina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.510869565,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053539","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12948","Prunus serotina","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.096484056,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053540","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12949","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.349458102,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053541","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12950","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.544277214,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053542","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12951","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.971787525,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053543","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12952","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.823355338,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053544","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12953","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.884627884,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053545","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12954","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.472938144,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053546","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12955","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.069105691,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053547","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12956","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.13592233,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053548","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12957","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.540540541,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053549","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12958","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.124237805,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053550","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12959","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.477707006,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053551","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12960","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.630290668,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053552","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12961","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.033105434,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053553","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12962","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.958078191,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053554","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12963","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.871105681,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053555","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12964","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.794055202,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053556","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12965","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.784542086,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053557","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12966","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.75862069,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053558","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12967","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.413849959,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053559","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12968","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.242647059,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053560","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12969","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.997762864,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053561","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12970","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.499713138,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053562","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12971","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.644194757,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053563","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12972","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.080610022,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053564","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12973","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.690241719,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053565","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12974","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.408839779,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053566","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12975","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.275862069,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053567","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12976","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.069991955,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053568","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12977","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.852733358,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053569","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12978","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.340013822,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053570","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12979","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.860771402,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053571","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12980","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.778032037,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053572","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12981","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.98630137,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053573","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12982","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.533616419,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053574","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12983","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.803030303,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053575","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12984","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.197258187,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053576","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12985","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.603174603,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053577","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12986","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.026022305,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053578","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12987","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.293714286,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053579","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12988","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.01865039,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053580","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12989","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.491419657,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053581","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12990","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.378151261,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053582","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12991","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.631067961,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053583","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12992","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.204193881,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053584","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12993","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.416017798,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053585","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12994","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.001144601,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053586","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12995","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.184636119,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053587","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12996","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.221628045,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053588","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12997","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.461333333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053589","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12998","Sassafras albidum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.292929293,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053590","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"12999","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.352564103,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053591","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13000","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.401315789,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053592","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13001","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.293838863,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053593","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13002","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.868787276,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053594","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13003","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.090909091,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053595","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13004","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.105263158,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053596","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13005","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.992031873,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053597","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13006","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.877697842,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053598","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13007","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.227722772,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053599","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13008","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.956521739,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053600","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13009","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.118421053,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053601","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13010","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.498084291,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053602","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13011","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.166666667,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053603","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13012","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.7815912637,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053604","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13013","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.8230088496,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053605","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13014","Viburnum rufidulum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.932249322,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053631","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13015","Viburnum rufidulum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.63327674,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053632","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13016","Viburnum rufidulum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.35282838,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053633","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13017","Viburnum rufidulum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.917274939,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053634","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13018","Viburnum rufidulum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.597484277,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053635","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13019","Asimina parviflora","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.008944544,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053649","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13020","Asimina parviflora","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.191290824,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053650","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13021","Asimina parviflora","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.025661588,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053651","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13022","Asimina parviflora","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.993055556,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053652","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
