"","spp_name","trait_name","value","unit_name","source","id_dfdo","comment","kind"
"13023","Asimina parviflora","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.480862909,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053653","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13024","Asimina parviflora","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.506608495,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053654","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13025","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.9942802669,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053655","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13026","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.9070400622,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053656","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13027","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.301876955,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053657","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13028","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.580190634,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053658","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13029","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.2443095599,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053659","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13030","Persea borbonia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.382501145,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053660","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13031","Quercus falcata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.026073907,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053667","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13032","Quercus falcata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.85103959,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053668","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13033","Quercus falcata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.429951691,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053669","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13034","Quercus falcata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.704188252,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053670","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13035","Quercus falcata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.024085435,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053671","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13036","Quercus nigra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.988842399,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053672","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13037","Quercus nigra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.490530303,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053673","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13038","Quercus nigra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.803206191,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053674","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13039","Quercus nigra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.586614173,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053675","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13040","Quercus nigra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.046478539,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053676","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13041","Quercus nigra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.118397086,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053677","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13042","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.135847899,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053678","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13043","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.431018078,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053679","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13044","Rhus copallinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.213973799,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053680","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13045","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.463840399,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053682","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13046","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.694267516,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053683","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13047","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.256410256,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053684","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13048","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.422459893,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053685","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13049","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",21.904761905,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053686","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13050","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.763975155,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053687","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13051","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.328671329,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053688","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13052","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.196969697,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053689","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13053","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.119363395,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053690","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13054","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.081967213,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053691","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13055","Vaccinium arboreum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.310734463,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053692","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13056","Viburnum rufidulum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.974160207,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053693","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13057","Viburnum rufidulum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.57730812,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053694","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13058","Viburnum rufidulum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.159021407,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053695","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13059","Viburnum rufidulum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.105855856,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053696","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13060","Carpinus caroliniana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",27.455357143,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053697","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13061","Carpinus caroliniana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",26.534653465,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053698","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13062","Carpinus caroliniana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",28.308823529,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053699","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13063","Carpinus caroliniana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",30.389221557,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053700","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13064","Carpinus caroliniana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",31.069518717,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053701","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13065","Carpinus caroliniana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",28.973913043,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053702","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13066","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.997416021,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053703","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13067","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.755474453,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053704","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13068","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",27.197392924,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053705","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13069","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.907894737,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053706","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13070","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.194627917,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053707","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13071","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.005995582,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053708","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13072","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.121656284,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053709","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13073","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.469377756,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053710","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13074","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",21.647727273,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053711","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13075","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",26.165768194,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053712","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13076","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",26.009058883,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053713","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"13077","Cornus florida","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.673926195,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3053714","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
