Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta_log_lambda[1]	delta_log_lambda[2]	delta_log_lambda[3]	delta_log_lambda[4]	delta_log_lambda[5]	delta_log_lambda[6]	delta_log_lambda[7]	delta_log_lambda[8]	delta_log_lambda[9]	delta_log_mu[1]	delta_log_mu[2]	delta_log_mu[3]	delta_log_mu[4]	delta_log_mu[5]	delta_log_mu[6]	delta_log_mu[7]	delta_log_mu[8]	delta_log_mu[9]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda_global_scale	log_lambda_at_present	log_mu_at_present	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu_global_scale	sigma_lambda[1]	sigma_lambda[2]	sigma_lambda[3]	sigma_lambda[4]	sigma_lambda[5]	sigma_lambda[6]	sigma_lambda[7]	sigma_lambda[8]	sigma_lambda[9]	sigma_mu[1]	sigma_mu[2]	sigma_mu[3]	sigma_mu[4]	sigma_mu[5]	sigma_mu[6]	sigma_mu[7]	sigma_mu[8]	sigma_mu[9]
8330	0	-1573.945	-1625.102	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0007767385	0.001110184	-0.002587288	0.0007585152	0.0008774975	0.002968987	-0.0004095664	-0.002971055	0.001839677	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.02744867	0.972925	0.973681	0.974762	0.972243	0.972981	0.973835	0.976731	0.976331	0.973435	0.975227	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.04672601	0.02997937	0.07552294	0.03556038	0.02375092	0.09215622	0.08769808	0.09301229	0.08914457
8331	1	-1557.845	-1625.286	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.002730804	0.003280164	0.0002168915	-0.0008688534	0.0004103444	0.008510991	-0.0005000996	-0.004201191	0.000952174	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.04023458	0.960564	0.957945	0.961092	0.9613	0.960466	0.96086	0.969072	0.968588	0.964527	0.965446	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.04672601	0.07552294	0.02997937	0.02375092	0.03556038	0.08769808	0.09215622	0.08914457	0.09301229
8332	0	-1574.598	-1625.755	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.002587288	0.0007767385	0.0008774975	0.001110184	-0.0004095664	0.0007585152	0.001839677	0.002968987	-0.002971055	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.04746778	0.953641	0.951177	0.951916	0.952752	0.95381	0.95342	0.954143	0.9559	0.958742	0.955898	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.04672601	0.02375092	0.02997937	0.08769808	0.03556038	0.08914457	0.09215622	0.09301229
8333	1	-1558.088	-1625.529	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.003280164	-0.002730804	-0.0008688534	0.0002168915	0.008510991	0.0004103444	-0.004201191	-0.0005000996	0.000952174	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.04445729	0.956516	0.959659	0.957042	0.956211	0.956418	0.964593	0.964989	0.960943	0.960463	0.961378	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.04672601	0.02375092	0.02997937	0.08769808	0.03556038	0.08914457	0.09215622	0.09301229
8334	0	-1574.682	-1625.839	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0007767385	0.001110184	-0.002587288	0.0007585152	0.0008774975	0.002968987	-0.0004095664	-0.002971055	0.001839677	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.04846413	0.952692	0.953432	0.954491	0.952025	0.952747	0.953583	0.956419	0.956027	0.953191	0.954946	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.04672601	0.02997937	0.07552294	0.03556038	0.02375092	0.09215622	0.08769808	0.09301229	0.08914457
8335	1	-1557.789	-1625.231	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.0004103444	0.0002168915	-0.0005000996	-0.002730804	0.000952174	0.003280164	-0.004201191	-0.0008688534	0.008510991	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03897806	0.961772	0.962167	0.962375	0.961894	0.959271	0.960185	0.963339	0.959301	0.958468	0.96666	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.03556038	0.02997937	0.09215622	0.04672601	0.09301229	0.07552294	0.08914457	0.02375092	0.08769808
8336	0	-1574	-1625.158	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0007585152	0.002968987	0.001110184	-0.002971055	0.0007767385	0.001839677	-0.002587288	-0.0004095664	0.0008774975	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.02528974	0.975027	0.975767	0.978669	0.979756	0.976849	0.977608	0.979408	0.976878	0.976478	0.977335	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.03556038	0.09215622	0.02997937	0.09301229	0.04672601	0.08914457	0.07552294	0.08769808	0.02375092
8337	1	-1557.639	-1625.08	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.000952174	-0.0005000996	-0.004201191	0.0004103444	0.008510991	0.0002168915	-0.0008688534	-0.002730804	0.003280164	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03332277	0.967226	0.968148	0.967664	0.963607	0.964002	0.972242	0.972453	0.971608	0.968959	0.972142	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09301229	0.09215622	0.08914457	0.03556038	0.08769808	0.02997937	0.02375092	0.04672601	0.07552294
8338	0	-1576.505	-1627.662	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0008774975	-0.0004095664	-0.002587288	0.001839677	0.0007767385	-0.002971055	0.001110184	0.002968987	0.0007585152	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.0009015816	0.999099	0.999976	0.999566	0.996984	0.998819	0.999596	0.99663	0.997737	1.0007	1.00146	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02375092	0.08769808	0.07552294	0.08914457	0.04672601	0.09301229	0.02997937	0.09215622	0.03556038
8339	1	-1557.71	-1625.152	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.004201191	0.008510991	0.000952174	-0.0008688534	-0.0005000996	0.003280164	0.0004103444	-0.002730804	0.0002168915	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03675407	0.963913	0.959872	0.968076	0.968999	0.968157	0.967673	0.970852	0.971251	0.968602	0.968812	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08914457	0.08769808	0.09301229	0.02375092	0.09215622	0.07552294	0.03556038	0.04672601	0.02997937
8340	0	-1575.933	-1627.09	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0007767385	-0.002587288	0.001110184	0.0008774975	0.0007585152	-0.0004095664	0.002968987	0.001839677	-0.002971055	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.004348403	0.995661	0.996435	0.99386	0.994964	0.995837	0.996593	0.996185	0.999147	1.00099	0.998017	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.04672601	0.07552294	0.02997937	0.02375092	0.03556038	0.08769808	0.09215622	0.08914457	0.09301229
8341	1	-1557.749	-1625.19	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.0008688534	0.008510991	0.003280164	-0.004201191	-0.002730804	0.000952174	0.0002168915	-0.0005000996	0.0004103444	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03792451	0.962786	0.961949	0.970172	0.973359	0.969278	0.966635	0.967556	0.967766	0.967282	0.967679	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02375092	0.08769808	0.07552294	0.08914457	0.04672601	0.09301229	0.02997937	0.09215622	0.03556038
8342	0	-1574.11	-1625.268	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.002968987	-0.002971055	0.0007585152	0.001839677	0.001110184	-0.0004095664	0.0007767385	0.0008774975	-0.002587288	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.02249676	0.977754	0.980662	0.977752	0.978494	0.980296	0.981385	0.980983	0.981745	0.982607	0.980068	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09215622	0.09301229	0.03556038	0.08914457	0.02997937	0.08769808	0.04672601	0.02375092	0.07552294
8343	1	-1557.866	-1625.307	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.0008688534	0.003280164	0.008510991	-0.002730804	-0.004201191	0.0002168915	0.000952174	0.0004103444	-0.0005000996	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.02169491	0.978539	0.977689	0.980901	0.989285	0.986587	0.982451	0.982664	0.9836	0.984004	0.983512	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02375092	0.07552294	0.08769808	0.04672601	0.08914457	0.02997937	0.09301229	0.03556038	0.09215622
8344	0	-1575.255	-1626.413	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0007585152	0.002968987	0.001110184	-0.002971055	0.0007767385	0.001839677	-0.002587288	-0.0004095664	0.0008774975	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.009173587	0.990868	0.99162	0.994569	0.995673	0.99272	0.993491	0.99532	0.992749	0.992342	0.993213	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.03556038	0.09215622	0.02997937	0.09301229	0.04672601	0.08914457	0.07552294	0.08769808	0.02375092
8345	1	-1557.706	-1625.147	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.008510991	-0.0008688534	-0.004201191	0.003280164	0.000952174	-0.002730804	-0.0005000996	0.0002168915	0.0004103444	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03659704	0.964065	0.972305	0.97146	0.967388	0.970566	0.971491	0.968841	0.968357	0.968567	0.968964	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08769808	0.02375092	0.08914457	0.07552294	0.09301229	0.04672601	0.09215622	0.02997937	0.03556038
8346	0	-1574.049	-1625.206	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.002587288	0.0007767385	0.0008774975	0.001110184	-0.0004095664	0.0007585152	0.001839677	0.002968987	-0.002971055	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03836639	0.96236	0.959874	0.960619	0.961463	0.962531	0.962137	0.962867	0.96464	0.967508	0.964638	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.07552294	0.04672601	0.02375092	0.02997937	0.08769808	0.03556038	0.08914457	0.09215622	0.09301229
8347	1	-1557.65	-1625.092	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.002730804	0.0002168915	0.003280164	0.0004103444	-0.0008688534	-0.0005000996	0.008510991	0.000952174	-0.004201191	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.0341245	0.966451	0.963816	0.964025	0.967192	0.967589	0.966749	0.966265	0.974524	0.975453	0.971363	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.04672601	0.02997937	0.07552294	0.03556038	0.02375092	0.09215622	0.08769808	0.09301229	0.08914457
8348	0	-1574.613	-1625.771	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.002968987	-0.002971055	0.0007585152	0.001839677	0.001110184	-0.0004095664	0.0007767385	0.0008774975	-0.002587288	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.04765339	0.953464	0.956299	0.953462	0.954186	0.955943	0.957005	0.956613	0.957356	0.958196	0.955721	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09215622	0.09301229	0.03556038	0.08914457	0.02997937	0.08769808	0.04672601	0.02375092	0.07552294
8349	1	-1558.54	-1625.981	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.0004103444	0.0002168915	-0.0005000996	-0.002730804	0.000952174	0.003280164	-0.004201191	-0.0008688534	0.008510991	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.05003241	0.951199	0.951589	0.951795	0.95132	0.948725	0.949629	0.952749	0.948755	0.947931	0.956033	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.03556038	0.02997937	0.09215622	0.04672601	0.09301229	0.07552294	0.08914457	0.02375092	0.08769808
8350	0	-1573.97	-1625.128	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0007585152	0.002968987	0.001110184	-0.002971055	0.0007767385	0.001839677	-0.002587288	-0.0004095664	0.0008774975	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.02633772	0.974006	0.974745	0.977643	0.978729	0.975826	0.976584	0.978382	0.975854	0.975455	0.976311	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.03556038	0.09215622	0.02997937	0.09301229	0.04672601	0.08914457	0.07552294	0.08769808	0.02375092
8351	1	-1557.626	-1625.067	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.0002168915	-0.002730804	0.0004103444	0.003280164	-0.0005000996	-0.0008688534	0.000952174	0.008510991	-0.004201191	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03099575	0.96948	0.96969	0.967046	0.967442	0.970621	0.970136	0.969293	0.970217	0.978509	0.974407	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02997937	0.04672601	0.03556038	0.07552294	0.09215622	0.02375092	0.09301229	0.08769808	0.08914457
8352	0	-1574.851	-1626.009	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	-0.0004095664	0.0008774975	0.001839677	-0.002587288	-0.002971055	0.0007767385	0.002968987	0.001110184	0.0007585152	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.01268501	0.987395	0.986991	0.987857	0.989676	0.987119	0.984191	0.984955	0.987884	0.988981	0.989732	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08769808	0.02375092	0.08914457	0.07552294	0.09301229	0.04672601	0.09215622	0.02997937	0.03556038
8353	1	-1557.695	-1625.136	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.002730804	0.003280164	0.0002168915	-0.0008688534	0.0004103444	0.008510991	-0.0005000996	-0.004201191	0.000952174	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.02600903	0.974326	0.971669	0.974862	0.975073	0.974226	0.974626	0.982957	0.982465	0.978346	0.979278	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.04672601	0.07552294	0.02997937	0.02375092	0.03556038	0.08769808	0.09215622	0.08914457	0.09301229
8354	0	-1573.915	-1625.073	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.001110184	0.0007767385	0.0007585152	-0.002587288	0.002968987	0.0008774975	-0.002971055	-0.0004095664	0.001839677	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.032563	0.967961	0.969037	0.96979	0.970526	0.968018	0.970896	0.971748	0.968866	0.968469	0.970252	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02997937	0.04672601	0.03556038	0.07552294	0.09215622	0.02375092	0.09301229	0.08769808	0.08914457
8355	1	-1557.646	-1625.088	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.0002168915	0.0004103444	-0.002730804	-0.0005000996	0.003280164	0.000952174	-0.0008688534	-0.004201191	0.008510991	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.02830832	0.972089	0.972299	0.972699	0.970046	0.969561	0.972746	0.973673	0.972827	0.968749	0.977029	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02997937	0.03556038	0.04672601	0.09215622	0.07552294	0.09301229	0.02375092	0.08914457	0.08769808
8356	0	-1575.583	-1626.741	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.001110184	0.0007767385	0.0007585152	-0.002587288	0.002968987	0.0008774975	-0.002971055	-0.0004095664	0.001839677	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.006709196	0.993313	0.994417	0.995189	0.995944	0.993371	0.996325	0.997199	0.994241	0.993834	0.995664	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.02997937	0.04672601	0.03556038	0.07552294	0.09215622	0.02375092	0.09301229	0.08769808	0.08914457
8357	1	-1557.741	-1625.182	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.008510991	-0.004201191	-0.0008688534	0.000952174	0.003280164	-0.0005000996	-0.002730804	0.0004103444	0.0002168915	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.03769133	0.96301	0.971241	0.967169	0.96633	0.96725	0.970428	0.969943	0.967298	0.967695	0.967905	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.08769808	0.08914457	0.02375092	0.09301229	0.07552294	0.09215622	0.04672601	0.03556038	0.02997937
8358	0	-1574.25	-1625.408	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0007767385	-0.002587288	0.001110184	0.0008774975	0.0007585152	-0.0004095664	0.002968987	0.001839677	-0.002971055	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.019924	0.980273	0.981035	0.9785	0.979587	0.980447	0.981191	0.980789	0.983705	0.985517	0.982593	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.04672601	0.07552294	0.02997937	0.02375092	0.03556038	0.08769808	0.09215622	0.08914457	0.09301229
8359	1	-1558.307	-1625.748	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	0.0004103444	0.0002168915	-0.0005000996	-0.002730804	0.000952174	0.003280164	-0.004201191	-0.0008688534	0.008510991	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.0153924	0.984725	0.98513	0.985343	0.984851	0.982165	0.983101	0.986331	0.982195	0.981342	0.98973	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.03556038	0.02997937	0.09215622	0.04672601	0.09301229	0.07552294	0.08914457	0.02375092	0.08769808
8360	0	-1573.93	-1625.087	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.002968987	-0.002971055	0.0007585152	0.001839677	0.001110184	-0.0004095664	0.0007767385	0.0008774975	-0.002587288	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03384037	0.966726	0.9696	0.966724	0.967457	0.969239	0.970315	0.969918	0.970672	0.971524	0.969014	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09215622	0.09301229	0.03556038	0.08914457	0.02997937	0.08769808	0.04672601	0.02375092	0.07552294
8361	1	-1559.661	-1627.102	67.44141	-0.004795011	-0.002013735	0.001712008	0.001220361	0.001791829	0.0009400296	0.0002913102	-0.002956657	0.002413219	-0.0005000996	0.000952174	0.0004103444	-0.004201191	0.0002168915	0.008510991	-0.002730804	-0.0008688534	0.003280164	1	0.995216	0.993214	0.994916	0.996131	0.997918	0.998856	0.999147	0.996197	0.998604	0.5460528	0	-0.05972737	0.942021	0.94155	0.942447	0.942834	0.938881	0.939085	0.947112	0.944529	0.943709	0.946809	0.9191218	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.09215622	0.09301229	0.03556038	0.08914457	0.02997937	0.08769808	0.04672601	0.02375092	0.07552294
8362	0	-1573.931	-1625.089	51.15772	-0.003375712	0.006796717	0.002779811	-0.005413642	-0.0360585	0.01129893	-0.002915134	-0.01737193	0.0370792	0.0007585152	0.002968987	0.001110184	-0.002971055	0.0007767385	0.001839677	-0.002587288	-0.0004095664	0.0008774975	1	0.99663	1.00343	1.00622	1.00079	0.965343	0.976313	0.973471	0.956706	0.992845	4.043887	0	-0.03394121	0.966628	0.967362	0.970238	0.971316	0.968434	0.969187	0.970971	0.968463	0.968066	0.968916	0.6794359	0.0864913	0.07448391	0.05883076	0.08175471	0.09763802	0.08315141	0.02604246	0.09703096	0.08269781	0.03556038	0.09215622	0.02997937	0.09301229	0.04672601	0.08914457	0.07552294	0.08769808	0.02375092
