Iteration	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
30390	-1557.664	-1625.105	67.44141	0.965727	0.965245	0.966164	0.966561	0.962508	0.962717	0.970946	0.968298	0.967457	0.970636
30400	-1558.691	-1626.133	67.44141	0.988527	0.989469	0.985321	0.984828	0.993246	0.993654	0.992791	0.993006	0.996269	0.993552
30410	-1558.178	-1625.62	67.44141	0.955296	0.958435	0.955821	0.954991	0.955198	0.963363	0.963758	0.959717	0.959238	0.960151
30420	-1558.859	-1626.3	67.44141	0.948206	0.947732	0.948121	0.949024	0.94923	0.945251	0.942673	0.95073	0.953854	0.953025
30430	-1557.651	-1625.093	67.44141	0.972409	0.972808	0.972322	0.972532	0.973459	0.970804	0.966734	0.96991	0.978201	0.977351
30440	-1557.673	-1625.114	67.44141	0.965315	0.966234	0.965751	0.961702	0.962097	0.97032	0.970531	0.969688	0.967044	0.970221
30450	-1557.707	-1625.149	67.44141	0.974746	0.977948	0.975281	0.974434	0.974646	0.982976	0.98338	0.979257	0.978767	0.9797
30460	-1557.74	-1625.181	67.44141	0.963036	0.96041	0.963565	0.963774	0.962937	0.963333	0.971567	0.971081	0.96701	0.967931
30470	-1557.655	-1625.096	67.44141	0.972612	0.969959	0.97017	0.973357	0.973757	0.972911	0.972425	0.980736	0.981671	0.977555
30480	-1557.856	-1625.298	67.44141	0.978357	0.975689	0.975901	0.979107	0.979509	0.978658	0.978169	0.98653	0.98747	0.98333
30490	-1557.938	-1625.379	67.44141	0.958832	0.954813	0.955722	0.963891	0.963409	0.962572	0.962967	0.966131	0.966341	0.963706
30500	-1557.773	-1625.214	67.44141	0.962161	0.96237	0.959745	0.960139	0.963294	0.962812	0.961976	0.962892	0.971122	0.967051
30510	-1557.695	-1625.137	67.44141	0.964434	0.961804	0.962013	0.965173	0.965569	0.964731	0.964249	0.97249	0.973417	0.969336
30520	-1557.861	-1625.303	67.44141	0.978452	0.97435	0.982678	0.983614	0.98276	0.982269	0.985496	0.985901	0.983212	0.983425
30530	-1557.655	-1625.096	67.44141	0.972609	0.975805	0.974957	0.972298	0.980609	0.980822	0.97671	0.97711	0.978041	0.977552
30540	-1558.616	-1626.058	67.44141	0.987847	0.996291	0.995426	0.991252	0.994509	0.995457	0.992742	0.992246	0.992461	0.992868
30550	-1558.456	-1625.898	67.44141	0.986306	0.98671	0.986924	0.986431	0.983741	0.984678	0.987913	0.983772	0.982917	0.991319
30560	-1557.699	-1625.14	67.44141	0.964309	0.961679	0.961888	0.965048	0.965444	0.964606	0.964123	0.972364	0.97329	0.96921
30570	-1559.301	-1626.742	67.44141	0.944621	0.945521	0.945048	0.941086	0.941472	0.949519	0.949725	0.9489	0.946313	0.949422
30580	-1558.284	-1625.725	67.44141	0.984467	0.984871	0.985084	0.984592	0.981907	0.982842	0.986071	0.981937	0.981084	0.98947
30590	-1561.1	-1628.542	67.44141	0.933344	0.934233	0.933766	0.929851	0.930233	0.938184	0.938388	0.937573	0.935016	0.938088
30600	-1557.751	-1625.193	67.44141	0.976017	0.976229	0.976629	0.973966	0.973479	0.976678	0.977608	0.976759	0.972664	0.980978
30610	-1559.25	-1626.691	67.44141	0.945009	0.941047	0.941944	0.949995	0.94952	0.948695	0.949084	0.952203	0.952409	0.949812
30620	-1558.35	-1625.791	67.44141	0.985198	0.984705	0.985109	0.986048	0.986262	0.982127	0.979449	0.98782	0.991066	0.990205
30630	-1557.641	-1625.083	67.44141	0.96704	0.970217	0.969375	0.966731	0.974994	0.975206	0.971117	0.971516	0.972441	0.971955
30640	-1557.768	-1625.21	67.44141	0.962273	0.961437	0.964596	0.972841	0.970188	0.96612	0.96633	0.96725	0.967647	0.967163
30650	-1557.659	-1625.101	67.44141	0.972834	0.973233	0.972746	0.972957	0.973884	0.971228	0.967157	0.970334	0.978628	0.977778
30660	-1559.229	-1626.67	67.44141	0.992809	0.988647	0.989588	0.998047	0.997548	0.996681	0.99709	1.00037	1.00058	0.997855
30670	-1558.141	-1625.582	67.44141	0.955789	0.956699	0.952689	0.952212	0.960351	0.960745	0.959911	0.960119	0.963274	0.960647
30680	-1558.068	-1625.509	67.44141	0.98177	0.981983	0.979305	0.979707	0.982926	0.982435	0.981581	0.982516	0.990914	0.98676
30690	-1558.235	-1625.676	67.44141	0.954586	0.955496	0.95149	0.951014	0.959143	0.959536	0.958703	0.958911	0.962061	0.959438
30700	-1559.671	-1627.112	67.44141	0.941954	0.939385	0.939589	0.942676	0.943063	0.942244	0.941773	0.949822	0.950727	0.946741
30710	-1558.756	-1626.197	67.44141	0.98909	0.986393	0.986606	0.989848	0.990254	0.989394	0.9889	0.997352	0.998302	0.994117
30720	-1558.057	-1625.498	67.44141	0.956961	0.960105	0.959271	0.956655	0.964832	0.965041	0.960995	0.96139	0.962306	0.961825
30730	-1557.636	-1625.077	67.44141	0.971296	0.97081	0.971209	0.972134	0.972345	0.968268	0.965628	0.973881	0.977081	0.976232
30740	-1557.635	-1625.077	67.44141	0.971257	0.971468	0.968818	0.969216	0.9724	0.971914	0.97107	0.971995	0.980303	0.976193
30750	-1557.851	-1625.292	67.44141	0.978244	0.974142	0.982469	0.983405	0.982551	0.982059	0.985286	0.98569	0.983002	0.983215
30760	-1557.634	-1625.075	67.44141	0.967713	0.967923	0.96832	0.96568	0.965197	0.968368	0.969291	0.968449	0.964389	0.972632
30770	-1558.973	-1626.414	67.44141	0.99088	0.991824	0.987666	0.987172	0.99561	0.996019	0.995154	0.995369	0.99864	0.995916
30780	-1559.262	-1626.703	67.44141	0.944916	0.94802	0.947197	0.944614	0.952688	0.952894	0.9489	0.949289	0.950193	0.949718
30790	-1557.685	-1625.127	67.44141	0.964796	0.967966	0.967125	0.964488	0.972732	0.972943	0.968864	0.969261	0.970185	0.9697
30800	-1557.636	-1625.078	67.44141	0.971321	0.968672	0.971855	0.972066	0.971221	0.97162	0.979925	0.979435	0.975329	0.976258
30810	-1558.335	-1625.777	67.44141	0.953396	0.953603	0.953995	0.951393	0.950917	0.954042	0.95495	0.954121	0.950121	0.958242
30820	-1557.881	-1625.323	67.44141	0.978825	0.982041	0.979363	0.978512	0.978725	0.98709	0.987495	0.983355	0.982864	0.9838
30830	-1560.25	-1627.691	67.44141	0.99926	0.99967	0.999887	0.999387	0.996661	0.997611	1.00089	0.996692	0.995827	1.00434
30840	-1557.897	-1625.338	67.44141	0.959558	0.959952	0.959472	0.95968	0.960595	0.957975	0.953959	0.957093	0.965274	0.964435
30850	-1557.647	-1625.088	67.44141	0.966675	0.965836	0.969009	0.977292	0.974626	0.97054	0.970751	0.971676	0.972075	0.971589
30860	-1557.803	-1625.245	67.44141	0.977267	0.977479	0.97788	0.975214	0.974726	0.977929	0.97886	0.97801	0.97391	0.982234
30870	-1560.352	-1627.793	67.44141	0.999828	1.00005	1.00046	0.997727	0.997229	1.0005	1.00146	1.00059	0.996394	1.00491
30880	-1559.507	-1626.949	67.44141	0.994735	0.995143	0.995359	0.994861	0.992148	0.993093	0.996356	0.992179	0.991317	0.999791
30890	-1558.758	-1626.199	67.44141	0.989106	0.989321	0.989727	0.987028	0.986534	0.989776	0.990719	0.989858	0.985708	0.994133
30900	-1557.651	-1625.092	67.44141	0.966418	0.963783	0.963992	0.967159	0.967556	0.966715	0.966232	0.974491	0.975419	0.97133
30910	-1557.891	-1625.332	67.44141	0.959671	0.967873	0.967033	0.962979	0.966143	0.967063	0.964426	0.963943	0.964153	0.964548
30920	-1558.787	-1626.228	67.44141	0.948846	0.949051	0.946463	0.946852	0.949963	0.949488	0.948663	0.949567	0.957683	0.953668
30930	-1557.701	-1625.142	67.44141	0.96423	0.9616	0.961809	0.964969	0.965365	0.964527	0.964044	0.972284	0.973211	0.969131
30940	-1557.68	-1625.122	67.44141	0.965004	0.965924	0.965441	0.961393	0.961788	0.970008	0.970219	0.969376	0.966733	0.969909
30950	-1557.628	-1625.069	67.44141	0.968546	0.964486	0.965404	0.973656	0.973169	0.972324	0.972723	0.975919	0.976131	0.973469
30960	-1557.724	-1625.166	67.44141	0.963485	0.966651	0.965811	0.963177	0.97141	0.97162	0.967547	0.967944	0.968866	0.968382
30970	-1557.676	-1625.118	67.44141	0.965163	0.968335	0.965694	0.964855	0.965064	0.973313	0.973713	0.96963	0.969146	0.970069
30980	-1557.71	-1625.151	67.44141	0.974823	0.975034	0.975435	0.972775	0.972288	0.975483	0.976412	0.975564	0.971474	0.979778
30990	-1557.665	-1625.107	67.44141	0.965646	0.965855	0.963221	0.963617	0.966783	0.966299	0.96546	0.96638	0.97464	0.970554
31000	-1558.167	-1625.608	67.44141	0.955447	0.954617	0.957754	0.96594	0.963306	0.959267	0.959475	0.960389	0.960784	0.960303
31010	-1557.774	-1625.215	67.44141	0.976581	0.972487	0.973414	0.981734	0.981243	0.980391	0.980793	0.984015	0.984229	0.981545
31020	-1557.665	-1625.107	67.44141	0.965663	0.963029	0.963238	0.966403	0.966799	0.96596	0.965477	0.973729	0.974657	0.970571
31030	-1557.626	-1625.067	67.44141	0.969437	0.969647	0.970045	0.9674	0.966916	0.970093	0.971017	0.970174	0.966106	0.974364
31040	-1557.891	-1625.333	67.44141	0.979002	0.976333	0.97954	0.979753	0.978902	0.979304	0.987674	0.98718	0.983042	0.983978
31050	-1557.633	-1625.075	67.44141	0.967747	0.970926	0.970083	0.967438	0.975707	0.975918	0.971827	0.972226	0.973152	0.972665
31060	-1557.868	-1625.309	67.44141	0.978577	0.978789	0.979191	0.97652	0.976032	0.979239	0.980172	0.979321	0.975215	0.98355
31070	-1557.91	-1625.351	67.44141	0.979336	0.978486	0.986849	0.990091	0.985941	0.983252	0.984188	0.984402	0.98391	0.984314
31080	-1557.628	-1625.069	67.44141	0.970226	0.969741	0.970664	0.971063	0.966992	0.967201	0.975468	0.972808	0.971963	0.975157
31090	-1557.634	-1625.076	67.44141	0.967652	0.967168	0.96809	0.968487	0.964427	0.964636	0.972881	0.970228	0.969385	0.97257
31100	-1558.596	-1626.037	67.44141	0.987659	0.988599	0.988105	0.983963	0.984367	0.99278	0.992996	0.992133	0.989428	0.992678
31110	-1557.732	-1625.173	67.44141	0.97549	0.974643	0.977845	0.986203	0.983514	0.979391	0.979603	0.980536	0.980939	0.980448
31120	-1557.848	-1625.29	67.44141	0.960485	0.960694	0.961088	0.958467	0.957988	0.961135	0.962051	0.961215	0.957186	0.965367
31130	-1557.627	-1625.069	67.44141	0.968603	0.976882	0.972786	0.971942	0.972867	0.976064	0.975576	0.972915	0.973315	0.973526
31140	-1557.711	-1625.152	67.44141	0.96391	0.963428	0.964346	0.964742	0.960697	0.960906	0.969119	0.966476	0.965637	0.968809
31150	-1557.627	-1625.069	67.44141	0.968681	0.968891	0.969289	0.966645	0.966162	0.969337	0.97026	0.969417	0.965353	0.973604
31160	-1557.885	-1625.327	67.44141	0.959769	0.960683	0.956655	0.956177	0.96435	0.964746	0.963908	0.964117	0.967285	0.964647
31170	-1557.628	-1625.07	67.44141	0.970383	0.96954	0.977827	0.98104	0.976927	0.974263	0.975191	0.975403	0.974915	0.975315
31180	-1557.757	-1625.198	67.44141	0.962568	0.970796	0.966726	0.965886	0.966806	0.969983	0.969498	0.966854	0.967251	0.967461
31190	-1559.866	-1627.307	67.44141	0.997015	0.997424	0.99764	0.997142	0.994422	0.99537	0.99864	0.994453	0.99359	1.00208
31200	-1558.353	-1625.795	67.44141	0.985235	0.988472	0.987614	0.98492	0.993339	0.993554	0.989389	0.989795	0.990738	0.990242
31210	-1558.957	-1626.398	67.44141	0.990751	0.991695	0.987537	0.987044	0.99548	0.995889	0.995024	0.99524	0.99851	0.995787
31220	-1557.898	-1625.339	67.44141	0.979121	0.980054	0.975945	0.975457	0.983795	0.984199	0.983344	0.983557	0.986789	0.984098
31230	-1558.402	-1625.844	67.44141	0.952645	0.948651	0.949554	0.957671	0.957192	0.95636	0.956753	0.959896	0.960105	0.957486
31240	-1557.96	-1625.401	67.44141	0.958465	0.958858	0.959066	0.958587	0.955972	0.956883	0.960027	0.956002	0.955172	0.963336
31250	-1557.846	-1625.288	67.44141	0.978162	0.975495	0.975707	0.978912	0.979314	0.978464	0.977974	0.986333	0.987273	0.983134
31260	-1557.757	-1625.198	67.44141	0.962577	0.958542	0.966735	0.967656	0.966815	0.966332	0.969507	0.969905	0.96726	0.967469
31270	-1557.902	-1625.344	67.44141	0.959455	0.958621	0.961771	0.969991	0.967346	0.963291	0.9635	0.964418	0.964813	0.964331
31280	-1558.742	-1626.183	67.44141	0.988972	0.992222	0.989516	0.988656	0.988871	0.997323	0.997732	0.993549	0.993053	0.993999
31290	-1557.819	-1625.26	67.44141	0.961102	0.957072	0.965253	0.966172	0.965333	0.964851	0.968021	0.968418	0.965777	0.965986
31300	-1558.087	-1625.528	67.44141	0.982034	0.982247	0.98265	0.97997	0.97948	0.982699	0.983635	0.98278	0.97866	0.987025
31310	-1557.711	-1625.153	67.44141	0.974874	0.975275	0.975486	0.974998	0.97234	0.973266	0.976464	0.97237	0.971525	0.979829
31320	-1559.677	-1627.118	67.44141	0.995838	0.993122	0.996385	0.996601	0.995736	0.996144	1.00466	1.00416	0.999947	1.0009
31330	-1558.066	-1625.508	67.44141	0.981747	0.980895	0.984117	0.992529	0.989822	0.985673	0.985886	0.986826	0.987231	0.986737
31340	-1557.626	-1625.067	67.44141	0.969329	0.969727	0.969242	0.969452	0.970376	0.96773	0.963672	0.966839	0.975103	0.974256
31350	-1558.4	-1625.841	67.44141	0.952672	0.952878	0.95028	0.95067	0.953793	0.953316	0.952488	0.953396	0.961545	0.957513
31360	-1557.706	-1625.147	67.44141	0.9747	0.977902	0.977053	0.974388	0.982717	0.98293	0.978809	0.979211	0.980144	0.979654
31370	-1557.664	-1625.105	67.44141	0.973069	0.972224	0.980534	0.983756	0.979631	0.97696	0.977891	0.978103	0.977614	0.978015
31380	-1557.638	-1625.08	67.44141	0.971501	0.967428	0.96835	0.976627	0.976138	0.975291	0.975691	0.978897	0.979109	0.976439
31390	-1557.843	-1625.285	67.44141	0.960589	0.957969	0.958177	0.961325	0.96172	0.960885	0.960404	0.968613	0.969536	0.965471
31400	-1558.077	-1625.518	67.44141	0.981897	0.981406	0.981809	0.982744	0.982958	0.978837	0.976167	0.984511	0.987746	0.986888
31410	-1560.064	-1627.505	67.44141	0.939364	0.947393	0.94657	0.942602	0.945699	0.9466	0.944018	0.943546	0.943751	0.944138
31420	-1557.652	-1625.093	67.44141	0.966375	0.96374	0.966906	0.967116	0.966276	0.966673	0.974935	0.974448	0.970362	0.971287
31430	-1557.646	-1625.087	67.44141	0.966726	0.966936	0.964299	0.964695	0.967864	0.96738	0.96654	0.967461	0.97573	0.971639
31440	-1557.63	-1625.072	67.44141	0.970674	0.966604	0.967525	0.975795	0.975307	0.97446	0.97486	0.978063	0.978275	0.975607
31450	-1557.651	-1625.092	67.44141	0.966419	0.966816	0.967025	0.966542	0.963906	0.964824	0.967994	0.963936	0.963099	0.971331
31460	-1558.018	-1625.459	67.44141	0.95754	0.956708	0.964885	0.968055	0.963997	0.961368	0.962284	0.962493	0.962011	0.962406
31470	-1560.045	-1627.486	67.44141	0.998086	1.00137	1.0005	0.997767	1.0063	1.00651	1.00229	1.00271	1.00366	1.00316
31480	-1557.634	-1625.075	67.44141	0.971067	0.971992	0.967917	0.967433	0.975702	0.976103	0.975255	0.975467	0.978671	0.976003
31490	-1558.353	-1625.795	67.44141	0.985234	0.981103	0.989489	0.990432	0.989572	0.989077	0.992326	0.992734	0.990026	0.990241
31500	-1557.8	-1625.242	67.44141	0.961511	0.960676	0.963832	0.97207	0.969419	0.965355	0.965564	0.966484	0.966881	0.966397
31510	-1558.19	-1625.631	67.44141	0.983357	0.986588	0.983897	0.983043	0.983256	0.99166	0.992067	0.987908	0.987414	0.988355
31520	-1559.148	-1626.589	67.44141	0.992216	0.993161	0.992665	0.988503	0.988909	0.997361	0.997578	0.996711	0.993993	0.997259
31530	-1557.695	-1625.137	67.44141	0.974332	0.974732	0.974244	0.974456	0.975384	0.972724	0.968646	0.971828	0.980135	0.979284
31540	-1557.706	-1625.148	67.44141	0.964056	0.960014	0.960929	0.969142	0.968657	0.967816	0.968213	0.971394	0.971605	0.968956
31550	-1557.699	-1625.14	67.44141	0.964314	0.961685	0.961893	0.965054	0.96545	0.964611	0.964129	0.97237	0.973296	0.969215
31560	-1557.917	-1625.358	67.44141	0.959195	0.95658	0.959723	0.959931	0.959097	0.959491	0.967692	0.967208	0.963153	0.964071
31570	-1557.827	-1625.269	67.44141	0.960923	0.961318	0.960837	0.961046	0.961961	0.959338	0.955316	0.958455	0.966647	0.965807
31580	-1557.642	-1625.083	67.44141	0.9718	0.971314	0.971712	0.972638	0.972849	0.96877	0.966129	0.974386	0.977588	0.976739
31590	-1558.797	-1626.239	67.44141	0.989447	0.990389	0.986237	0.985744	0.99417	0.994578	0.993714	0.993929	0.997195	0.994476
31600	-1558.05	-1625.491	67.44141	0.957065	0.956586	0.957497	0.95789	0.953875	0.954081	0.962236	0.959612	0.958779	0.961929
31610	-1559.969	-1627.41	67.44141	0.93997	0.936029	0.936921	0.944929	0.944457	0.943637	0.944024	0.947126	0.947331	0.944748
31620	-1557.705	-1625.147	67.44141	0.964078	0.963596	0.963992	0.96491	0.96512	0.961073	0.958452	0.966645	0.969821	0.968978
31630	-1558.568	-1626.009	67.44141	0.987394	0.987799	0.988013	0.98752	0.984826	0.985765	0.989003	0.984857	0.984002	0.992412
31640	-1557.659	-1625.101	67.44141	0.96596	0.974216	0.970132	0.96929	0.970213	0.973401	0.972914	0.970261	0.970659	0.970869
31650	-1557.645	-1625.086	67.44141	0.971985	0.971141	0.974332	0.98266	0.97998	0.975872	0.976083	0.977013	0.977414	0.976925
31660	-1558.147	-1625.588	67.44141	0.95571	0.955232	0.956142	0.956534	0.952524	0.952731	0.960874	0.958254	0.957421	0.960567
31670	-1557.626	-1625.068	67.44141	0.968886	0.968402	0.969324	0.969722	0.965657	0.965866	0.974122	0.971465	0.970622	0.973811
31680	-1557.728	-1625.169	67.44141	0.963374	0.962537	0.965699	0.973954	0.971297	0.967225	0.967435	0.968357	0.968754	0.96827
31690	-1557.863	-1625.305	67.44141	0.960188	0.960582	0.960791	0.96031	0.957691	0.958604	0.961753	0.957721	0.956889	0.965068
31700	-1557.627	-1625.069	67.44141	0.970125	0.970335	0.967689	0.968086	0.971267	0.970782	0.969938	0.970862	0.979161	0.975056
31710	-1559.333	-1626.775	67.44141	0.993549	0.993765	0.994172	0.991461	0.990966	0.994221	0.995169	0.994304	0.990136	0.998599
31720	-1557.635	-1625.076	67.44141	0.971204	0.972129	0.971643	0.967569	0.967966	0.97624	0.976452	0.975604	0.972943	0.97614
31730	-1557.681	-1625.123	67.44141	0.964965	0.964483	0.964879	0.965798	0.966007	0.961958	0.959334	0.967534	0.970713	0.96987
31740	-1558.057	-1625.498	67.44141	0.956962	0.956484	0.956876	0.957788	0.957996	0.953979	0.951378	0.95951	0.962662	0.961826
31750	-1558.035	-1625.476	67.44141	0.957285	0.96043	0.957811	0.956979	0.957187	0.965368	0.965764	0.961716	0.961235	0.96215
31760	-1557.658	-1625.1	67.44141	0.966011	0.966931	0.962877	0.962396	0.970622	0.97102	0.970177	0.970387	0.973576	0.970921
31770	-1557.858	-1625.299	67.44141	0.960302	0.959468	0.967669	0.970848	0.966778	0.964141	0.96506	0.965269	0.964786	0.965182
31780	-1557.666	-1625.108	67.44141	0.965602	0.973855	0.969772	0.96893	0.969853	0.97304	0.972553	0.969901	0.970299	0.97051
31790	-1557.666	-1625.107	67.44141	0.965644	0.964805	0.973052	0.976249	0.972156	0.969505	0.970428	0.970639	0.970154	0.970552
31800	-1557.82	-1625.262	67.44141	0.961074	0.961283	0.958661	0.959054	0.962206	0.961724	0.960889	0.961805	0.970025	0.965959
31810	-1557.755	-1625.197	67.44141	0.976126	0.976526	0.976038	0.97625	0.97718	0.974515	0.97043	0.973618	0.98194	0.981087
31820	-1558.928	-1626.369	67.44141	0.947611	0.946788	0.95488	0.958017	0.954001	0.951399	0.952306	0.952512	0.952036	0.952427
31830	-1557.627	-1625.069	67.44141	0.970204	0.967558	0.970737	0.970948	0.970105	0.970503	0.978798	0.978309	0.974207	0.975135
31840	-1557.952	-1625.393	67.44141	0.980039	0.980252	0.980654	0.97798	0.977491	0.980702	0.981637	0.980784	0.976672	0.98502
31850	-1557.79	-1625.231	67.44141	0.976966	0.977367	0.976878	0.97709	0.978021	0.975354	0.971265	0.974456	0.982785	0.981931
31860	-1557.653	-1625.095	67.44141	0.966271	0.963636	0.963845	0.967012	0.967409	0.966569	0.966085	0.974343	0.975271	0.971182
31870	-1557.749	-1625.19	67.44141	0.962786	0.965949	0.96511	0.962478	0.970705	0.970915	0.966845	0.967242	0.968163	0.967679
31880	-1557.773	-1625.215	67.44141	0.976573	0.979781	0.97893	0.976261	0.984605	0.984819	0.98069	0.981092	0.982027	0.981536
31890	-1558.645	-1626.086	67.44141	0.950165	0.94934	0.952459	0.9606	0.957981	0.953964	0.954171	0.95508	0.955472	0.954995
31900	-1557.796	-1625.237	67.44141	0.977096	0.980306	0.977633	0.976784	0.976996	0.985347	0.985751	0.981618	0.981128	0.982062
31910	-1557.931	-1625.373	67.44141	0.958947	0.95986	0.955836	0.955358	0.963524	0.96392	0.963082	0.963291	0.966456	0.963821
31920	-1557.671	-1625.113	67.44141	0.9734	0.974327	0.970242	0.969757	0.978046	0.978447	0.977598	0.97781	0.981022	0.978347
31930	-1557.658	-1625.1	67.44141	0.966001	0.965162	0.968333	0.976609	0.973946	0.969863	0.970073	0.970997	0.971396	0.97091
31940	-1557.891	-1625.332	67.44141	0.978994	0.979926	0.975818	0.97533	0.983667	0.98407	0.983216	0.983429	0.98666	0.98397
31950	-1559.421	-1626.862	67.44141	0.943726	0.93977	0.947802	0.948705	0.947881	0.947407	0.95052	0.95091	0.948317	0.948523
31960	-1557.718	-1625.159	67.44141	0.963672	0.961044	0.961253	0.964411	0.964807	0.963969	0.963487	0.971722	0.972648	0.96857
31970	-1558.253	-1625.694	67.44141	0.984107	0.983615	0.984552	0.984956	0.980827	0.98104	0.989425	0.986727	0.98587	0.989109
31980	-1557.826	-1625.268	67.44141	0.960939	0.969152	0.965089	0.964251	0.96517	0.968341	0.967857	0.965217	0.965613	0.965823
31990	-1557.646	-1625.088	67.44141	0.966686	0.967607	0.967123	0.963069	0.963464	0.971699	0.97191	0.971066	0.968417	0.971599
32000	-1557.653	-1625.095	67.44141	0.972505	0.972019	0.972945	0.973344	0.969264	0.969474	0.97776	0.975094	0.974247	0.977448
32010	-1559.062	-1626.503	67.44141	0.946496	0.954586	0.950584	0.949758	0.950663	0.953786	0.953309	0.95071	0.9511	0.951306
32020	-1557.665	-1625.106	67.44141	0.965685	0.973939	0.969856	0.969013	0.969936	0.973123	0.972637	0.969984	0.970382	0.970593
32030	-1558.081	-1625.522	67.44141	0.981945	0.985172	0.982485	0.981632	0.981845	0.990237	0.990643	0.98649	0.985997	0.986936
32040	-1558.526	-1625.967	67.44141	0.986992	0.986499	0.987438	0.987844	0.983702	0.983916	0.992325	0.989619	0.98876	0.992008
32050	-1558.092	-1625.534	67.44141	0.956454	0.956662	0.954053	0.954444	0.95758	0.957102	0.95627	0.957181	0.965363	0.961315
