Iteration	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
28410	-1558.159	-1625.6	67.44141	0.982972	0.982118	0.990512	0.993767	0.9896	0.986902	0.987842	0.988056	0.987562	0.987967
28420	-1558.231	-1625.672	67.44141	0.954637	0.954844	0.955236	0.952631	0.952155	0.955283	0.956193	0.955363	0.951357	0.959489
28430	-1560.084	-1627.526	67.44141	0.939234	0.938764	0.939659	0.940044	0.936103	0.936306	0.944309	0.941734	0.940916	0.944008
28440	-1559.095	-1626.537	67.44141	0.946224	0.946612	0.946818	0.946344	0.943763	0.944662	0.947766	0.943793	0.942973	0.951033
28450	-1558.15	-1625.591	67.44141	0.955673	0.955195	0.955587	0.956498	0.956705	0.952694	0.950096	0.958217	0.961365	0.96053
28460	-1557.751	-1625.193	67.44141	0.962721	0.96293	0.960304	0.960698	0.963855	0.963373	0.962536	0.963453	0.971688	0.967614
28470	-1557.629	-1625.071	67.44141	0.970544	0.971469	0.970983	0.966912	0.967309	0.975577	0.975789	0.974941	0.972282	0.975477
28480	-1558.474	-1625.915	67.44141	0.98648	0.989722	0.987022	0.986165	0.986379	0.99481	0.995218	0.991046	0.990551	0.991494
28490	-1558.793	-1626.234	67.44141	0.94879	0.951907	0.95108	0.948487	0.956594	0.956801	0.95279	0.953181	0.954089	0.953612
28500	-1557.762	-1625.204	67.44141	0.976298	0.977228	0.973131	0.972645	0.980958	0.981361	0.980509	0.980721	0.983944	0.98126
28510	-1557.75	-1625.192	67.44141	0.962743	0.958707	0.95962	0.967822	0.967338	0.966498	0.966895	0.970071	0.970282	0.967636
28520	-1557.665	-1625.106	67.44141	0.973116	0.97227	0.980581	0.983802	0.979678	0.977006	0.977937	0.978149	0.97766	0.978061
28530	-1557.737	-1625.179	67.44141	0.963101	0.959064	0.959977	0.968182	0.967698	0.966858	0.967255	0.970433	0.970643	0.967996
28540	-1557.761	-1625.203	67.44141	0.976274	0.975427	0.983764	0.986996	0.982858	0.980178	0.981112	0.981324	0.980834	0.981236
28550	-1558.814	-1626.255	67.44141	0.989586	0.998044	0.99386	0.992997	0.993943	0.997209	0.99671	0.993992	0.9944	0.994616
28560	-1557.724	-1625.166	67.44141	0.963479	0.95944	0.967641	0.968562	0.967721	0.967237	0.970415	0.970813	0.968166	0.968376
28570	-1558.391	-1625.832	67.44141	0.952774	0.953165	0.952689	0.952895	0.953803	0.951202	0.947214	0.950326	0.958449	0.957617
28580	-1557.969	-1625.41	67.44141	0.958318	0.957839	0.958232	0.959145	0.959353	0.955331	0.952726	0.960869	0.964026	0.963189
28590	-1558.045	-1625.487	67.44141	0.957129	0.95665	0.957043	0.957955	0.958163	0.954146	0.951544	0.959677	0.96283	0.961994
28600	-1559.299	-1626.74	67.44141	0.993306	0.993522	0.990812	0.991219	0.994476	0.993978	0.993115	0.994061	1.00256	0.998355
28610	-1557.68	-1625.121	67.44141	0.973761	0.976961	0.976112	0.97345	0.981771	0.981984	0.977867	0.978268	0.9792	0.97871
28620	-1558.224	-1625.666	67.44141	0.954718	0.954241	0.954633	0.955542	0.955749	0.951742	0.949147	0.95726	0.960405	0.959571
28630	-1557.838	-1625.28	67.44141	0.977997	0.978928	0.974824	0.974337	0.982665	0.983068	0.982214	0.982427	0.985655	0.982967
28640	-1558.764	-1626.205	67.44141	0.949054	0.957166	0.953153	0.952325	0.953232	0.956364	0.955886	0.953279	0.953671	0.953877
28650	-1557.658	-1625.1	67.44141	0.972788	0.973715	0.973228	0.969148	0.969546	0.977833	0.978045	0.977195	0.974531	0.977732
28660	-1558.343	-1625.784	67.44141	0.985121	0.982435	0.985663	0.985876	0.98502	0.985424	0.993847	0.99335	0.989186	0.990128
28670	-1558.249	-1625.69	67.44141	0.954414	0.95755	0.956719	0.95411	0.962265	0.962473	0.958438	0.958832	0.959745	0.959265
28680	-1557.747	-1625.189	67.44141	0.962829	0.962347	0.963264	0.96366	0.95962	0.959828	0.968032	0.965392	0.964553	0.967722
28690	-1557.743	-1625.185	67.44141	0.975803	0.973142	0.973353	0.976551	0.976952	0.976104	0.975616	0.983955	0.984892	0.980763
28700	-1557.716	-1625.158	67.44141	0.975031	0.974184	0.98251	0.985739	0.981606	0.978929	0.979862	0.980074	0.979584	0.979986
28710	-1557.842	-1625.284	67.44141	0.960607	0.95658	0.957491	0.965675	0.965192	0.964354	0.96475	0.96792	0.96813	0.965489
28720	-1557.937	-1625.378	67.44141	0.958849	0.95837	0.959283	0.959676	0.955653	0.95586	0.96403	0.961401	0.960567	0.963723
28730	-1557.736	-1625.178	67.44141	0.975619	0.971529	0.972455	0.980767	0.980276	0.979425	0.979827	0.983046	0.983259	0.980578
28740	-1557.743	-1625.184	67.44141	0.975798	0.971707	0.972633	0.980946	0.980455	0.979604	0.980006	0.983226	0.983439	0.980757
28750	-1557.677	-1625.118	67.44141	0.965134	0.966053	0.96557	0.961522	0.961917	0.970138	0.970349	0.969506	0.966862	0.970039
28760	-1558.428	-1625.87	67.44141	0.986024	0.989264	0.986566	0.985709	0.985923	0.99435	0.994758	0.990588	0.990092	0.991036
28770	-1557.768	-1625.209	67.44141	0.962292	0.961456	0.964615	0.97286	0.970207	0.96614	0.966349	0.96727	0.967667	0.967183
28780	-1558.374	-1625.815	67.44141	0.985457	0.984601	0.987836	0.996279	0.993562	0.989397	0.989612	0.990554	0.990961	0.990465
28790	-1558.027	-1625.469	67.44141	0.957398	0.957791	0.957312	0.95752	0.958432	0.955818	0.951811	0.954939	0.963101	0.962264
28800	-1557.652	-1625.093	67.44141	0.972421	0.972632	0.969979	0.970377	0.973566	0.973079	0.972234	0.97316	0.981478	0.977363
28810	-1557.626	-1625.068	67.44141	0.968912	0.96807	0.971251	0.979553	0.976881	0.972786	0.972997	0.973924	0.974323	0.973836
28820	-1557.652	-1625.094	67.44141	0.966328	0.962277	0.970502	0.971427	0.970583	0.970098	0.973285	0.973684	0.971029	0.97124
28830	-1560.477	-1627.918	67.44141	0.936843	0.936029	0.939105	0.947131	0.944549	0.940589	0.940793	0.941689	0.942075	0.941604
28840	-1558.783	-1626.225	67.44141	0.989326	0.990268	0.986117	0.985624	0.994048	0.994456	0.993592	0.993808	0.997073	0.994354
28850	-1557.685	-1625.127	67.44141	0.964806	0.973052	0.968973	0.968131	0.969054	0.972238	0.971751	0.969101	0.969499	0.969709
28860	-1557.635	-1625.077	67.44141	0.967556	0.967072	0.967993	0.968391	0.964331	0.96454	0.972784	0.970131	0.969289	0.972473
28870	-1558.435	-1625.877	67.44141	0.986093	0.986307	0.983617	0.984021	0.987254	0.98676	0.985903	0.986843	0.995277	0.991105
28880	-1558.135	-1625.576	67.44141	0.982664	0.978544	0.979477	0.987848	0.987355	0.986497	0.986902	0.990144	0.990359	0.987658
28890	-1557.649	-1625.091	67.44141	0.97229	0.968214	0.969136	0.97742	0.976931	0.976082	0.976483	0.979691	0.979904	0.977232
28900	-1559.617	-1627.059	67.44141	0.995456	0.991283	0.992227	1.00071	1.00021	0.999339	0.999749	1.00303	1.00325	1.00052
28910	-1558.461	-1625.902	67.44141	0.986351	0.985858	0.986797	0.987202	0.983063	0.983277	0.991681	0.988977	0.988118	0.991364
28920	-1558.461	-1625.902	67.44141	0.986353	0.983663	0.986895	0.987109	0.986251	0.986656	0.995089	0.994592	0.990422	0.991366
28930	-1557.764	-1625.206	67.44141	0.962378	0.962587	0.959962	0.960356	0.963511	0.963029	0.962193	0.96311	0.971342	0.967269
28940	-1558.464	-1625.905	67.44141	0.98638	0.989621	0.988762	0.986065	0.994493	0.994709	0.990539	0.990945	0.991889	0.991393
28950	-1559.422	-1626.864	67.44141	0.994162	0.991451	0.991666	0.994924	0.995333	0.994468	0.993971	1.00247	1.00342	0.999215
28960	-1557.863	-1625.305	67.44141	0.978488	0.981703	0.980851	0.978176	0.986537	0.986751	0.982614	0.983017	0.983954	0.983462
28970	-1558.479	-1625.92	67.44141	0.951825	0.952032	0.949435	0.949825	0.952946	0.952469	0.951642	0.952549	0.960691	0.956663
28980	-1557.649	-1625.091	67.44141	0.97228	0.972679	0.972193	0.972404	0.97333	0.970676	0.966606	0.969782	0.978071	0.977222
28990	-1557.649	-1625.09	67.44141	0.972248	0.971404	0.979707	0.982926	0.978805	0.976136	0.977066	0.977278	0.976789	0.97719
29000	-1558.69	-1626.131	67.44141	0.949737	0.949262	0.950167	0.950557	0.946572	0.946777	0.954869	0.952265	0.951438	0.954564
29010	-1557.995	-1625.436	67.44141	0.9579	0.958813	0.954793	0.954316	0.962473	0.962868	0.962031	0.96224	0.965401	0.962769
29020	-1557.632	-1625.073	67.44141	0.967954	0.968351	0.968561	0.968077	0.965437	0.966356	0.969531	0.965467	0.964628	0.972873
29030	-1558.843	-1626.285	67.44141	0.948342	0.956448	0.952438	0.951611	0.952518	0.955647	0.955169	0.952565	0.952956	0.953162
29040	-1557.871	-1625.313	67.44141	0.978642	0.981858	0.981005	0.97833	0.986692	0.986906	0.982768	0.983172	0.984108	0.983616
29050	-1557.85	-1625.291	67.44141	0.978232	0.975565	0.975776	0.978982	0.979384	0.978533	0.978044	0.986404	0.987344	0.983204
29060	-1557.626	-1625.067	67.44141	0.96972	0.978008	0.977159	0.973062	0.976259	0.977189	0.974525	0.974037	0.974249	0.974649
29070	-1558.129	-1625.571	67.44141	0.982595	0.979916	0.983135	0.983349	0.982494	0.982898	0.991299	0.990803	0.986649	0.987589
29080	-1557.909	-1625.35	67.44141	0.959343	0.959551	0.959945	0.957327	0.956848	0.959992	0.960906	0.960072	0.956047	0.964219
29090	-1557.76	-1625.201	67.44141	0.962489	0.962698	0.960073	0.960467	0.963622	0.963141	0.962304	0.963221	0.971454	0.967381
29100	-1558.008	-1625.45	67.44141	0.957688	0.958081	0.958288	0.957809	0.955197	0.956107	0.959249	0.955227	0.954397	0.962555
29110	-1558.223	-1625.664	67.44141	0.983755	0.992163	0.991302	0.987146	0.990389	0.991332	0.988629	0.988135	0.988349	0.988755
29120	-1557.759	-1625.201	67.44141	0.962504	0.959879	0.963033	0.963242	0.962405	0.9628	0.97103	0.970544	0.966475	0.967396
29130	-1557.663	-1625.104	67.44141	0.965777	0.966697	0.966214	0.962163	0.962558	0.970786	0.970996	0.970153	0.967507	0.970686
29140	-1557.775	-1625.217	67.44141	0.976618	0.97613	0.97653	0.977461	0.977673	0.973574	0.970919	0.979218	0.982435	0.981582
29150	-1558.362	-1625.803	67.44141	0.985323	0.993745	0.992882	0.98872	0.991968	0.992913	0.990205	0.98971	0.989925	0.990331
29160	-1557.746	-1625.188	67.44141	0.962848	0.966012	0.963377	0.962541	0.962749	0.970978	0.971377	0.967305	0.966821	0.967742
29170	-1557.747	-1625.188	67.44141	0.962837	0.958801	0.959714	0.967917	0.967433	0.966593	0.96699	0.970167	0.970377	0.967731
29180	-1557.724	-1625.165	67.44141	0.975248	0.975649	0.975161	0.975372	0.976301	0.973639	0.969557	0.972743	0.981057	0.980205
29190	-1557.704	-1625.146	67.44141	0.964121	0.964516	0.964726	0.964243	0.961614	0.96253	0.965692	0.961644	0.960809	0.969021
29200	-1558.958	-1626.399	67.44141	0.990759	0.991165	0.99067	0.990885	0.991828	0.989124	0.984977	0.988213	0.99666	0.995794
29210	-1558.71	-1626.152	67.44141	0.988696	0.986	0.989239	0.989454	0.988594	0.989	0.997453	0.996955	0.992775	0.993721
29220	-1558.232	-1625.674	67.44141	0.954619	0.954826	0.952222	0.952613	0.955743	0.955265	0.954436	0.955345	0.963511	0.959471
29230	-1557.645	-1625.086	67.44141	0.971985	0.980293	0.976183	0.975335	0.976264	0.979472	0.978982	0.976312	0.976713	0.976925
29240	-1558.043	-1625.484	67.44141	0.957164	0.953151	0.954059	0.962214	0.961733	0.960897	0.961292	0.96445	0.964659	0.962029
29250	-1558.781	-1626.222	67.44141	0.948901	0.949106	0.949496	0.946907	0.946433	0.949543	0.950447	0.949622	0.945641	0.953723
29260	-1557.658	-1625.099	67.44141	0.966027	0.966424	0.966634	0.96615	0.963516	0.964433	0.967602	0.963546	0.962709	0.970937
29270	-1557.641	-1625.083	67.44141	0.967045	0.967442	0.967652	0.967168	0.96453	0.965449	0.968621	0.964561	0.963723	0.97196
29280	-1557.677	-1625.119	67.44141	0.973659	0.969577	0.970501	0.978796	0.978306	0.977457	0.977858	0.981071	0.981284	0.978608
29290	-1557.682	-1625.123	67.44141	0.964951	0.973198	0.969118	0.968277	0.969199	0.972383	0.971897	0.969247	0.969645	0.969855
29300	-1557.752	-1625.194	67.44141	0.962687	0.96585	0.963216	0.96238	0.962588	0.970816	0.971214	0.967143	0.966659	0.96758
29310	-1557.76	-1625.202	67.44141	0.962478	0.970705	0.966635	0.965796	0.966716	0.969892	0.969407	0.966763	0.96716	0.96737
29320	-1557.626	-1625.067	67.44141	0.969509	0.966865	0.970042	0.970252	0.96941	0.969808	0.978097	0.977608	0.973509	0.974437
29330	-1558.525	-1625.967	67.44141	0.986988	0.987928	0.987434	0.983295	0.983698	0.992106	0.992322	0.99146	0.988756	0.992005
29340	-1557.819	-1625.26	67.44141	0.977602	0.980814	0.978139	0.97729	0.977502	0.985857	0.986261	0.982126	0.981635	0.982571
29350	-1557.629	-1625.07	67.44141	0.970441	0.978736	0.977886	0.973786	0.976986	0.977917	0.97525	0.974762	0.974973	0.975374
29360	-1558.052	-1625.493	67.44141	0.981546	0.981949	0.982162	0.981671	0.978994	0.979926	0.983146	0.979024	0.978174	0.986535
29370	-1557.905	-1625.346	67.44141	0.959414	0.956797	0.957005	0.960149	0.960543	0.959709	0.959229	0.967428	0.968349	0.96429
29380	-1557.708	-1625.149	67.44141	0.974765	0.977967	0.977118	0.974453	0.982782	0.982996	0.978874	0.979276	0.980209	0.979719
29390	-1559.031	-1626.472	67.44141	0.94675	0.946277	0.946665	0.947567	0.947772	0.943799	0.941225	0.94927	0.952389	0.951562
29400	-1558.589	-1626.031	67.44141	0.987597	0.988537	0.988043	0.983901	0.984305	0.992718	0.992933	0.992071	0.989365	0.992616
29410	-1558.497	-1625.938	67.44141	0.951637	0.947648	0.94855	0.956658	0.95618	0.955349	0.955741	0.958881	0.959089	0.956474
29420	-1557.853	-1625.294	67.44141	0.960402	0.961317	0.957286	0.956808	0.964986	0.965382	0.964544	0.964753	0.967923	0.965283
29430	-1557.632	-1625.074	67.44141	0.970918	0.971129	0.96848	0.968878	0.972061	0.971575	0.970731	0.971656	0.979961	0.975853
29440	-1558.998	-1626.44	67.44141	0.991077	0.991484	0.990988	0.991203	0.992147	0.989442	0.985293	0.988531	0.99698	0.996114
29450	-1557.775	-1625.217	67.44141	0.976619	0.972525	0.980837	0.981772	0.980919	0.980429	0.98365	0.984054	0.98137	0.981583
29460	-1557.765	-1625.206	67.44141	0.976364	0.973702	0.976901	0.977113	0.976264	0.976665	0.985013	0.98452	0.980393	0.981327
29470	-1558.376	-1625.818	67.44141	0.952933	0.953139	0.95054	0.95093	0.954054	0.953577	0.952749	0.953657	0.961808	0.957776
29480	-1557.649	-1625.09	67.44141	0.97226	0.969608	0.969818	0.973005	0.973404	0.972559	0.972073	0.980381	0.981315	0.977201
29490	-1558.037	-1625.479	67.44141	0.981337	0.984562	0.983706	0.981024	0.989409	0.989624	0.985475	0.985879	0.986818	0.986325
29500	-1558.67	-1626.112	67.44141	0.949921	0.953042	0.952214	0.949618	0.957734	0.957942	0.953926	0.954317	0.955227	0.954749
29510	-1558.369	-1625.81	67.44141	0.953017	0.950418	0.953541	0.953748	0.95292	0.953311	0.961459	0.960978	0.956949	0.957861
29520	-1557.725	-1625.166	67.44141	0.975285	0.974798	0.975726	0.976127	0.972034	0.972245	0.980555	0.977881	0.977032	0.980242
29530	-1558.122	-1625.564	67.44141	0.982502	0.9909	0.990039	0.985889	0.989128	0.99007	0.98737	0.986877	0.987091	0.987496
29540	-1558.388	-1625.829	67.44141	0.952804	0.960948	0.960114	0.956088	0.95923	0.960143	0.957525	0.957046	0.957254	0.957647
29550	-1558.988	-1626.429	67.44141	0.990996	0.990135	0.993388	1.00188	0.999147	0.994958	0.995174	0.996122	0.996531	0.996033
29560	-1558.687	-1626.128	67.44141	0.949764	0.945783	0.946684	0.954775	0.954298	0.953469	0.95386	0.956994	0.957202	0.954592
29570	-1559.072	-1626.513	67.44141	0.991643	1.00012	0.995926	0.995062	0.996009	0.999282	0.998782	0.996059	0.996467	0.996683
29580	-1558.378	-1625.82	67.44141	0.985502	0.985906	0.985413	0.985627	0.986566	0.983875	0.979751	0.98297	0.991371	0.99051
29590	-1558.155	-1625.596	67.44141	0.955608	0.951602	0.959735	0.96065	0.959815	0.959335	0.962487	0.962882	0.960256	0.960465
29600	-1557.627	-1625.068	67.44141	0.96869	0.967848	0.976121	0.979328	0.975222	0.972563	0.973489	0.9737	0.973214	0.973613
29610	-1558.763	-1626.204	67.44141	0.949066	0.949272	0.949661	0.947071	0.946598	0.949708	0.950613	0.949787	0.945805	0.953889
29620	-1557.643	-1625.084	67.44141	0.971865	0.972264	0.972475	0.971989	0.969338	0.970262	0.973449	0.969368	0.968527	0.976805
29630	-1557.798	-1625.24	67.44141	0.961562	0.96177	0.962165	0.959541	0.959061	0.962212	0.963129	0.962293	0.958258	0.966449
29640	-1558.544	-1625.986	67.44141	0.951154	0.950327	0.95345	0.961599	0.958977	0.954956	0.955164	0.956074	0.956466	0.955988
29650	-1557.627	-1625.069	67.44141	0.970172	0.978465	0.974363	0.973517	0.974444	0.977646	0.977157	0.974492	0.974892	0.975103
29660	-1557.727	-1625.168	67.44141	0.975334	0.976263	0.975775	0.971684	0.972083	0.980392	0.980604	0.979753	0.977081	0.980291
29670	-1557.764	-1625.205	67.44141	0.962392	0.965554	0.962921	0.962085	0.962293	0.970518	0.970917	0.966846	0.966363	0.967283
29680	-1557.648	-1625.09	67.44141	0.972228	0.971384	0.974576	0.982906	0.980225	0.976116	0.976327	0.977258	0.977659	0.97717
29690	-1557.632	-1625.074	67.44141	0.970912	0.966841	0.975105	0.976034	0.975187	0.974699	0.977901	0.978303	0.975635	0.975847
29700	-1557.66	-1625.101	67.44141	0.972874	0.973801	0.969718	0.969234	0.977518	0.977919	0.97707	0.977282	0.980493	0.977819
29710	-1557.728	-1625.17	67.44141	0.975384	0.974896	0.975825	0.976226	0.972133	0.972344	0.980655	0.97798	0.977131	0.980342
29720	-1557.726	-1625.167	67.44141	0.975312	0.975524	0.972864	0.973263	0.976461	0.975972	0.975125	0.976054	0.984396	0.980269
29730	-1558.248	-1625.689	67.44141	0.984055	0.97993	0.988305	0.989247	0.988388	0.987894	0.991139	0.991546	0.988842	0.989057
29740	-1559.106	-1626.547	67.44141	0.991902	0.991406	0.991813	0.992758	0.992973	0.98881	0.986114	0.994542	0.99781	0.996943
29750	-1557.636	-1625.077	67.44141	0.967491	0.964852	0.968022	0.968232	0.967392	0.967789	0.976061	0.975573	0.971483	0.972408
29760	-1558.711	-1626.152	67.44141	0.949541	0.949747	0.947157	0.947546	0.950659	0.950184	0.949359	0.950263	0.958385	0.954367
29770	-1558.216	-1625.657	67.44141	0.983675	0.98282	0.986049	0.994477	0.991765	0.987608	0.987822	0.988763	0.989169	0.988674
29780	-1557.803	-1625.245	67.44141	0.977268	0.97748	0.974815	0.975215	0.978419	0.97793	0.97708	0.978011	0.98637	0.982235
29790	-1557.639	-1625.081	67.44141	0.97158	0.967506	0.975776	0.976705	0.975857	0.975369	0.978574	0.978976	0.976306	0.976518
29800	-1557.78	-1625.221	67.44141	0.976725	0.976937	0.974273	0.974673	0.977875	0.977386	0.976537	0.977468	0.985822	0.98169
29810	-1557.64	-1625.082	67.44141	0.967126	0.970304	0.969461	0.966817	0.975081	0.975293	0.971204	0.971602	0.972528	0.972042
29820	-1557.691	-1625.133	67.44141	0.964583	0.972827	0.968749	0.967908	0.96883	0.972013	0.971527	0.968877	0.969275	0.969485
29830	-1557.748	-1625.189	67.44141	0.962807	0.963724	0.959684	0.959204	0.967402	0.967799	0.966959	0.967169	0.970346	0.9677
29840	-1557.665	-1625.106	67.44141	0.973103	0.973314	0.97066	0.971058	0.974249	0.973762	0.972916	0.973843	0.982166	0.978049
29850	-1563.421	-1630.862	67.44141	0.922357	0.921896	0.922274	0.923153	0.923353	0.919482	0.916974	0.924812	0.927851	0.927045
29860	-1557.901	-1625.342	67.44141	0.959486	0.95687	0.960014	0.960222	0.959388	0.959782	0.967985	0.967501	0.963445	0.964363
29870	-1557.688	-1625.13	67.44141	0.964694	0.964904	0.962272	0.962667	0.96583	0.965347	0.964509	0.965428	0.97368	0.969598
29880	-1557.629	-1625.07	67.44141	0.97042	0.97063	0.971029	0.968381	0.967897	0.971077	0.972002	0.971158	0.967086	0.975352
29890	-1557.904	-1625.346	67.44141	0.979234	0.976563	0.976775	0.979984	0.980387	0.979535	0.979046	0.987414	0.988354	0.984211
29900	-1558.955	-1626.396	67.44141	0.947382	0.950494	0.947902	0.947079	0.947285	0.955381	0.955773	0.951766	0.951291	0.952197
29910	-1557.902	-1625.343	67.44141	0.97919	0.982407	0.981554	0.978877	0.987244	0.987458	0.983318	0.983722	0.984659	0.984167
29920	-1557.645	-1625.087	67.44141	0.966778	0.966988	0.964351	0.964747	0.967916	0.967432	0.966592	0.967513	0.975783	0.971692
29930	-1557.709	-1625.15	67.44141	0.963971	0.97221	0.971366	0.967293	0.970471	0.971396	0.968747	0.968262	0.968472	0.96887
29940	-1557.675	-1625.116	67.44141	0.965235	0.961189	0.969404	0.970328	0.969485	0.969	0.972184	0.972583	0.969931	0.970141
29950	-1557.747	-1625.188	67.44141	0.962834	0.965998	0.965159	0.962527	0.970754	0.970964	0.966894	0.96729	0.968212	0.967728
29960	-1558.168	-1625.609	67.44141	0.955435	0.951429	0.952335	0.960475	0.959995	0.959161	0.959555	0.962708	0.962916	0.960291
29970	-1557.754	-1625.196	67.44141	0.976102	0.976502	0.976014	0.976226	0.977156	0.974491	0.970405	0.973594	0.981915	0.981063
29980	-1558.114	-1625.555	67.44141	0.956153	0.964325	0.963488	0.959448	0.962601	0.963518	0.96089	0.96041	0.960618	0.961012
29990	-1558.868	-1626.309	67.44141	0.990031	0.98588	0.994307	0.995254	0.99439	0.993893	0.997158	0.997567	0.994847	0.995063
30000	-1557.639	-1625.08	67.44141	0.967229	0.975496	0.971406	0.970562	0.971487	0.974679	0.974192	0.971535	0.971934	0.972145
30010	-1557.636	-1625.077	67.44141	0.971265	0.970422	0.97361	0.981932	0.979254	0.975148	0.97536	0.976289	0.97669	0.976201
30020	-1557.69	-1625.132	67.44141	0.96461	0.972855	0.968777	0.967935	0.968857	0.972041	0.971555	0.968905	0.969303	0.969513
30030	-1561.165	-1628.606	67.44141	0.933	0.932534	0.932917	0.933805	0.934008	0.930092	0.927556	0.935484	0.938557	0.937742
30040	-1557.637	-1625.078	67.44141	0.967437	0.963381	0.964299	0.972541	0.972054	0.97121	0.971609	0.974801	0.975013	0.972354
30050	-1557.69	-1625.131	67.44141	0.974127	0.982453	0.978334	0.977484	0.978416	0.98163	0.98114	0.978464	0.978865	0.979078
30060	-1557.703	-1625.144	67.44141	0.964171	0.960129	0.961043	0.969258	0.968773	0.967932	0.968329	0.97151	0.971721	0.969071
30070	-1557.662	-1625.104	67.44141	0.965795	0.97405	0.973204	0.969124	0.972308	0.973234	0.97058	0.970095	0.970305	0.970704
30080	-1558.081	-1625.522	67.44141	0.956618	0.956825	0.954216	0.954607	0.957744	0.957265	0.956434	0.957345	0.965527	0.96148
30090	-1558.057	-1625.499	67.44141	0.981623	0.982026	0.981535	0.981748	0.982683	0.980003	0.975895	0.979101	0.98747	0.986612
30100	-1557.635	-1625.076	67.44141	0.967628	0.964989	0.965198	0.968369	0.968767	0.967926	0.967442	0.975711	0.97664	0.972546
30110	-1557.673	-1625.114	67.44141	0.973468	0.973679	0.971024	0.971422	0.974614	0.974127	0.973281	0.974208	0.982535	0.978416
30120	-1558.548	-1625.989	67.44141	0.987205	0.986348	0.989589	0.998047	0.995325	0.991153	0.991368	0.992312	0.992719	0.992223
30130	-1557.653	-1625.095	67.44141	0.97251	0.980822	0.97997	0.975862	0.979068	0.980001	0.977328	0.97684	0.977052	0.977453
30140	-1558.048	-1625.49	67.44141	0.957086	0.953074	0.96122	0.962136	0.9613	0.960819	0.963976	0.964372	0.961742	0.961951
30150	-1557.926	-1625.368	67.44141	0.959032	0.958199	0.966389	0.969564	0.965499	0.962866	0.963784	0.963993	0.963511	0.963906
30160	-1557.638	-1625.079	67.44141	0.96734	0.966856	0.967777	0.968175	0.964116	0.964325	0.972567	0.969915	0.969073	0.972257
30170	-1557.626	-1625.067	67.44141	0.969586	0.968744	0.971927	0.980235	0.977561	0.973463	0.973674	0.974602	0.975002	0.974514
30180	-1557.978	-1625.42	67.44141	0.958162	0.958556	0.958764	0.958284	0.955671	0.956581	0.959724	0.955701	0.954871	0.963032
30190	-1558.148	-1625.59	67.44141	0.982838	0.980158	0.980371	0.983592	0.983995	0.983141	0.982649	0.991048	0.991992	0.987834
30200	-1557.714	-1625.155	67.44141	0.963809	0.964018	0.961389	0.961783	0.964943	0.964461	0.963623	0.964541	0.972785	0.968707
30210	-1558.09	-1625.532	67.44141	0.95648	0.956873	0.956395	0.956602	0.957513	0.954902	0.950899	0.954023	0.962177	0.961342
30220	-1557.657	-1625.098	67.44141	0.966068	0.965229	0.973479	0.976677	0.972583	0.969931	0.970855	0.971065	0.97058	0.970978
30230	-1558.44	-1625.881	67.44141	0.952239	0.948247	0.956352	0.957263	0.956432	0.955954	0.959095	0.959488	0.956872	0.957079
30240	-1559.181	-1626.623	67.44141	0.94554	0.953622	0.952794	0.9488	0.951917	0.952824	0.950225	0.94975	0.949956	0.950346
30250	-1558.143	-1625.584	67.44141	0.982769	0.985998	0.983309	0.982455	0.982668	0.991067	0.991474	0.987317	0.986824	0.987764
30260	-1557.766	-1625.208	67.44141	0.962323	0.962532	0.962927	0.960301	0.959821	0.962974	0.963892	0.963055	0.959017	0.967214
30270	-1557.649	-1625.09	67.44141	0.966532	0.966929	0.967138	0.966655	0.964019	0.964937	0.968107	0.964049	0.963211	0.971444
30280	-1557.626	-1625.068	67.44141	0.968954	0.968469	0.969392	0.96979	0.965724	0.965934	0.97419	0.971533	0.970689	0.973878
30290	-1558.051	-1625.492	67.44141	0.981531	0.984756	0.983901	0.981217	0.989604	0.989819	0.985669	0.986074	0.987013	0.98652
30300	-1557.751	-1625.193	67.44141	0.976024	0.976235	0.976636	0.973973	0.973486	0.976684	0.977615	0.976766	0.972671	0.980984
30310	-1558.345	-1625.786	67.44141	0.953289	0.952461	0.960602	0.963759	0.959718	0.957101	0.958013	0.95822	0.957741	0.958134
30320	-1558.375	-1625.816	67.44141	0.95295	0.948955	0.957066	0.957978	0.957146	0.956667	0.95981	0.960204	0.957586	0.957794
30330	-1557.626	-1625.068	67.44141	0.96886	0.964798	0.973045	0.973972	0.973126	0.972639	0.975835	0.976236	0.973573	0.973785
30340	-1557.68	-1625.121	67.44141	0.965013	0.962382	0.962591	0.965753	0.96615	0.96531	0.964828	0.973074	0.974001	0.969918
30350	-1557.66	-1625.101	67.44141	0.965915	0.966125	0.966521	0.963886	0.963404	0.966569	0.96749	0.96665	0.962597	0.970825
30360	-1558.593	-1626.035	67.44141	0.950668	0.949842	0.952963	0.961109	0.958487	0.954469	0.954676	0.955586	0.955978	0.9555
30370	-1557.634	-1625.076	67.44141	0.967662	0.966821	0.975085	0.978289	0.974187	0.971531	0.972456	0.972667	0.972181	0.97258
30380	-1557.675	-1625.117	67.44141	0.973575	0.973786	0.974186	0.971529	0.971043	0.974234	0.975162	0.974315	0.97023	0.978523
