Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
4468	0	-1573.972	-1625.129	51.15772	0.964705	0.96431	0.965156	0.966933	0.964435	0.961574	0.962321	0.965182	0.966255	0.966988
4469	1	-1558.348	-1625.789	67.44141	0.985176	0.982489	0.982702	0.985931	0.986335	0.985479	0.984986	0.993405	0.994351	0.990183
4470	0	-1574.237	-1625.394	51.15772	0.980055	0.980915	0.980514	0.97798	0.979781	0.980542	0.977633	0.978719	0.981629	0.982374
4471	1	-1557.731	-1625.173	67.44141	0.963279	0.962442	0.965605	0.973858	0.971202	0.96713	0.96734	0.968262	0.968659	0.968175
4472	0	-1573.96	-1625.118	51.15772	0.97363	0.971115	0.971869	0.972722	0.973803	0.973404	0.974143	0.975937	0.978838	0.975935
4473	1	-1557.698	-1625.139	67.44141	0.964348	0.96351	0.971746	0.974938	0.970851	0.968204	0.969126	0.969336	0.968852	0.969249
4474	0	-1573.925	-1625.083	51.15772	0.971759	0.971361	0.97315	0.974004	0.971115	0.968605	0.971485	0.97224	0.972978	0.974059
4475	1	-1558.115	-1625.557	67.44141	0.956134	0.956526	0.956734	0.956255	0.953647	0.954556	0.957692	0.953677	0.952849	0.960993
4476	0	-1574.12	-1625.278	51.15772	0.960729	0.961475	0.962543	0.960056	0.960785	0.961628	0.964487	0.964092	0.961232	0.963002
4477	1	-1557.783	-1625.225	67.44141	0.976809	0.985158	0.981028	0.980176	0.981109	0.984333	0.983841	0.981158	0.98156	0.981773
4478	0	-1575.693	-1626.85	51.15772	0.943814	0.941375	0.942106	0.942933	0.943981	0.943594	0.94431	0.946049	0.948862	0.946047
4479	1	-1557.924	-1625.366	67.44141	0.959063	0.959977	0.959497	0.955474	0.955866	0.964036	0.964245	0.963408	0.960781	0.963937
4480	0	-1573.945	-1625.103	51.15772	0.965826	0.96543	0.966278	0.968057	0.965556	0.962691	0.963439	0.966304	0.967378	0.968112
4481	1	-1557.715	-1625.157	67.44141	0.963765	0.96416	0.963678	0.963887	0.964805	0.962174	0.95814	0.961288	0.969505	0.968663
4482	0	-1574.135	-1625.293	51.15772	0.978261	0.979348	0.980091	0.980852	0.983769	0.981227	0.978316	0.979175	0.980978	0.980576
4483	1	-1558.809	-1626.251	67.44141	0.948646	0.949549	0.949075	0.945096	0.945484	0.953565	0.953772	0.952943	0.950345	0.953467
4484	0	-1573.952	-1625.11	51.15772	0.97326	0.972862	0.974653	0.975509	0.972615	0.970101	0.972986	0.973742	0.974481	0.975563
4485	1	-1557.642	-1625.083	67.44141	0.971772	0.972698	0.96862	0.968136	0.976411	0.976812	0.975963	0.976175	0.979382	0.976711
4486	0	-1575.544	-1626.702	51.15772	0.944927	0.942485	0.943218	0.944046	0.945094	0.944707	0.945424	0.947165	0.949981	0.947163
4487	1	-1557.641	-1625.082	67.44141	0.971705	0.971219	0.972144	0.972543	0.968466	0.968676	0.976955	0.974291	0.973445	0.976643
4488	0	-1574.023	-1625.18	51.15772	0.963056	0.964829	0.961967	0.961573	0.964432	0.965279	0.966011	0.963515	0.964585	0.965335
4489	1	-1559.311	-1626.752	67.44141	0.944542	0.947646	0.946823	0.944241	0.952311	0.952518	0.948525	0.948914	0.949818	0.949343
4490	0	-1574.804	-1625.961	51.15772	0.951402	0.952459	0.953182	0.953922	0.956759	0.954286	0.951455	0.952291	0.954044	0.953654
4491	1	-1557.899	-1625.34	67.44141	0.979143	0.979355	0.976684	0.977085	0.980295	0.979805	0.978954	0.979887	0.988262	0.984119
4492	0	-1574.177	-1625.334	51.15772	0.979033	0.976503	0.977361	0.97812	0.97772	0.978806	0.980608	0.981352	0.978441	0.98135
4493	1	-1558.244	-1625.686	67.44141	0.984012	0.984416	0.984629	0.984137	0.981453	0.982388	0.985616	0.981484	0.980631	0.989013
4494	0	-1575.349	-1626.507	51.15772	0.991594	0.991188	0.993013	0.993885	0.990937	0.988376	0.991315	0.992085	0.992838	0.993941
4495	1	-1558.26	-1625.702	67.44141	0.984196	0.98743	0.984737	0.983882	0.984095	0.992507	0.992914	0.988751	0.988257	0.989198
4496	0	-1574.07	-1625.228	51.15772	0.961828	0.958974	0.961826	0.963597	0.964328	0.963933	0.965004	0.965851	0.966602	0.964104
4497	1	-1557.73	-1625.172	67.44141	0.96331	0.960683	0.960891	0.964048	0.964444	0.963606	0.963124	0.971356	0.972282	0.968206
4498	0	-1574.675	-1625.833	51.15772	0.952768	0.955601	0.956326	0.953489	0.954548	0.956306	0.957049	0.956657	0.954185	0.955023
4499	1	-1557.633	-1625.075	67.44141	0.967736	0.970916	0.968268	0.967427	0.967637	0.975907	0.976308	0.972215	0.971729	0.972655
4500	0	-1573.973	-1625.131	51.15772	0.964646	0.962153	0.962998	0.963746	0.963351	0.964421	0.966197	0.96693	0.964062	0.966928
4501	1	-1558.523	-1625.964	67.44141	0.986965	0.990208	0.987508	0.98665	0.986864	0.995299	0.995707	0.991533	0.991037	0.991981
4502	0	-1574.58	-1625.738	51.15772	0.984607	0.985372	0.986466	0.983917	0.984664	0.985528	0.988459	0.988054	0.985123	0.986937
4503	1	-1557.667	-1625.109	67.44141	0.973217	0.973428	0.973827	0.971172	0.970686	0.973875	0.974803	0.973956	0.969873	0.978163
4504	0	-1573.95	-1625.107	51.15772	0.973162	0.974017	0.9715	0.971102	0.971857	0.973646	0.974728	0.971836	0.972573	0.975465
4505	1	-1558.271	-1625.713	67.44141	0.984326	0.98756	0.984867	0.984011	0.984225	0.992637	0.993045	0.988881	0.988387	0.989329
4506	0	-1574.768	-1625.926	51.15772	0.986585	0.989519	0.99027	0.987332	0.988429	0.990249	0.991018	0.990612	0.988053	0.98892
4507	1	-1557.631	-1625.072	67.44141	0.968066	0.968463	0.967979	0.968189	0.969111	0.966468	0.962416	0.965579	0.973832	0.972986
4508	0	-1575.031	-1626.189	51.15772	0.949206	0.949944	0.950999	0.948542	0.949262	0.950095	0.95292	0.95253	0.949704	0.951453
4509	1	-1557.955	-1625.397	67.44141	0.958539	0.958747	0.956132	0.956525	0.959667	0.959188	0.958355	0.959268	0.967467	0.963411
4510	0	-1573.971	-1625.129	51.15772	0.964719	0.961857	0.963628	0.966493	0.966097	0.96683	0.967679	0.968754	0.966251	0.967002
4511	1	-1557.816	-1625.258	67.44141	0.977546	0.973447	0.981768	0.982703	0.98185	0.981359	0.984583	0.984987	0.982301	0.982514
4512	0	-1573.913	-1625.07	51.15772	0.970489	0.96761	0.970487	0.972274	0.973012	0.972613	0.973694	0.974548	0.975306	0.972786
4513	1	-1557.787	-1625.228	67.44141	0.961826	0.957793	0.958706	0.9669	0.966417	0.965577	0.965974	0.969147	0.969358	0.966714
4514	0	-1573.961	-1625.119	51.15772	0.965114	0.966891	0.966495	0.963628	0.964474	0.967341	0.964842	0.965574	0.966324	0.967398
4515	1	-1558.12	-1625.561	67.44141	0.982473	0.99087	0.986716	0.985859	0.986798	0.99004	0.989545	0.986847	0.987252	0.987466
4516	0	-1574.266	-1625.424	51.15772	0.9581	0.959864	0.957016	0.956624	0.959469	0.960311	0.96104	0.958556	0.959621	0.960367
4517	1	-1559.04	-1626.482	67.44141	0.991403	0.99466	0.993796	0.991086	0.999557	0.999774	0.995583	0.995991	0.99694	0.996442
4518	0	-1574.42	-1625.578	51.15772	0.98269	0.983553	0.981011	0.98061	0.981372	0.983179	0.984271	0.981351	0.982095	0.985016
4519	1	-1559.725	-1627.167	67.44141	0.996145	0.997094	0.992913	0.992417	1.0009	1.00131	1.00044	1.00066	1.00395	1.00121
4520	0	-1574.24	-1625.397	51.15772	0.980104	0.981193	0.981956	0.982701	0.980161	0.983076	0.983939	0.98102	0.980618	0.982424
4521	1	-1557.901	-1625.342	67.44141	0.959489	0.955466	0.963633	0.964551	0.963713	0.963231	0.966396	0.966793	0.964156	0.964365
4522	0	-1574.36	-1625.518	51.15772	0.956683	0.953845	0.955601	0.958443	0.95805	0.958777	0.959619	0.960685	0.958202	0.958947
4523	1	-1559.199	-1626.64	67.44141	0.945401	0.946302	0.942334	0.941863	0.949914	0.950303	0.949478	0.949684	0.952804	0.950206
4524	0	-1574.538	-1625.695	51.15772	0.984124	0.984889	0.982344	0.983435	0.984299	0.985046	0.984642	0.98757	0.989388	0.986453
4525	1	-1558.971	-1626.412	67.44141	0.947245	0.946772	0.947673	0.948062	0.944088	0.944293	0.952364	0.949767	0.948942	0.952059
4526	0	-1573.914	-1625.072	51.15772	0.970721	0.972509	0.972111	0.969227	0.970078	0.972962	0.970448	0.971184	0.971939	0.973019
4527	1	-1558.663	-1626.104	67.44141	0.949995	0.950201	0.94761	0.947999	0.951114	0.950638	0.949812	0.950717	0.958843	0.954824
4528	0	-1574.19	-1625.348	51.15772	0.979275	0.980363	0.981124	0.981869	0.979332	0.982244	0.983106	0.980189	0.979788	0.981592
4529	1	-1557.626	-1625.068	67.44141	0.968937	0.969147	0.969545	0.966901	0.966418	0.969593	0.970517	0.969674	0.965609	0.973862
4530	0	-1574.202	-1625.36	51.15772	0.97948	0.980224	0.983138	0.98423	0.98131	0.982073	0.983881	0.981339	0.980937	0.981798
4531	1	-1558.115	-1625.556	67.44141	0.982405	0.983341	0.979219	0.978729	0.987095	0.9875	0.986642	0.986856	0.990099	0.987398
4532	0	-1573.973	-1625.131	51.15772	0.974115	0.97497	0.972451	0.972053	0.972808	0.974599	0.975682	0.972787	0.973525	0.97642
4533	1	-1558.276	-1625.718	67.44141	0.954083	0.95429	0.951687	0.952078	0.955206	0.954729	0.953899	0.954808	0.962969	0.958932
4534	0	-1574.115	-1625.273	51.15772	0.977854	0.980761	0.981505	0.978593	0.979681	0.981484	0.982247	0.981845	0.979308	0.980168
4535	1	-1557.793	-1625.234	67.44141	0.961687	0.964847	0.962216	0.96138	0.961589	0.969808	0.970206	0.966138	0.965655	0.966575
4536	0	-1574.644	-1625.802	51.15772	0.953111	0.953852	0.951387	0.952444	0.95328	0.954003	0.953612	0.956448	0.958209	0.955366
4537	1	-1557.841	-1625.282	67.44141	0.978044	0.981257	0.978582	0.977732	0.977944	0.986303	0.986707	0.982571	0.982079	0.983015
4538	0	-1574.351	-1625.509	51.15772	0.956808	0.95857	0.955726	0.955335	0.958176	0.959017	0.959745	0.957265	0.958328	0.959073
4539	1	-1558.584	-1626.025	67.44141	0.987548	0.988489	0.984344	0.983852	0.992262	0.992669	0.991807	0.992022	0.995281	0.992567
4540	0	-1574.027	-1625.185	51.15772	0.975807	0.972912	0.974704	0.977602	0.977202	0.977943	0.978802	0.979889	0.977357	0.978117
4541	1	-1557.8	-1625.241	67.44141	0.961525	0.962441	0.958406	0.957926	0.966114	0.966511	0.965671	0.965881	0.969054	0.966412
4542	0	-1574.086	-1625.244	51.15772	0.961458	0.962302	0.961908	0.959422	0.961189	0.961936	0.959082	0.960147	0.963002	0.963733
4543	1	-1557.627	-1625.069	67.44141	0.970193	0.969351	0.977636	0.980848	0.976736	0.974072	0.975	0.975212	0.974724	0.975124
4544	0	-1574.19	-1625.348	51.15772	0.979276	0.981079	0.980677	0.977768	0.978626	0.981536	0.979	0.979743	0.980504	0.981593
4545	1	-1557.788	-1625.229	67.44141	0.976912	0.977843	0.977354	0.973257	0.973656	0.981978	0.982191	0.981338	0.978662	0.981878
4546	0	-1574.056	-1625.214	51.15772	0.962169	0.96503	0.965762	0.962897	0.963967	0.965742	0.966492	0.966097	0.9636	0.964446
4547	1	-1559.304	-1626.745	67.44141	0.993341	0.993748	0.993964	0.993467	0.990758	0.991701	0.99496	0.990788	0.989928	0.998389
4548	0	-1574.193	-1625.351	51.15772	0.959323	0.962175	0.962905	0.960049	0.961115	0.962885	0.963633	0.963239	0.96075	0.961593
4549	1	-1557.666	-1625.107	67.44141	0.965637	0.963004	0.966168	0.966378	0.965538	0.965935	0.974191	0.973704	0.969622	0.970545
4550	0	-1573.913	-1625.071	51.15772	0.970537	0.971615	0.972352	0.973107	0.976001	0.973479	0.970591	0.971443	0.973232	0.972833
4551	1	-1558.068	-1625.509	67.44141	0.956803	0.952791	0.960935	0.961851	0.961015	0.960535	0.963691	0.964086	0.961457	0.961666
4552	0	-1573.923	-1625.081	51.15772	0.971576	0.972331	0.969819	0.970896	0.971748	0.972486	0.972087	0.974978	0.976773	0.973875
4553	1	-1557.715	-1625.156	67.44141	0.963767	0.964162	0.964371	0.963889	0.96126	0.962176	0.965337	0.96129	0.960456	0.968665
4554	0	-1574.825	-1625.983	51.15772	0.951182	0.952017	0.949557	0.949168	0.949906	0.951655	0.952712	0.949886	0.950607	0.953433
4555	1	-1559.639	-1627.081	67.44141	0.995598	0.995814	0.996223	0.993506	0.993009	0.996272	0.997221	0.996355	0.992178	1.00066
4556	0	-1574.576	-1625.734	51.15772	0.984566	0.985331	0.986425	0.983877	0.984623	0.985487	0.988418	0.988013	0.985082	0.986896
4557	1	-1557.638	-1625.08	67.44141	0.967287	0.963232	0.971465	0.97239	0.971546	0.97106	0.97425	0.97465	0.971992	0.972203
4558	0	-1573.981	-1625.139	51.15772	0.974403	0.975142	0.978041	0.979128	0.976223	0.976982	0.978781	0.976252	0.975852	0.976708
4559	1	-1558.179	-1625.621	67.44141	0.983229	0.991633	0.987476	0.986618	0.987558	0.990803	0.990307	0.987607	0.988012	0.988226
4560	0	-1573.919	-1625.077	51.15772	0.967537	0.968272	0.969347	0.972229	0.972985	0.970098	0.967592	0.969373	0.970224	0.969827
4561	1	-1557.666	-1625.107	67.44141	0.973146	0.976344	0.973681	0.972835	0.973046	0.981363	0.981766	0.97765	0.977161	0.978092
4562	0	-1573.963	-1625.121	51.15772	0.965024	0.964629	0.965476	0.967253	0.964754	0.961892	0.962639	0.965502	0.966574	0.967308
4563	1	-1557.723	-1625.164	67.44141	0.975222	0.975622	0.975834	0.975346	0.972686	0.973613	0.976811	0.972716	0.971871	0.980178
4564	0	-1573.952	-1625.109	51.15772	0.965528	0.966261	0.967334	0.97021	0.970964	0.968084	0.965582	0.96736	0.968209	0.967813
4565	1	-1557.69	-1625.131	67.44141	0.96463	0.964147	0.965066	0.965462	0.961414	0.961623	0.969842	0.967197	0.966357	0.969532
4566	0	-1574.771	-1625.929	51.15772	0.986622	0.984073	0.984936	0.985702	0.985298	0.986393	0.988209	0.988959	0.986025	0.988957
4567	1	-1558.736	-1626.178	67.44141	0.949306	0.945326	0.946227	0.954314	0.953837	0.953009	0.9534	0.956533	0.95674	0.954131
4568	0	-1575.116	-1626.274	51.15772	0.989743	0.991566	0.99116	0.988219	0.989087	0.992028	0.989464	0.990215	0.990985	0.992085
4569	1	-1557.648	-1625.089	67.44141	0.972201	0.9726	0.972811	0.972324	0.969673	0.970596	0.973785	0.969703	0.968861	0.977142
4570	0	-1573.91	-1625.068	51.15772	0.969891	0.969494	0.971279	0.972132	0.969248	0.966744	0.969618	0.970372	0.971108	0.972187
4571	1	-1557.639	-1625.081	67.44141	0.967205	0.967415	0.967812	0.965173	0.96469	0.967859	0.968782	0.96794	0.963882	0.972121
4572	0	-1573.933	-1625.09	51.15772	0.97226	0.972998	0.975891	0.976975	0.974077	0.974834	0.976629	0.974105	0.973706	0.974561
4573	1	-1557.684	-1625.125	67.44141	0.973918	0.971262	0.971472	0.974664	0.975064	0.974217	0.97373	0.982053	0.982989	0.978868
4574	0	-1573.909	-1625.067	51.15772	0.969492	0.966616	0.96949	0.971275	0.972012	0.971614	0.972693	0.973547	0.974304	0.971786
4575	1	-1557.82	-1625.262	67.44141	0.96107	0.960235	0.968442	0.971624	0.967551	0.964912	0.965831	0.966041	0.965558	0.965954
4576	0	-1574.153	-1625.311	51.15772	0.978598	0.981508	0.982253	0.979339	0.980427	0.982232	0.982995	0.982593	0.980054	0.980914
4577	1	-1557.992	-1625.433	67.44141	0.957947	0.958859	0.95838	0.954362	0.954754	0.962914	0.963123	0.962287	0.959662	0.962815
4578	0	-1574.163	-1625.321	51.15772	0.978791	0.979878	0.980622	0.981384	0.984302	0.981758	0.978846	0.979705	0.981509	0.981107
4579	1	-1557.626	-1625.067	67.44141	0.969424	0.970347	0.969862	0.965796	0.966193	0.974451	0.974662	0.973816	0.97116	0.974351
4580	0	-1574.208	-1625.365	51.15772	0.959071	0.956226	0.959069	0.960835	0.961564	0.961171	0.962238	0.963083	0.963831	0.961341
4581	1	-1557.626	-1625.068	67.44141	0.968875	0.968034	0.976308	0.979516	0.975409	0.972749	0.973676	0.973887	0.9734	0.9738
4582	0	-1574.618	-1625.776	51.15772	0.953404	0.954463	0.955205	0.95593	0.95346	0.956295	0.957134	0.954295	0.953904	0.955661
4583	1	-1557.824	-1625.265	67.44141	0.961001	0.95838	0.961529	0.961738	0.960902	0.961297	0.969513	0.969029	0.964966	0.965885
4584	0	-1574.871	-1626.029	51.15772	0.950726	0.950336	0.951171	0.952922	0.95046	0.94764	0.948377	0.951196	0.952253	0.952976
4585	1	-1557.678	-1625.119	67.44141	0.965106	0.962474	0.965636	0.965845	0.965007	0.965403	0.973654	0.973167	0.969088	0.970011
4586	0	-1573.928	-1625.086	51.15772	0.966839	0.967573	0.97045	0.971528	0.968646	0.969399	0.971184	0.968674	0.968277	0.969127
4587	1	-1561.464	-1628.906	67.44141	0.931435	0.930969	0.931856	0.932239	0.92833	0.928532	0.936468	0.933914	0.933103	0.936169
4588	0	-1574	-1625.158	51.15772	0.975024	0.975782	0.976866	0.974342	0.975081	0.975937	0.978839	0.978438	0.975536	0.977332
4589	1	-1558.203	-1625.644	67.44141	0.954989	0.963151	0.959113	0.95828	0.959193	0.962345	0.961864	0.959241	0.959634	0.959842
4590	0	-1574.014	-1625.171	51.15772	0.975437	0.978337	0.975435	0.976175	0.977972	0.979059	0.978658	0.979418	0.980278	0.977745
4591	1	-1558.053	-1625.495	67.44141	0.95701	0.957403	0.956924	0.957132	0.958044	0.955431	0.951426	0.954552	0.96271	0.961874
4592	0	-1574.001	-1625.159	51.15772	0.975072	0.974672	0.975528	0.977324	0.974799	0.971907	0.972662	0.975554	0.976638	0.977379
4593	1	-1557.819	-1625.261	67.44141	0.977608	0.97782	0.978221	0.975554	0.975066	0.97827	0.979202	0.978351	0.97425	0.982577
4594	0	-1573.913	-1625.071	51.15772	0.970561	0.967682	0.970559	0.972347	0.973084	0.972686	0.973766	0.974621	0.975379	0.972858
4595	1	-1558.322	-1625.764	67.44141	0.984895	0.985109	0.985513	0.982826	0.982334	0.985562	0.986501	0.985644	0.981512	0.989901
4596	0	-1574.618	-1625.775	51.15772	0.985024	0.985789	0.983242	0.984334	0.985199	0.985946	0.985542	0.988473	0.990293	0.987355
4597	1	-1558.273	-1625.715	67.44141	0.984348	0.992762	0.9919	0.987741	0.990987	0.991931	0.989226	0.988731	0.988945	0.989351
4598	0	-1574.101	-1625.259	51.15772	0.977574	0.97866	0.97942	0.980163	0.97763	0.980537	0.981398	0.978487	0.978086	0.979887
4599	1	-1557.778	-1625.22	67.44141	0.962029	0.962945	0.962464	0.958429	0.958822	0.967018	0.967227	0.966387	0.963752	0.966918
4600	0	-1574.141	-1625.299	51.15772	0.978382	0.979142	0.98023	0.977697	0.978439	0.979298	0.98221	0.981808	0.978895	0.980697
4601	1	-1560.38	-1627.821	67.44141	0.999982	0.997255	0.997471	1.00075	1.00116	1.00029	0.999789	1.00833	1.0093	1.00506
4602	0	-1574.04	-1625.197	51.15772	0.976139	0.97688	0.979785	0.980873	0.977963	0.978723	0.980525	0.977992	0.977591	0.978449
4603	1	-1558.122	-1625.563	67.44141	0.956046	0.956957	0.952945	0.952468	0.960609	0.961004	0.960169	0.960377	0.963533	0.960905
4604	0	-1574.375	-1625.533	51.15772	0.982094	0.985014	0.985762	0.982837	0.983929	0.985741	0.986507	0.986103	0.983555	0.984418
4605	1	-1557.635	-1625.077	67.44141	0.967554	0.970733	0.96989	0.967245	0.975512	0.975724	0.971633	0.972032	0.972958	0.972472
4606	0	-1574.032	-1625.189	51.15772	0.962804	0.962409	0.964182	0.965028	0.962165	0.959679	0.962533	0.96328	0.964011	0.965082
4607	1	-1557.865	-1625.306	67.44141	0.978519	0.977669	0.980882	0.989265	0.986568	0.982432	0.982645	0.983581	0.983984	0.983493
4608	0	-1574.091	-1625.249	51.15772	0.961346	0.960953	0.962722	0.963567	0.960709	0.958226	0.961075	0.961822	0.962552	0.963621
4609	1	-1557.678	-1625.12	67.44141	0.973688	0.974088	0.973601	0.973812	0.974739	0.972081	0.968006	0.971186	0.979487	0.978637
4610	0	-1574.284	-1625.442	51.15772	0.980794	0.981556	0.982646	0.980107	0.980851	0.981712	0.984631	0.984228	0.981308	0.983115
4611	1	-1557.779	-1625.22	67.44141	0.976711	0.977112	0.976623	0.976835	0.977766	0.975099	0.971011	0.974202	0.982528	0.981675
4612	0	-1573.91	-1625.068	51.15772	0.969967	0.970703	0.973589	0.97467	0.971779	0.972534	0.974325	0.971807	0.971409	0.972262
4613	1	-1558.028	-1625.469	67.44141	0.957393	0.956561	0.959704	0.967907	0.965267	0.961221	0.961429	0.962345	0.96274	0.962259
4614	0	-1574.634	-1625.791	51.15772	0.985199	0.985947	0.988878	0.989977	0.98704	0.987807	0.989626	0.987069	0.986664	0.987531
4615	1	-1557.661	-1625.102	67.44141	0.972916	0.981232	0.977118	0.976269	0.977199	0.98041	0.97992	0.977248	0.977649	0.977861
4616	0	-1574.433	-1625.591	51.15772	0.955675	0.953206	0.953946	0.954784	0.955844	0.955453	0.956178	0.957939	0.960787	0.957937
4617	1	-1558.082	-1625.524	67.44141	0.981967	0.98218	0.979502	0.979904	0.983123	0.982632	0.981778	0.982713	0.991113	0.986958
4618	0	-1574.181	-1625.339	51.15772	0.97911	0.97658	0.977438	0.978197	0.977797	0.978883	0.980685	0.981429	0.978518	0.981427
4619	1	-1557.702	-1625.144	67.44141	0.96419	0.965108	0.961062	0.960581	0.968792	0.969189	0.968348	0.968558	0.97174	0.96909
4620	0	-1574.022	-1625.179	51.15772	0.963087	0.963933	0.961442	0.961048	0.961795	0.963566	0.964636	0.961775	0.962504	0.965366
4621	1	-1557.631	-1625.072	67.44141	0.970776	0.970291	0.971215	0.971614	0.96754	0.96775	0.976022	0.97336	0.972515	0.97571
4622	0	-1573.91	-1625.068	51.15772	0.968762	0.971643	0.97238	0.969495	0.970572	0.972359	0.973115	0.972716	0.970203	0.971055
4623	1	-1559.284	-1626.725	67.44141	0.993201	1.00169	0.997491	0.996624	0.997574	1.00085	1.00035	0.997623	0.998032	0.998249
4624	0	-1573.944	-1625.101	51.15772	0.972863	0.973944	0.9747	0.97544	0.97292	0.975812	0.976669	0.973772	0.973373	0.975165
4625	1	-1558.179	-1625.62	67.44141	0.955291	0.954462	0.96262	0.965783	0.961734	0.959111	0.960025	0.960233	0.959753	0.960147
4626	0	-1574.668	-1625.826	51.15772	0.952839	0.953676	0.953285	0.950822	0.952573	0.953313	0.950485	0.951541	0.95437	0.955094
4627	1	-1558.658	-1626.1	67.44141	0.98823	0.984087	0.992498	0.993443	0.992581	0.992084	0.995344	0.995752	0.993037	0.993252
4628	0	-1574.395	-1625.553	51.15772	0.956193	0.957033	0.95456	0.954169	0.95491	0.956669	0.957731	0.95489	0.955615	0.958456
4629	1	-1558.061	-1625.502	67.44141	0.956903	0.960047	0.959213	0.956597	0.964773	0.964983	0.960937	0.961331	0.962247	0.961766
4630	0	-1576.069	-1627.227	51.15772	0.99652	0.993946	0.994718	0.995591	0.996697	0.996289	0.997045	0.998881	1.00185	0.998879
4631	1	-1557.629	-1625.071	67.44141	0.970545	0.966476	0.974736	0.975665	0.974818	0.97433	0.977531	0.977933	0.975266	0.975477
4632	0	-1574.881	-1626.038	51.15772	0.987668	0.988436	0.985882	0.986977	0.987843	0.988593	0.988188	0.991126	0.992951	0.990006
4633	1	-1563.893	-1631.334	67.44141	0.920387	0.923411	0.922609	0.920093	0.927957	0.928158	0.924267	0.924646	0.925527	0.925064
4634	0	-1574.516	-1625.674	51.15772	0.954617	0.954227	0.955064	0.956823	0.95435	0.951519	0.952259	0.95509	0.956151	0.956877
4635	1	-1557.774	-1625.215	67.44141	0.976581	0.97979	0.978939	0.976269	0.984614	0.984827	0.980698	0.981101	0.982035	0.981544
4636	0	-1573.913	-1625.071	51.15772	0.968197	0.971076	0.968195	0.968929	0.970714	0.971792	0.971394	0.972149	0.973002	0.970488
4637	1	-1558.044	-1625.486	67.44141	0.957148	0.960293	0.959459	0.956842	0.965021	0.96523	0.961184	0.961578	0.962494	0.962013
4638	0	-1573.932	-1625.089	51.15772	0.972193	0.973984	0.971094	0.970696	0.973583	0.974437	0.975177	0.972657	0.973737	0.974494
4639	1	-1557.907	-1625.348	67.44141	0.959375	0.958542	0.966735	0.969912	0.965845	0.963211	0.964129	0.964338	0.963856	0.964251
4640	0	-1574.039	-1625.196	51.15772	0.976113	0.976853	0.979758	0.980846	0.977936	0.978696	0.980498	0.977965	0.977564	0.978423
4641	1	-1557.626	-1625.068	67.44141	0.968852	0.969062	0.96946	0.966816	0.966333	0.969508	0.970431	0.969588	0.965523	0.973776
4642	0	-1574.486	-1625.644	51.15772	0.983509	0.98532	0.982397	0.981995	0.984915	0.98578	0.986528	0.983978	0.985071	0.985837
4643	1	-1558.366	-1625.807	67.44141	0.985367	0.985581	0.985985	0.983296	0.982805	0.986034	0.986973	0.986116	0.981982	0.990375
4644	0	-1574.5	-1625.658	51.15772	0.95481	0.954419	0.956176	0.957016	0.954177	0.951711	0.954541	0.955283	0.956008	0.95707
4645	1	-1558.48	-1625.921	67.44141	0.986544	0.982408	0.983344	0.991749	0.991253	0.990393	0.990799	0.994054	0.99427	0.991559
4646	0	-1574.788	-1625.945	51.15772	0.951565	0.952304	0.953362	0.950899	0.95162	0.952456	0.955288	0.954897	0.952064	0.953817
4647	1	-1557.978	-1625.419	67.44141	0.980451	0.980853	0.980363	0.980575	0.98151	0.978833	0.974729	0.977932	0.98629	0.985434
4648	0	-1574.776	-1625.933	51.15772	0.986662	0.983735	0.98666	0.988477	0.989227	0.988822	0.98992	0.990789	0.991559	0.988997
4649	1	-1558.555	-1625.996	67.44141	0.951047	0.954171	0.951569	0.950743	0.950949	0.959077	0.959471	0.955448	0.95497	0.95588
4650	0	-1574.259	-1625.417	51.15772	0.958211	0.959975	0.957127	0.956735	0.95958	0.960423	0.961151	0.958668	0.959733	0.960478
4651	1	-1557.651	-1625.093	67.44141	0.966396	0.974656	0.97057	0.969727	0.970651	0.97384	0.973353	0.970699	0.971097	0.971308
4652	0	-1573.924	-1625.082	51.15772	0.971665	0.972744	0.973482	0.974239	0.977136	0.974611	0.971719	0.972573	0.974363	0.973964
4653	1	-1557.638	-1625.08	67.44141	0.97152	0.972446	0.97196	0.967885	0.968282	0.976558	0.97677	0.975922	0.973261	0.976458
4654	0	-1574.094	-1625.251	51.15772	0.977406	0.974507	0.977404	0.979204	0.979947	0.979546	0.980634	0.981495	0.982257	0.979719
4655	1	-1560.132	-1627.573	67.44141	0.998589	1.00712	1.0029	1.00203	1.00299	1.00628	1.00578	1.00304	1.00345	1.00366
4656	0	-1574.023	-1625.181	51.15772	0.963046	0.960189	0.963044	0.964817	0.965549	0.965154	0.966226	0.967074	0.967825	0.965325
4657	1	-1557.868	-1625.309	67.44141	0.960106	0.959626	0.96002	0.960935	0.961143	0.957114	0.954503	0.962662	0.965825	0.964986
4658	0	-1573.923	-1625.08	51.15772	0.967228	0.967979	0.965478	0.966551	0.967399	0.968133	0.967737	0.970614	0.972401	0.969517
4659	1	-1557.657	-1625.098	67.44141	0.9727	0.971855	0.980162	0.983382	0.97926	0.976589	0.977519	0.977732	0.977243	0.977644
4660	0	-1573.978	-1625.136	51.15772	0.974295	0.976089	0.973194	0.972795	0.975688	0.976544	0.977285	0.97476	0.975843	0.976601
