Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
190	0	-1573.909	-1625.067	51.15772	0.96955	0.967045	0.967894	0.968646	0.968249	0.969325	0.97111	0.971846	0.968963	0.971844
191	1	-1557.708	-1625.149	67.44141	0.974757	0.975686	0.971595	0.971109	0.97941	0.979812	0.978961	0.979173	0.98239	0.979711
192	0	-1574.678	-1625.835	51.15772	0.985665	0.986531	0.983982	0.983579	0.984343	0.986155	0.987251	0.984322	0.985069	0.987998
193	1	-1557.875	-1625.316	67.44141	0.959972	0.96018	0.957562	0.957955	0.961102	0.960621	0.959787	0.960701	0.968913	0.964851
194	0	-1574.378	-1625.536	51.15772	0.982137	0.983228	0.983992	0.984739	0.982194	0.985115	0.985979	0.983054	0.982652	0.984461
195	1	-1557.855	-1625.297	67.44141	0.978332	0.97423	0.975158	0.983493	0.983002	0.982148	0.982551	0.985779	0.985993	0.983304
196	0	-1574.19	-1625.348	51.15772	0.95938	0.960107	0.961174	0.964032	0.964781	0.961919	0.959433	0.9612	0.962044	0.96165
197	1	-1557.635	-1625.077	67.44141	0.96757	0.96778	0.96514	0.965536	0.968709	0.968224	0.967384	0.968305	0.976582	0.972487
198	0	-1574.752	-1625.91	51.15772	0.986428	0.983879	0.984644	0.985508	0.986603	0.986199	0.986947	0.988764	0.991704	0.988762
199	1	-1557.893	-1625.335	67.44141	0.959624	0.957008	0.960152	0.96036	0.959526	0.95992	0.968125	0.967641	0.963584	0.964502
200	0	-1574.198	-1625.356	51.15772	0.979407	0.982319	0.979405	0.980148	0.981953	0.983043	0.982641	0.983404	0.984268	0.981724
201	1	-1560.125	-1627.567	67.44141	0.938976	0.935039	0.943031	0.94393	0.94311	0.942638	0.945735	0.946124	0.943543	0.943748
202	0	-1574.337	-1625.495	51.15772	0.98157	0.982432	0.979893	0.979492	0.980253	0.982058	0.983149	0.980232	0.980976	0.983893
203	1	-1558.025	-1625.466	67.44141	0.957438	0.957831	0.958039	0.95756	0.954949	0.955858	0.958999	0.954978	0.954149	0.962304
204	0	-1573.912	-1625.069	51.15772	0.968476	0.969552	0.970288	0.971042	0.973929	0.971413	0.968531	0.969381	0.971166	0.970768
205	1	-1559.297	-1626.739	67.44141	0.944645	0.945545	0.945072	0.94111	0.941496	0.949544	0.94975	0.948925	0.946337	0.949446
206	0	-1573.935	-1625.092	51.15772	0.972374	0.975266	0.976006	0.97311	0.974191	0.975985	0.976743	0.976343	0.97382	0.974675
207	1	-1557.815	-1625.256	67.44141	0.977509	0.973411	0.974338	0.982666	0.982175	0.981322	0.981724	0.98495	0.985164	0.982477
208	0	-1574.967	-1626.125	51.15772	0.98846	0.991399	0.992151	0.989208	0.990306	0.99213	0.992901	0.992494	0.98993	0.990799
209	1	-1558.213	-1625.654	67.44141	0.983636	0.992043	0.991182	0.987026	0.990269	0.991213	0.98851	0.988015	0.98823	0.988635
210	0	-1574.077	-1625.235	51.15772	0.961663	0.96241	0.959923	0.960989	0.961833	0.962563	0.962169	0.96503	0.966807	0.963938
211	1	-1558.28	-1625.721	67.44141	0.984423	0.987658	0.984964	0.984109	0.984322	0.992736	0.993143	0.988979	0.988485	0.989427
212	0	-1573.993	-1625.151	51.15772	0.963953	0.964799	0.964404	0.961912	0.963684	0.964432	0.961571	0.962639	0.965502	0.966234
213	1	-1557.701	-1625.142	67.44141	0.964235	0.960193	0.961107	0.969322	0.968838	0.967996	0.968394	0.971575	0.971786	0.969136
214	0	-1574.167	-1625.325	51.15772	0.978859	0.980661	0.977752	0.977351	0.980257	0.981118	0.981862	0.979325	0.980413	0.981175
215	1	-1558.107	-1625.549	67.44141	0.956244	0.959386	0.958552	0.955938	0.964109	0.964318	0.960275	0.96067	0.961585	0.961104
216	0	-1573.989	-1625.147	51.15772	0.964088	0.961597	0.962344	0.963189	0.964259	0.963864	0.964595	0.966371	0.969245	0.966369
217	1	-1557.763	-1625.204	67.44141	0.976313	0.976714	0.976225	0.976437	0.977367	0.974702	0.970615	0.973804	0.982128	0.981275
218	0	-1573.992	-1625.15	51.15772	0.963979	0.963584	0.965358	0.966206	0.963339	0.96085	0.963707	0.964456	0.965188	0.96626
219	1	-1558.177	-1625.618	67.44141	0.955319	0.95449	0.957626	0.965811	0.963177	0.959139	0.959347	0.960261	0.960655	0.960175
220	0	-1573.913	-1625.071	51.15772	0.96821	0.965708	0.966556	0.967307	0.966911	0.967985	0.969767	0.970503	0.967624	0.970501
221	1	-1557.652	-1625.094	67.44141	0.96633	0.969505	0.966861	0.966021	0.966231	0.974489	0.974889	0.970802	0.970317	0.971241
222	0	-1574.159	-1625.317	51.15772	0.959958	0.961025	0.961754	0.962501	0.965363	0.962869	0.960012	0.960855	0.962624	0.96223
223	1	-1558.085	-1625.526	67.44141	0.982006	0.981515	0.98245	0.982853	0.978733	0.978945	0.987313	0.98462	0.983765	0.986997
224	0	-1573.914	-1625.072	51.15772	0.968126	0.968861	0.969937	0.972821	0.973577	0.970689	0.96818	0.969963	0.970815	0.970417
225	1	-1557.678	-1625.119	67.44141	0.973662	0.976861	0.976012	0.973351	0.98167	0.981883	0.977767	0.978168	0.9791	0.97861
226	0	-1574.709	-1625.866	51.15772	0.952398	0.953456	0.954197	0.954921	0.952453	0.955285	0.956124	0.953288	0.952897	0.954652
227	1	-1557.963	-1625.404	67.44141	0.980212	0.980614	0.980827	0.980336	0.977663	0.978594	0.981809	0.977693	0.976844	0.985193
228	0	-1574.004	-1625.162	51.15772	0.975149	0.975888	0.97879	0.979877	0.97697	0.97773	0.97953	0.976999	0.976599	0.977456
229	1	-1557.64	-1625.082	67.44141	0.96712	0.968041	0.963983	0.963501	0.971736	0.972135	0.971291	0.971502	0.974694	0.972035
230	0	-1574.13	-1625.287	51.15772	0.960534	0.960141	0.960984	0.962753	0.960266	0.957417	0.958161	0.96101	0.962077	0.962807
231	1	-1557.806	-1625.247	67.44141	0.961392	0.9616	0.961995	0.959371	0.958892	0.962042	0.962959	0.962122	0.958089	0.966278
232	0	-1573.91	-1625.068	51.15772	0.970021	0.969623	0.970475	0.972262	0.969749	0.966872	0.967624	0.970501	0.971579	0.972316
233	1	-1557.645	-1625.086	67.44141	0.966816	0.966333	0.966729	0.96765	0.96786	0.963802	0.961174	0.96939	0.972575	0.97173
234	0	-1573.913	-1625.07	51.15772	0.970461	0.971539	0.972276	0.973032	0.975925	0.973403	0.970515	0.971367	0.973156	0.972757
235	1	-1557.746	-1625.188	67.44141	0.962854	0.971084	0.967013	0.966173	0.967093	0.970271	0.969786	0.967141	0.967538	0.967748
236	0	-1573.909	-1625.067	51.15772	0.969195	0.970979	0.970582	0.967702	0.968552	0.971432	0.968922	0.969657	0.97041	0.971488
237	1	-1558.124	-1625.565	67.44141	0.95602	0.956228	0.95662	0.954011	0.953534	0.956667	0.957579	0.956747	0.952736	0.960879
238	0	-1573.91	-1625.068	51.15772	0.968759	0.968362	0.969212	0.970997	0.968488	0.965615	0.966365	0.969238	0.970315	0.971051
239	1	-1558.71	-1626.151	67.44141	0.988688	0.988194	0.989135	0.989541	0.985392	0.985606	0.99403	0.99132	0.990459	0.993713
240	0	-1574.286	-1625.444	51.15772	0.980825	0.982631	0.979716	0.979315	0.982227	0.983089	0.983835	0.981293	0.982383	0.983147
241	1	-1557.717	-1625.158	67.44141	0.96371	0.971947	0.967872	0.967031	0.967953	0.971133	0.970647	0.968	0.968398	0.968608
242	0	-1573.936	-1625.093	51.15772	0.966354	0.965959	0.966807	0.968587	0.966084	0.963218	0.963966	0.966833	0.967907	0.968641
243	1	-1557.671	-1625.112	67.44141	0.973375	0.974303	0.970218	0.969733	0.978021	0.978423	0.977573	0.977785	0.980998	0.978322
244	0	-1574.1	-1625.258	51.15772	0.977549	0.978291	0.979378	0.98229	0.983053	0.980137	0.977604	0.979404	0.980264	0.979863
245	1	-1557.685	-1625.126	67.44141	0.973946	0.973459	0.973859	0.974786	0.974998	0.97091	0.968263	0.976539	0.979747	0.978896
246	0	-1574.004	-1625.162	51.15772	0.975158	0.975898	0.976982	0.979887	0.980649	0.977739	0.975213	0.977009	0.977866	0.977466
247	1	-1557.627	-1625.068	67.44141	0.970088	0.97838	0.97753	0.973432	0.97663	0.977561	0.974895	0.974407	0.974619	0.975019
248	0	-1573.909	-1625.067	51.15772	0.969616	0.972499	0.973237	0.970349	0.971427	0.973216	0.973972	0.973573	0.971058	0.97191
249	1	-1558.425	-1625.866	67.44141	0.985987	0.985131	0.988367	0.996815	0.994097	0.989929	0.990144	0.991087	0.991494	0.990998
250	0	-1573.91	-1625.067	51.15772	0.969722	0.969325	0.970176	0.971962	0.969451	0.966575	0.967326	0.970202	0.97128	0.972017
251	1	-1557.727	-1625.168	67.44141	0.963403	0.971638	0.970794	0.966724	0.9699	0.970824	0.968176	0.967692	0.967902	0.9683
252	0	-1574.306	-1625.464	51.15772	0.981121	0.980719	0.98158	0.983388	0.980847	0.977937	0.978697	0.981607	0.982697	0.983443
253	1	-1557.983	-1625.424	67.44141	0.958091	0.958299	0.958693	0.956078	0.9556	0.95874	0.959653	0.95882	0.9548	0.962961
254	0	-1574.415	-1625.573	51.15772	0.955915	0.956641	0.957703	0.960551	0.961297	0.958445	0.955969	0.957729	0.95857	0.958177
255	1	-1557.659	-1625.101	67.44141	0.96596	0.96617	0.963535	0.963931	0.967098	0.966614	0.965775	0.966695	0.974957	0.97087
256	0	-1574.693	-1625.851	51.15772	0.985829	0.986924	0.987691	0.98844	0.985886	0.988818	0.989686	0.98675	0.986346	0.988162
257	1	-1558.052	-1625.493	67.44141	0.981544	0.981947	0.981456	0.981669	0.982604	0.979924	0.975816	0.979022	0.98739	0.986532
258	0	-1575.109	-1626.267	51.15772	0.98968	0.990549	0.990143	0.987585	0.989403	0.990172	0.987234	0.988331	0.99127	0.992022
259	1	-1558.604	-1626.045	67.44141	0.950561	0.953684	0.951083	0.950257	0.950464	0.958588	0.958981	0.954961	0.954483	0.955392
260	0	-1574.018	-1625.176	51.15772	0.963188	0.966052	0.966785	0.963917	0.964988	0.966765	0.967516	0.96712	0.964621	0.965468
261	1	-1557.653	-1625.094	67.44141	0.972477	0.973404	0.972917	0.968838	0.969236	0.97752	0.977732	0.976883	0.974219	0.97742
262	0	-1574.095	-1625.253	51.15772	0.961269	0.961998	0.964859	0.96593	0.963065	0.963813	0.965588	0.963093	0.962699	0.963544
263	1	-1557.717	-1625.158	67.44141	0.975034	0.975245	0.972585	0.972985	0.976181	0.975693	0.974846	0.975775	0.984115	0.979989
264	0	-1574.164	-1625.322	51.15772	0.959857	0.959464	0.961231	0.962074	0.95922	0.956742	0.959586	0.960332	0.961061	0.962128
265	1	-1558.168	-1625.609	67.44141	0.955437	0.951432	0.959564	0.960478	0.959644	0.959164	0.962316	0.962711	0.960085	0.960293
266	0	-1573.92	-1625.077	51.15772	0.971292	0.973081	0.972682	0.969797	0.970648	0.973534	0.971019	0.971755	0.97251	0.973591
267	1	-1557.972	-1625.414	67.44141	0.980362	0.977689	0.977901	0.981114	0.981517	0.980664	0.980174	0.988552	0.989493	0.985345
268	0	-1575.781	-1626.939	51.15772	0.943174	0.944911	0.942108	0.941722	0.944522	0.945351	0.946069	0.943624	0.944672	0.945406
269	1	-1557.63	-1625.071	67.44141	0.970591	0.970989	0.970504	0.970714	0.971639	0.968989	0.964927	0.968097	0.976372	0.975524
270	0	-1573.942	-1625.1	51.15772	0.972777	0.973857	0.974596	0.975353	0.978253	0.975726	0.972831	0.973685	0.975478	0.975079
271	1	-1557.865	-1625.307	67.44141	0.960152	0.956127	0.957037	0.965217	0.964735	0.963897	0.964293	0.967461	0.967671	0.965032
272	0	-1573.95	-1625.108	51.15772	0.97318	0.972782	0.973636	0.975429	0.972908	0.970022	0.970776	0.973662	0.974744	0.975483
273	1	-1557.697	-1625.139	67.44141	0.974407	0.97356	0.981882	0.985108	0.980978	0.978303	0.979235	0.979447	0.978957	0.979359
274	0	-1576.267	-1627.424	51.15772	0.939879	0.940704	0.940319	0.93789	0.939617	0.940347	0.937557	0.938598	0.941389	0.942104
275	1	-1557.72	-1625.161	67.44141	0.963626	0.966792	0.965953	0.963318	0.971552	0.971763	0.967689	0.968086	0.969008	0.968524
276	0	-1575.2	-1626.358	51.15772	0.94771	0.945261	0.945996	0.946826	0.947878	0.94749	0.948209	0.949955	0.95278	0.949953
277	1	-1557.675	-1625.117	67.44141	0.965213	0.965609	0.965819	0.965336	0.962703	0.96362	0.966786	0.962733	0.961897	0.970119
278	0	-1574.457	-1625.615	51.15772	0.955362	0.957121	0.956729	0.953891	0.954728	0.957567	0.955092	0.955817	0.95656	0.957622
279	1	-1557.995	-1625.437	67.44141	0.980716	0.978041	0.978253	0.981468	0.98187	0.981018	0.980527	0.988908	0.98985	0.9857
280	0	-1574.621	-1625.779	51.15772	0.953368	0.950904	0.951643	0.952478	0.953536	0.953146	0.953869	0.955626	0.958467	0.955624
281	1	-1558.761	-1626.202	67.44141	0.989132	0.988273	0.99672	0.999995	0.995803	0.993087	0.994033	0.994249	0.993751	0.994159
282	0	-1573.927	-1625.085	51.15772	0.966903	0.967636	0.968711	0.971592	0.972347	0.969462	0.966957	0.968737	0.969588	0.969191
283	1	-1558.238	-1625.68	67.44141	0.954544	0.954936	0.955143	0.954666	0.952062	0.952969	0.9561	0.952092	0.951265	0.959396
284	0	-1573.984	-1625.141	51.15772	0.964265	0.96604	0.963174	0.96278	0.965643	0.96649	0.967224	0.964725	0.965796	0.966547
285	1	-1557.707	-1625.148	67.44141	0.974723	0.975651	0.975163	0.971075	0.971474	0.979777	0.97999	0.979139	0.976469	0.979677
286	0	-1573.925	-1625.082	51.15772	0.967064	0.967816	0.965315	0.966387	0.967236	0.96797	0.967573	0.97045	0.972237	0.969353
287	1	-1557.66	-1625.101	67.44141	0.972868	0.973079	0.973478	0.970823	0.970338	0.973526	0.974454	0.973607	0.969526	0.977812
288	0	-1573.912	-1625.07	51.15772	0.968422	0.969272	0.968875	0.966372	0.968151	0.968904	0.966029	0.967102	0.969978	0.970714
289	1	-1557.745	-1625.186	67.44141	0.962889	0.958852	0.967048	0.967969	0.967128	0.966645	0.969821	0.970219	0.967573	0.967783
290	0	-1573.91	-1625.068	51.15772	0.969922	0.970675	0.971754	0.969243	0.969978	0.97083	0.973716	0.973317	0.97043	0.972217
291	1	-1558.67	-1626.112	67.44141	0.949924	0.950829	0.946843	0.946369	0.954458	0.95485	0.954021	0.954228	0.957363	0.954752
292	0	-1573.971	-1625.129	51.15772	0.964721	0.965453	0.966525	0.969399	0.970152	0.967274	0.964775	0.966551	0.9674	0.967004
293	1	-1557.902	-1625.343	67.44141	0.959471	0.959865	0.959385	0.959593	0.960507	0.957888	0.953872	0.957006	0.965186	0.964347
294	0	-1575.565	-1626.723	51.15772	0.993182	0.992776	0.994604	0.995477	0.992524	0.989959	0.992903	0.993674	0.994428	0.995533
295	1	-1557.717	-1625.159	67.44141	0.975063	0.975274	0.975675	0.973014	0.972527	0.975723	0.976652	0.975804	0.971713	0.980019
296	0	-1574.787	-1625.945	51.15772	0.986779	0.987546	0.988643	0.986088	0.986837	0.987703	0.99064	0.990234	0.987297	0.989115
297	1	-1557.782	-1625.224	67.44141	0.961936	0.959313	0.962465	0.962674	0.961837	0.962232	0.970457	0.969972	0.965905	0.966825
298	0	-1573.966	-1625.124	51.15772	0.964903	0.962409	0.963254	0.964003	0.963608	0.964678	0.966455	0.967188	0.964319	0.967186
299	1	-1557.814	-1625.255	67.44141	0.96121	0.969426	0.965362	0.964523	0.965442	0.968614	0.96813	0.96549	0.965886	0.966096
300	0	-1574.09	-1625.248	51.15772	0.961378	0.963149	0.960291	0.959898	0.962752	0.963597	0.964329	0.961837	0.962905	0.963653
301	1	-1559.498	-1626.94	67.44141	0.994674	1.00318	0.998971	0.998103	0.999054	1.00234	1.00184	0.999103	0.999513	0.99973
302	0	-1573.943	-1625.101	51.15772	0.972831	0.973587	0.971071	0.97215	0.973003	0.973742	0.973343	0.976237	0.978035	0.975133
303	1	-1557.829	-1625.271	67.44141	0.960876	0.956848	0.957759	0.965945	0.965463	0.964624	0.96502	0.968191	0.968401	0.96576
304	0	-1573.932	-1625.09	51.15772	0.966558	0.966162	0.967941	0.968791	0.965917	0.963421	0.966285	0.967036	0.96777	0.968845
305	1	-1557.929	-1625.37	67.44141	0.958986	0.958507	0.9589	0.959814	0.960022	0.955997	0.95339	0.961539	0.964698	0.96386
306	0	-1574.232	-1625.39	51.15772	0.979979	0.977447	0.978305	0.979065	0.978664	0.979751	0.981555	0.9823	0.979386	0.982298
307	1	-1557.81	-1625.251	67.44141	0.961305	0.964463	0.963626	0.960998	0.969212	0.969422	0.965358	0.965754	0.966674	0.966191
308	0	-1574.504	-1625.662	51.15772	0.98373	0.980812	0.983728	0.98554	0.986288	0.985884	0.986979	0.987845	0.988613	0.986058
309	1	-1558.392	-1625.834	67.44141	0.952756	0.948762	0.956871	0.957783	0.956951	0.956472	0.959615	0.960009	0.957391	0.957598
310	0	-1574.535	-1625.693	51.15772	0.95438	0.951914	0.952654	0.95349	0.954549	0.954158	0.954882	0.956641	0.959485	0.956639
311	1	-1557.842	-1625.283	67.44141	0.978064	0.973964	0.982289	0.983224	0.98237	0.981879	0.985105	0.98551	0.982822	0.983035
312	0	-1574.707	-1625.865	51.15772	0.952413	0.952023	0.953776	0.954614	0.951782	0.949322	0.952145	0.952885	0.953608	0.954667
313	1	-1557.804	-1625.245	67.44141	0.961436	0.969654	0.968812	0.96475	0.96792	0.968842	0.9662	0.965717	0.965926	0.966323
314	0	-1573.924	-1625.081	51.15772	0.967144	0.97002	0.970756	0.967876	0.968951	0.970735	0.971489	0.971092	0.968582	0.969433
315	1	-1558.144	-1625.586	67.44141	0.982789	0.982298	0.983234	0.983637	0.979514	0.979726	0.9881	0.985405	0.98455	0.987784
316	0	-1574.007	-1625.165	51.15772	0.975253	0.976011	0.973489	0.97457	0.975426	0.976166	0.975766	0.978667	0.98047	0.977561
317	1	-1557.83	-1625.271	67.44141	0.977826	0.975159	0.978363	0.978575	0.977725	0.978127	0.986487	0.985994	0.98186	0.982795
318	0	-1575.071	-1626.229	51.15772	0.989361	0.991182	0.990777	0.987837	0.988704	0.991644	0.989082	0.989832	0.990602	0.991702
319	1	-1557.664	-1625.106	67.44141	0.96571	0.966107	0.966316	0.965833	0.963199	0.964117	0.967285	0.963229	0.962393	0.970619
320	0	-1574.157	-1625.314	51.15772	0.960006	0.961774	0.96138	0.958528	0.959369	0.962222	0.959736	0.960464	0.96121	0.962278
321	1	-1557.916	-1625.358	67.44141	0.95921	0.959418	0.956802	0.957194	0.960339	0.959859	0.959026	0.959939	0.968144	0.964085
322	0	-1574.11	-1625.267	51.15772	0.977747	0.980654	0.981399	0.978487	0.979574	0.981378	0.98214	0.981738	0.979201	0.980061
323	1	-1557.636	-1625.077	67.44141	0.971294	0.968645	0.971828	0.972038	0.971194	0.971593	0.979897	0.979407	0.975301	0.97623
324	0	-1573.911	-1625.069	51.15772	0.968611	0.969364	0.966859	0.967933	0.968783	0.969518	0.969121	0.972003	0.973793	0.970904
325	1	-1557.669	-1625.11	67.44141	0.973289	0.970635	0.970846	0.974035	0.974435	0.973589	0.973102	0.98142	0.982354	0.978236
326	0	-1574.192	-1625.349	51.15772	0.959354	0.958961	0.959803	0.96157	0.959086	0.95624	0.956984	0.959829	0.960895	0.961624
327	1	-1557.738	-1625.18	67.44141	0.975669	0.978875	0.978024	0.975357	0.983694	0.983907	0.979782	0.980185	0.981118	0.980628
328	0	-1573.986	-1625.144	51.15772	0.974573	0.972055	0.97281	0.973664	0.974746	0.974346	0.975086	0.976881	0.979786	0.976879
329	1	-1558.175	-1625.616	67.44141	0.955341	0.955548	0.952943	0.953334	0.956466	0.955988	0.955157	0.956067	0.964239	0.960197
330	0	-1573.944	-1625.101	51.15772	0.965914	0.966665	0.964167	0.965238	0.966085	0.966818	0.966422	0.969296	0.971081	0.9682
331	1	-1557.806	-1625.247	67.44141	0.961386	0.958764	0.961915	0.962123	0.961288	0.961682	0.969902	0.969417	0.965353	0.966272
332	0	-1575.913	-1627.071	51.15772	0.995535	0.995128	0.996001	0.997835	0.995257	0.992304	0.993075	0.996028	0.997135	0.997891
333	1	-1557.628	-1625.069	67.44141	0.968488	0.968886	0.968401	0.968611	0.969534	0.96689	0.962837	0.966	0.974257	0.973411
334	0	-1573.918	-1625.075	51.15772	0.971101	0.971838	0.972917	0.97581	0.976568	0.973671	0.971155	0.972943	0.973798	0.973399
335	1	-1557.626	-1625.068	67.44141	0.969817	0.970027	0.970425	0.967779	0.967295	0.970473	0.971398	0.970554	0.966485	0.974746
336	0	-1573.983	-1625.141	51.15772	0.974487	0.975244	0.972724	0.973804	0.974659	0.975399	0.974999	0.977899	0.979699	0.976793
337	1	-1557.637	-1625.079	67.44141	0.967379	0.975647	0.9748	0.970713	0.973903	0.97483	0.972172	0.971686	0.971897	0.972296
338	0	-1575.415	-1626.573	51.15772	0.992096	0.99169	0.99256	0.994388	0.991819	0.988876	0.989645	0.992587	0.99369	0.994444
339	1	-1557.697	-1625.138	67.44141	0.964377	0.963895	0.964813	0.965209	0.961163	0.961371	0.969588	0.966944	0.966104	0.969278
340	0	-1575.296	-1626.453	51.15772	0.946903	0.949719	0.946901	0.94762	0.949365	0.950419	0.95003	0.950768	0.951603	0.949144
341	1	-1557.627	-1625.068	67.44141	0.968717	0.966076	0.96925	0.96946	0.968618	0.969015	0.977298	0.976809	0.972714	0.973641
342	0	-1573.979	-1625.137	51.15772	0.974335	0.971444	0.973233	0.976127	0.975727	0.976467	0.977325	0.97841	0.975882	0.97664
343	1	-1558.665	-1626.106	67.44141	0.988291	0.996738	0.992559	0.991697	0.992642	0.995903	0.995405	0.992691	0.993098	0.993314
344	0	-1574.463	-1625.621	51.15772	0.955284	0.956008	0.95707	0.959916	0.960662	0.957812	0.955337	0.957096	0.957937	0.957544
345	1	-1557.777	-1625.218	67.44141	0.962066	0.961585	0.961979	0.962896	0.963105	0.959067	0.956452	0.964627	0.967796	0.966955
346	0	-1574.559	-1625.717	51.15772	0.984372	0.985465	0.986213	0.986979	0.989914	0.987356	0.984427	0.985291	0.987105	0.986701
347	1	-1559.702	-1627.144	67.44141	0.941737	0.941267	0.942163	0.94255	0.938598	0.938802	0.946826	0.944244	0.943424	0.946524
348	0	-1575.161	-1626.319	51.15772	0.990111	0.987174	0.988992	0.991932	0.991526	0.992278	0.99315	0.994253	0.991684	0.992454
349	1	-1557.729	-1625.17	67.44141	0.975402	0.978606	0.977757	0.97509	0.983425	0.983638	0.979514	0.979916	0.98085	0.980359
350	0	-1574.4	-1625.558	51.15772	0.956115	0.956841	0.957904	0.960752	0.961498	0.958646	0.956169	0.957929	0.95877	0.958378
351	1	-1557.864	-1625.306	67.44141	0.96017	0.957552	0.957759	0.960906	0.9613	0.960466	0.959985	0.968191	0.969113	0.96505
352	0	-1574.45	-1625.608	51.15772	0.95545	0.952981	0.953817	0.954559	0.954168	0.955228	0.956987	0.957713	0.954871	0.957711
353	1	-1560.198	-1627.64	67.44141	0.99897	0.99938	0.998881	0.999097	1.00005	0.997322	0.993141	0.996404	1.00492	1.00405
354	0	-1574.479	-1625.636	51.15772	0.955084	0.956843	0.956451	0.953613	0.954451	0.957289	0.954815	0.955539	0.956282	0.957344
355	1	-1557.627	-1625.069	67.44141	0.968671	0.971854	0.97101	0.968362	0.976639	0.976851	0.972755	0.973155	0.974082	0.973595
356	0	-1573.932	-1625.09	51.15772	0.972238	0.97184	0.97363	0.974484	0.971593	0.969083	0.971964	0.97272	0.973458	0.974539
357	1	-1557.644	-1625.085	67.44141	0.971924	0.975117	0.972458	0.971613	0.971824	0.980131	0.980533	0.976422	0.975934	0.976864
358	0	-1573.99	-1625.148	51.15772	0.964048	0.965823	0.965428	0.962564	0.963409	0.966273	0.963777	0.964508	0.965257	0.96633
359	1	-1557.692	-1625.134	67.44141	0.974223	0.970138	0.971062	0.979362	0.978873	0.978023	0.978424	0.981639	0.981852	0.979174
360	0	-1575.296	-1626.453	51.15772	0.991184	0.993009	0.992603	0.989658	0.990527	0.993472	0.990905	0.991657	0.992428	0.99353
361	1	-1557.664	-1625.105	67.44141	0.965727	0.9689	0.968059	0.965419	0.97367	0.973882	0.969799	0.970197	0.971121	0.970635
362	0	-1574.224	-1625.382	51.15772	0.958792	0.955948	0.95879	0.960556	0.961284	0.960891	0.961958	0.962803	0.963551	0.961061
363	1	-1558.957	-1626.398	67.44141	0.99075	0.986596	0.987536	0.995977	0.995479	0.994615	0.995023	0.998292	0.998509	0.995786
