"","SCIENTIFIC_NAME"
"1935","Stewartia malacodendron"
"1936","Streblus anthropophagorum"
"1937","Streblus pendulinus"
"1938","Streblus spp."
"1939","Stewartia ovata"
"1940","Styrax americanus"
"1941","Styrax portoricensis"
"1942","Stewartia koreana"
"1943","Suriana maritima"
"1944","Stewartia pseudocamellia"
"1945","Swietenia spp."
"1946","Swietenia macrophylla"
"1947","Symplocos lanata"
"1948","Symplocos martinicensis"
"1949","Symplocos micrantha"
"1950","Syagrus romanzoffiana"
"1951","Symplocos racemosa"
"1952","Syncarpia glomulifera"
"1953","Syncarpia spp."
"1954","Synsepalum dulcificum"
"1955","Syringa vulgaris"
"1956","Syzygium aqueum"
"1957","Syzygium brevifolium"
"1958","Syzygium carolinense"
"1959","Syzygium clusiifolium"
"1960","Syzygium grande"
"1961","Syzygium dealatum"
"1962","Syzygium inophylloides"
"1963","Syzygium jambos"
"1964","Syzygium malaccense"
"1965","Syzygium richii"
"1966","Syzygium samarangense"
"1967","Syzygium samoense"
"1968","Syzygium sandwicense"
"1969","Syzygium paniculatum"
"1970","Syzygium spp."
"1971","Tabebuia chrysantha"
"1972","Tabebuia donnell-smithii"
"1973","Tabebuia haemantha"
"1974","Tabebuia heterophylla"
"1975","Tabebuia pallida"
"1976","Tabebuia rigida"
"1977","Tabebuia rosea"
"1978","Tabebuia schumanniana"
"1979","Tabebuia spp."
"1980","Tabernaemontana aurantiaca"
"1981","Tabernaemontana citrifolia"
"1982","Tabernaemontana pandacaqui"
"1983","Tabernaemontana rotensis"
"1984","Tamarix aphylla"
"1985","Tamarix chinensis"
"1986","Tamarix ramosissima"
"1987","Tarenna sambucina"
"1988","Taxus baccata"
"1989","Taxus cuspidata"
"1990","Tecoma castanifolia"
"1991","Tecoma stans"
"1992","Tectona grandis"
"1993","Tectona spp."
"1994","Terminalia spp."
"1995","Terminalia carolinensis"
"1996","Terminalia catappa"
"1997","Terminalia crassipes"
"1998","Terminalia edulis"
"1999","Terminalia litoralis"
"2000","Terminalia ivorensis"
"2001","Licaria brittoniana"
"2002","Licaria parvifolia"
"2003","Liquidambar orientalis"
"2004","Licaria triandra"
"2005","Ligustrum amurense"
"2006","Ligustrum sinense"
"2007","Ligustrum spp."
"2008","Ligustrum japonicum"
"2009","Ligustrum lucidum"
"2010","Ligustrum ovalifolium"
"2011","Lindera melissifolia"
"2012","Litchi chinensis"
"2013","Litsea samoensis"
"2014","Litsea spp."
"2015","Livistona chinensis"
"2016","Lonchocarpus domingensis"
"2017","Lonchocarpus glaucifolius"
"2018","Lonchocarpus heptaphyllus"
"2019","Lonicera maackii"
"2020","Lophostemon confertus"
"2021","Lucuma nervosa"
"2022","Luehea speciosa"
"2023","Lumnitzera littorea"
"2024","Lunania spp."
"2025","Lunania ekmanii"
"2026","Lyonia rubiginosa"
"2027","Macadamia integrifolia"
"2028","Macadamia spp."
"2029","Macadamia tetraphylla"
"2030","Macaranga carolinensis"
"2031","Macaranga grayana"
"2032","Macaranga harveyana"
"2033","Macaranga mappa"
"2034","Macaranga spp."
"2035","Macaranga stipulosa"
"2036","Macaranga tanarius"
"2037","Macaranga thompsonii"
"2038","Machaerium lunatum"
"2039","Machaonia portoricensis"
"2040","Magnolia stellata"
"2041","Maclura tinctoria"
"2042","Maesopsis eminii"
"2043","Magnolia x soulangiana"
"2044","Magnolia portoricensis"
"2045","Magnolia splendens"
"2046","Magnolia sieboldii"
"2047","Mallotus palauensis"
"2048","Mallotus philippensis"
"2049","Mallotus spp."
"2050","Mallotus tiliifolius"
"2051","Malpighia coccigera"
"2052","Malpighia emarginata"
"2053","Malpighia fucata"
"2054","Malpighia glabra"
"2055","Malpighia infestissima"
"2056","Malpighia linearis"
"2057","Malus baccata"
"2058","Malus floribunda"
"2059","Malus pumila"
"2060","Mammea americana"
"2061","Mammea glauca"
"2062","Mammea odorata"
"2063","Mammea spp."
"2064","Mangifera minor"
"2065","Mangifera odorata"
"2066","Mangifera spp."
"2067","Manihot carthagenensis ssp. glaziovii"
"2068","Manihot spp."
"2069","Manilkara bidentata"
"2070","Manilkara bidentata ssp. surinamensis"
"2071","Manilkara dissecta"
"2072","Manilkara hoshinoi"
"2073","Manilkara jaimiqui"
"2074","Manilkara pleeana"
"2075","Manilkara spp."
"2076","Manilkara udoido"
"2077","Manilkara valenzuela"
"2078","Manilkara zapota"
"2079","Mappia racemosa"
"2080","Maranthes corymbosa"
"2081","Marattia fraxinea"
"2082","Margaritaria nobilis"
"2083","Marlierea sintenisii"
"2084","Matayba apetala"
"2085","Matayba domingensis"
"2086","Maytenus boaria"
"2087","Maytenus cymosa"
"2088","Coprosma waimeae"
"2089","Cordia alliodora"
"2090","Cordia aspera"
"2091","Cordia borinquensis"
"2092","Cordia collococca"
"2093","Cordia dichotoma"
"2094","Cordia laevigata"
"2095","Cordia micronesica"
"2096","Cordia obliqua"
"2097","Cordia rickseckeri"
"2098","Cordia rupicola"
"2099","Cordia spp."
"2100","Cordia subcordata"
"2101","Cordia sulcata"
"2102","Cordyline fruticosa"
"2103","Cordyline spp."
"2104","Cornutia obovata"
"2105","Cornutia pyramidata"
"2106","Cornus drummondii"
"2107","Corymbia calophylla"
"2108","Corymbia citriodora"
"2109","Corymbia ficifolia"
"2110","Corymbia gummifera"
"2111","Corynocarpus laevigatus"
"2112","Corynocarpus spp."
"2113","Couroupita guianensis"
"2114","Crateva religiosa"
"2115","Purshia stansburiana"
"2116","Crescentia alata"
"2117","Crescentia cujete"
"2118","Crescentia linearifolia"
"2119","Crescentia portoricensis"
"2120","Critonia portoricensis"
"2121","Crossopetalum rhacoma"
"2122","Quercus arkansana"
"2123","Crossostylis biflora"
"2124","Crotalaria longirostrata"
"2125","Croton spp."
"2126","Croton astroites"
"2127","Croton flavens"
"2128","Croton poecilanthus"
"2129","Cryptocarya oreophila"
"2130","Cryptocarya elegans"
"2131","Cryptocarya mannii"
"2132","Quercus georgiana"
"2133","Cryptocarya spp."
"2134","Cryptocarya turbinata"
"2135","Quercus havardii"
"2136","Cryptomeria japonica"
"2137","Cryptomeria spp."
"2138","Cunninghamia lanceolata"
"2139","Cupania americana"
"2140","Quercus myrtifolia"
"2141","Cupania triquetra"
"2142","Quercus petraea"
"2143","Cupressus lusitanica"
"2144","Cupressus sempervirens"
"2145","Quercus robur"
"2146","Quercus sinuata"
"2147","Cyanea aculeatiflora"
"2148","Cyanea arborea"
"2149","Cyanea fissa"
"2150","Cyanea floribunda"
"2151","Cyanea giffardii"
"2152","Cyanea hamatiflora"
"2153","Cyanea hardyi"
"2154","Cyanea horrida"
"2155","Cyanea kuhihewa"
"2156","Cyanea kunthiana"
"2157","Cyanea leptostegia"
"2158","Cyanea macrostegia"
"2159","Cyanea marksii"
"2160","Cyanea pilosa"
"2161","Cyanea pohaku"
"2162","Cyanea procera"
"2163","Cyanea pycnocarpa"
"2164","Cyanea quercifolia"
"2165","Cyanea rivularis"
"2166","Cyanea solenocalyx"
"2167","Cyanea spp."
"2168","Cyanea stictophylla"
"2169","Cyanea superba"
"2170","Cyanea tritomantha"
"2171","Cyathea andina"
"2172","Cyathea arborea"
"2173","Cyathea cooperi"
"2174","Cyathea decurrens"
"2175","Cyathea furfuracea"
"2176","Cyathea lunulata"
"2177","Cyathea medullaris"
"2178","Cyathea nigricans"
"2179","Eugenia domingensis"
"2180","Eugenia eggersii"
"2181","Eugenia glabrata"
"2182","Eugenia haematocarpa"
"2183","Eugenia javanica"
"2184","Eugenia koolauensis"
"2185","Eugenia ligustrina"
"2186","Eugenia malaccensis"
"2187","Styrax grandifolius"
"2188","Eugenia monticola"
"2189","Styrax japonicus"
"2190","Eugenia nitida"
"2191","Eugenia palauensis"
"2192","Eugenia palumbis"
"2193","Eugenia procera"
"2194","Eugenia pseudopsidium"
"2195","Eugenia reinwardtiana"
"2196","Syringa reticulata"
"2197","Eugenia serrasuela"
"2198","Eugenia sessiliflora"
"2199","Eugenia spp."
"2200","Eugenia stahlii"
"2201","Syzygium stelechanthum"
"2202","Eugenia stewardsonii"
"2203","Eugenia suzukii"
"2204","Eugenia thompsonii"
"2205","Eugenia underwoodii"
"2206","Eugenia uniflora"
"2207","Eugenia xerophytica"
"2208","Euphorbia cotinifolia"
"2209","Euphorbia haeleeleana"
"2210","Euphorbia lactea"
"2211","Euphorbia neriifolia"
"2212","Euphorbia petiolaris"
"2213","Euphorbia pulcherrima"
"2214","Euphorbia spp."
"2215","Euphorbia tirucalli"
"2216","Euphoria longana"
"2217","Eurya sandwicensis"
"2218","Eurya spp."
"2219","Euodia hortensis"
"2220","Euodia nitida"
"2221","Euodia palawensis"
"2222","Euodia ponapensis"
"2223","Euodia spp."
"2224","Euodia trichantha"
"2225","Excoecaria agallocha"
"2226","Exocarpos gaudichaudii"
"2227","Exocarpos spp."
"2228","Exorrhiza ponapensis"
"2229","Exostema caribaeum"
"2230","Exostema ellipticum"
"2231","Exostema sanctae-luciae"
"2232","Fagraea berteroana"
"2233","Fagraea ksid"
"2234","Fagraea spp."
"2235","Falcataria moluccana"
"2236","Falcataria spp."
"2237","Faramea occidentalis"
"2238","Feijoa sellowiana"
"2239","Ficus americana"
"2240","Ficus benghalensis"
"2241","Ficus benjamina"
"2242","Ficus carica"
"2243","Ficus copiosa"
"2244","Ficus auriculata"
"2245","Ficus drupacea"
"2246","Ficus elastica"
"2247","Ficus godeffroyi"
"2248","Ficus lutea"
"2249","Ficus lyrata"
"2250","Ficus microcarpa"
"2251","Ficus nota"
"2252","Ficus obliqua"
"2253","Ficus obtusifolia"
"2254","Ficus prolixa"
"2255","Ficus religiosa"
"2256","Ficus rubiginosa"
"2257","Ficus saffordii"
"2258","Ficus scabra"
"2259","Ficus spp."
"2260","Ficus stahlii"
"2261","Ficus sycomorus"
"2262","Ficus thonningii"
"2263","Ficus tinctoria"
"2264","Ficus trigonata"
"2265","Ficus uniauriculata"
"2266","Ficus virens"
"2267","Finschia chloroxantha"
"2268","Firmiana simplex"
"2269","Fitchia speciosa"
"2270","Flacourtia indica"
"2271","Flacourtia inermis"
"2272","Flacourtia rukam"
"2273","Flindersia brayleyana"
"2274","Flueggea acidoton"
"2275","Flueggea flexuosa"
"2276","Flueggea neowawraea"
"2277","Flueggea spp."
"2278","Forestiera eggersiana"
"2279","Forestiera rhamnifolia"
"2280","Forestiera segregata"
"2281","Fortunella margarita"
"2282","Vitex negundo"
"2283","Frangula californica"
"2284","Frangula sphaerosperma"
"2285","Franklinia alatamaha"
"2286","Fraxinus gooddingii"
"2287","Fraxinus uhdei"
"2288","Fuchsia boliviana"
"2289","Fuchsia paniculata"
"2290","Fuchsia spp."
"2291","Funtumia elastica"
"2292","Persea americana"
"2293","Garcinia dulcis"
"2294","Garcinia hessii"
"2295","Garcinia mangostana"
"2296","Garcinia matsudai"
"2297","Garcinia myrtifolia"
"2298","Garcinia ponapensis"
"2299","Garcinia portoricensis"
"2300","Garcinia rumiyo"
"2301","Garcinia quadrilocularis"
"2302","Garcinia spp."
"2303","Garcinia xanthochymus"
"2304","Gardenia brighamii"
"2305","Gardenia mannii"
"2306","Gardenia remyi"
"2307","Gardenia spp."
"2308","Gardenia taitensis"
"2309","Garuga floribunda"
"2310","Gaussia attenuata"
"2311","Geniostoma rupestre"
"2312","Genipa americana"
"2313","Gesneria pedunculosa"
"2314","Ginoria rohrii"
"2315","Gironniera celtidifolia"
"2316","Zelkova serrata"
"2317","Gliricidia sepium"
"2318","Ziziphus obtusifolia"
"2319","Glochidion cuspidatum"
"2320","Glochidion marianum"
"2321","Glochidion ramiflorum"
"2322","Glochidion spp."
"2323","Gmelina elliptica"
"2324","Gmelina palawensis"
"2325","Gmelina spp."
"2326","Gnetum gnemon"
"2327","Glycosmis parviflora"
"2328","Goetzea elegans"
"2329","Glochidion kanehirae"
"2330","Gomidesia lindeniana"
"2331","Goniothalamus carolinensis"
"2332","Gossypium barbadense"
"2333","Gossypium hirsutum"
"2334","Graffenrieda ottoschulzii"
"2335","Grevillea banksii"
"2336","Grevillea robusta"
"2337","Grevillea spp."
"2338","Grewia crenata"
"2339","Guaiacum officinale"
"2340","Guaiacum sanctum"
"2341","Guamia mariannae"
"2342","Guapira fragrans"
"2343","Guapira obtusata"
"2344","Guarea glabra"
"2345","Guarea guidonia"
"2346","Guatteria blainii"
"2347","Guatteria caribaea"
"2348","Guazuma ulmifolia"
"2349","Guettarda elliptica"
"2350","Guettarda krugii"
"2351","Guettarda odorata"
"2352","Guettarda ovalifolia"
"2353","Guettarda pungens"
"2354","Guettarda scabra"
"2355","Guettarda speciosa"
"2356","Guettarda valenzuelana"
"2357","Guioa rhoifolia"
"2358","Guioa spp."
"2359","Gulubia palauensis"
"2360","Gyminda latifolia"
"2361","Gymnanthes lucida"
"2362","Gyrocarpus americanus"
"2363","Haematoxylum campechianum"
"2364","Haenianthus salicifolius"
"2365","Halesia tetraptera"
"2366","Hamamelis vernalis"
"2367","Hamelia patens"
"2368","Hamamelis virginiana"
"2369","Haplolobus floribundus"
"2370","Harpephyllum caffrum"
"2371","Harpullia arborea"
"2372","Havardia pallens"
"2373","Hebestigma cubense"
"2374","Hedycarya denticulata"
"2375","Hedycarya spp."
"2376","Hedyosmum arborescens"
"2377","Hedyotis fosbergii"
"2378","Hedyotis hillebrandii"
"2379","Hedyotis spp."
"2380","Hedyotis terminalis"
"2381","Helicteres jamaicensis"
"2382","Heliocarpus popayanensis"
"2383","Heliocarpus spp."
"2384","Henriettea fascicularis"
"2385","Henriettea macfadyenii"
"2386","Henriettea membranifolia"
"2387","Henriettea squamulosum"
"2388","Heritiera littoralis"
"2389","Heritiera longipetiolata"
"2390","Heritiera spp."
"2391","Hernandia moerenhoutiana"
"2392","Hernandia nymphaeifolia"
"2393","Hernandia ovigera"
"2394","Hernandia sonora"
"2395","Hernandia spp."
"2396","Hernandia labyrinthica"
"2397","Hesperomannia arborescens"
"2398","Hesperomannia arbuscula"
"2399","Hesperomannia lydgatei"
"2400","Hesperomannia spp."
"2401","Heteromeles arbutifolia"
"2402","Heteromeles spp."
"2403","Heterospathe elata"
"2404","Hevea brasiliensis"
"2405","Hibiscadelphus bombycinus"
"2406","Hibiscadelphus crucibracteatus"
"2407","Hibiscadelphus distans"
"2408","Hibiscadelphus giffardianus"
"2409","Hibiscadelphus hualalaiensis"
"2410","Hibiscadelphus x puakuahiwi"
"2411","Hibiscadelphus spp."
"2412","Hibiscadelphus wilderianus"
"2413","Hibiscadelphus woodii"
"2414","Hibiscus arnottianus"
"2415","Hibiscus brackenridgei"
"2416","Hibiscus calyphyllus"
"2417","Hibiscus clayi"
"2418","Hibiscus elatus"
"2419","Hibiscus kokio"
"2420","Hibiscus macrophyllus"
"2421","Hibiscus mutabilis"
"2422","Hibiscus pernambucensis"
"2423","Hibiscus rosa-sinensis"
"2424","Hibiscus spp."
"2425","Hibiscus tiliaceus"
"2426","Hibiscus waimeae"
"2427","Hirtella rugosa"
"2428","Hirtella triandra"
"2429","Homalium racemosum"
"2430","Homalium whitmeeanum"
"2431","Horsfieldia amklaal"
"2432","Horsfieldia novoguineensis"
"2433","Horsfieldia nunu"
"2434","Horsfieldia palauensis"
"2435","Horsfieldia spp."
"2436","Hovenia dulcis"
"2437","Howeia forsteriana"
"2438","Cyathea parvula"
"2439","Cyathea ponapeana"
"2440","Cyathea spp."
"2441","Cyathea tenera"
"2442","Cyathea truncata"
"2443","Cybianthus sintenisii"
"2444","Cycas circinalis"
"2445","Cycas revoluta"
"2446","Cycas spp."
"2447","Cyclophyllum barbatum"
"2448","Cycas micronesica"
"2449","Cynometra portoricensis"
"2450","Cynometra ramiflora"
"2451","Cynometra yokotae"
"2452","Cyphomandra betacea"
"2453","Cyrilla racemiflora"
"2454","Cyrtandra pulchella"
"2455","Cyrtandra ramosissima"
"2456","Cyrtandra giffardii"
"2457","Cyrtandra spp."
"2458","Dacryodes excelsa"
"2459","Dalbergia retusa"
"2460","Dalbergia sissoo"
"2461","Dalbergia tucurensis"
"2462","Daphnopsis americana"
"2463","Daphnopsis helleriana"
"2464","Daphnopsis philippiana"
"2465","Delissea fallax"
"2466","Delissea laciniata"
"2467","Delissea niihauensis"
"2468","Delissea parviflora"
"2469","Delissea spp."
"2470","Delissea undulata"
"2471","Delonix regia"
"2472","Delonix spp."
"2473","Dendrocnide harveyi"
"2474","Dendrocnide latifolia"
"2475","Dendrocnide spp."
"2476","Dendropanax arboreus"
"2477","Dendropanax laurifolius"
"2478","Dictyosperma album"
"2479","Dillenia indica"
"2480","Dillenia suffruticosa"
"2481","Dimocarpus longan"
"2482","Diospyros blancoi"
"2483","Diospyros discolor"
"2484","Diospyros ebenaster"
"2485","Diospyros elliptica"
"2486","Diospyros ferrea"
"2487","Diospyros hillebrandii"
"2488","Diospyros kaki"
"2489","Diospyros revoluta"
"2490","Diospyros samoensis"
"2491","Diospyros sandwicensis"
"2492","Diospyros sintenisii"
"2493","Rhamnus cathartica"
"2494","Discocalyx ponapensis"
"2495","Ditta myricoides"
"2496","Rhus typhina"
"2497","Dodonaea viscosa"
"2498","Dolichandrone spathacea"
"2499","Dovyalis hebecarpa"
"2500","Dracaena fragrans"
"2501","Dracaena multiflora"
"2502","Dracaena reflexa"
"2503","Drypetes carolinensis"
"2504","Drypetes dolichocarpa"
"2505","Drypetes alba"
"2506","Drypetes glauca"
"2507","Drypetes ilicifolia"
"2508","Drypetes lateriflora"
"2509","Drypetes nitida"
"2510","Drypetes spp."
"2511","Drypetes vitiensis"
"2512","Dubautia demissifolia"
"2513","Dubautia x fallax"
"2514","Dubautia montana"
"2515","Dubautia arborea"
"2516","Dubautia knudsenii"
"2517","Drypetes yapensis"
"2518","Dubautia microcephala"
"2519","Dubautia plantaginea"
"2520","Salix elaeagnos"
"2521","Salix fragilis"
"2522","Dubautia reticulata"
"2523","Dubautia spp."
"2524","Salix geyeriana"
"2525","Duranta erecta"
"2526","Salix laevigata"
"2527","Durio zibethinus"
"2528","Dypsis lutescens"
"2529","Salix matsudana"
"2530","Dysoxylum huntii"
"2531","Dysoxylum maota"
"2532","Dysoxylum samoense"
"2533","Dysoxylum spp."
"2534","Dysoxylum mollissimum"
"2535","Elaeis guineensis"
"2536","Elaeocarpus kusaiensis"
"2537","Elaeocarpus bifidus"
"2538","Elaeocarpus carolinensis"
"2539","Elaeocarpus floridanus"
"2540","Elaeocarpus graeffei"
"2541","Elaeocarpus grandis"
"2542","Elaeocarpus joga"
"2543","Elaeocarpus kerstingianus"
"2544","Elaeocarpus kusanoi"
"2545","Elaeocarpus spp."
"2546","Elaeocarpus tonganus"
"2547","Elaeocarpus ulianus"
"2548","Elattostachys falcata"
"2549","Sambucus racemosa"
"2550","Eleocharis dulcis"
"2551","Endiandra elaeocarpa"
"2552","Enterolobium cyclocarpum"
"2553","Eriobotrya deflexa"
"2554","Eriobotrya japonica"
"2555","Eriobotrya spp."
"2556","Erithalis fruticosa"
"2557","Erythrina coralloides"
"2558","Erythrina berteriana"
"2559","Erythrina corallodendron"
"2560","Erythrina crista-galli"
"2561","Erythrina eggersii"
"2562","Erythrina fusca"
"2563","Erythrina poeppigiana"
"2564","Erythrina sandwicensis"
"2565","Erythrina spp."
"2566","Erythrina subumbrans"
"2567","Erythrina variegata"
"2568","Erythrina variegata var. orientalis"
"2569","Erythrospermum acuminatissimum"
"2570","Erythroxylum areolatum"
"2571","Erythroxylum rotundifolium"
"2572","Erythroxylum rufum"
"2573","Senna corymbosa"
"2574","Erythroxylum urbanii"
"2575","Eucalyptus botryoides"
"2576","Eucalyptus bridgesiana"
"2577","Eucalyptus cinerea"
"2578","Eucalyptus cladocalyx"
"2579","Eucalyptus cornuta"
"2580","Eucalyptus crebra"
"2581","Eucalyptus deanei"
"2582","Eucalyptus deglupta"
"2583","Eucalyptus cordata"
"2584","Eucalyptus leucoxylon"
"2585","Eucalyptus gomphocephala"
"2586","Eucalyptus goniocalyx"
"2587","Eucalyptus polyanthemos"
"2588","Eucalyptus hemiphloia"
"2589","Eucalyptus maculata"
"2590","Eucalyptus marginata"
"2591","Eucalyptus microcorys"
"2592","Eucalyptus paniculata"
"2593","Eucalyptus pilularis"
"2594","Eucalyptus raveretiana"
"2595","Eucalyptus resinifera"
"2596","Eucalyptus rudis"
"2597","Eucalyptus salicifolia"
"2598","Eucalyptus saligna"
"2599","Eucalyptus sideroxylon"
"2600","Eucalyptus tereticornis"
"2601","Eucalyptus viminalis"
"2602","Eugenia aquea"
"2603","Eugenia axillaris"
"2604","Eugenia biflora"
"2605","Eugenia boqueronensis"
"2606","Eugenia borinquensis"
"2607","Eugenia caryophyllus"
"2608","Eugenia confusa"
"2609","Eugenia cordata"
"2610","Eugenia cordata var. sintenisii"
"2611","Eugenia corozalensis"
"2612","Clermontia drepanomorpha"
"2613","Clermontia fauriei"
"2614","Clermontia grandiflora"
"2615","Clermontia hawaiiensis"
"2616","Clermontia kakeana"
"2617","Clermontia kohalae"
"2618","Clermontia lindseyana"
"2619","Clermontia micrantha"
"2620","Clermontia montis-loa"
"2621","Clermontia oblongifolia"
"2622","Clermontia pallida"
"2623","Clermontia parviflora"
"2624","Clermontia peleana"
"2625","Clermontia persicifolia"
"2626","Clermontia pyrularia"
"2627","Clermontia singuliflora"
"2628","Clermontia spp."
"2629","Clermontia tuberculata"
"2630","Clermontia waimeae"
"2631","Clerodendrum aculeatum"
"2632","Clerodendrum chinense"
"2633","Clerodendrum glabrum"
"2634","Clerodendrum indicum"
"2635","Clerodendrum macrostegium"
"2636","Clerodendrum spp."
"2637","Cleyera albopunctata"
"2638","Clibadium erosum"
"2639","Clidemia cymosa"
"2640","Clidemia hirta"
"2641","Clitoria fairchildiana"
"2642","Clinostigma carolinense"
"2643","Clusia clusioides"
"2644","Clusia gundlachii"
"2645","Clusia minor"
"2646","Clusia rosea"
"2647","Clusia spp."
"2648","Cnemidaria horrida"
"2649","Cnidoscolus aconitifolius"
"2650","Coccoloba costata"
"2651","Coccoloba krugii"
"2652","Coccoloba microstachya"
"2653","Coccoloba pallida"
"2654","Coccoloba pubescens"
"2655","Coccoloba pyrifolia"
"2656","Coccoloba rugosa"
"2657","Coccoloba sintenisii"
"2658","Coccoloba swartzii"
"2659","Coccoloba tenuifolia"
"2660","Coccoloba uvifera"
"2661","Coccoloba venosa"
"2662","Coccothrinax barbadensis"
"2663","Cochlospermum vitifolium"
"2664","Cocos spp."
"2665","Codiaeum variegatum"
"2666","Coffea arabica"
"2667","Coffea robusta"
"2668","Coffea liberica"
"2669","Coffea spp."
"2670","Cojoba arborea"
"2671","Cola acuminata"
"2672","Colona scabra"
"2673","Colubrina arborescens"
"2674","Colubrina asiatica"
"2675","Prunus laurocerasus"
"2676","Colubrina oppositifolia"
"2677","Colubrina spp."
"2678","Colubrina verrucosa"
"2679","Combretum tetralophum"
"2680","Commersonia bartramia"
"2681","Comocladia dodonaea"
"2682","Comocladia glabra"
"2683","Prunus serrulata"
"2684","Prunus mexicana"
"2685","Conocarpus spp."
"2686","Conostegia rufescens"
"2687","Consolea moniliformis"
"2688","Consolea rubescens"
"2689","Copaifera officinalis"
"2690","Coprosma foliosa"
"2691","Coprosma kauensis"
"2692","Coprosma longifolia"
"2693","Coprosma montana"
"2694","Coprosma ochracea"
"2695","Coprosma pubens"
"2696","Coprosma rhynchocarpa"
"2697","Coprosma spp."
