"","tree","spcd","spgrpcd","plot","subp","condid","unitcd","ht","htcd","actualht","totage","dia","bhage","countycd"
"14182",26,746,37,25026,2,2,1,60,1,60,NA,6.8,NA,137
"14183",27,746,37,25026,2,2,1,63,1,63,NA,8.6,NA,137
"14184",28,543,36,25026,2,2,1,17,1,17,NA,1.2,NA,137
"14185",29,746,37,25026,2,2,1,NA,NA,NA,NA,NA,NA,137
"14186",30,746,37,25026,2,2,1,NA,NA,NA,NA,NA,NA,137
"14187",31,746,37,25026,2,2,1,57,1,57,NA,5.7,NA,137
"14188",32,746,37,25026,2,2,1,59,1,59,NA,5.7,NA,137
"14189",33,746,37,25026,2,2,1,59,1,59,NA,5.1,NA,137
"14190",34,746,37,25026,2,2,1,51,1,51,NA,5,NA,137
"14191",1,543,36,25026,3,2,1,25,1,25,NA,2,NA,137
"14192",3,746,37,25026,3,2,1,NA,NA,NA,NA,NA,NA,137
"14193",4,746,37,25026,3,2,1,NA,NA,NA,NA,NA,NA,137
"14194",5,746,37,25026,3,2,1,57,1,57,NA,5.7,NA,137
"14195",6,746,37,25026,3,2,1,59,1,59,NA,7,NA,137
"14196",7,746,37,25026,3,2,1,27,1,27,NA,2.5,NA,137
"14197",9,746,37,25026,3,2,1,NA,NA,NA,NA,NA,NA,137
"14198",10,746,37,25026,3,2,1,NA,NA,NA,NA,NA,NA,137
"14199",11,746,37,25026,3,2,1,NA,NA,NA,NA,NA,NA,137
"14200",12,746,37,25026,3,2,1,58,1,58,NA,5.7,NA,137
"14201",13,746,37,25026,3,2,1,35,1,35,NA,2.9,NA,137
"14202",14,746,37,25026,3,2,1,57,1,57,NA,6.4,NA,137
"14203",15,746,37,25026,3,2,1,58,1,58,NA,6.7,NA,137
"14204",16,746,37,25026,3,2,1,54,2,28,NA,5.8,NA,137
"14205",17,746,37,25026,3,2,1,56,1,56,NA,6.6,NA,137
"14206",18,746,37,25026,3,2,1,57,1,57,NA,6.3,NA,137
"14207",19,746,37,25026,3,2,1,57,1,57,NA,6.5,NA,137
"14208",20,746,37,25026,3,2,1,58,1,58,NA,6.2,NA,137
"14209",21,746,37,25026,3,2,1,57,1,57,NA,6.3,NA,137
"14210",22,746,37,25026,3,2,1,59,1,59,NA,7.1,NA,137
"14211",23,746,37,25026,3,2,1,59,1,59,NA,6.4,NA,137
"14212",24,746,37,25026,3,2,1,60,1,60,NA,6.6,NA,137
"14213",25,746,37,25026,3,2,1,62,1,62,NA,7.9,NA,137
"14214",26,543,36,25026,3,2,1,54,1,54,NA,5.5,NA,137
"14215",27,746,37,25026,3,2,1,49,1,49,NA,5.3,NA,137
"14216",28,746,37,25026,3,2,1,56,1,56,NA,5.7,NA,137
"14217",29,746,37,25026,3,2,1,56,1,56,NA,6,NA,137
"14218",30,746,37,25026,3,2,1,55,1,55,NA,5.5,NA,137
"14219",31,746,37,25026,3,2,1,56,1,56,NA,5.3,NA,137
"14220",32,746,37,25026,3,2,1,55,1,55,NA,5.6,NA,137
"14221",33,746,37,25026,3,2,1,56,1,56,NA,5.7,NA,137
"14222",1,746,37,25026,4,1,1,NA,NA,NA,NA,NA,NA,137
"14223",2,746,37,25026,4,1,1,NA,NA,NA,NA,NA,NA,137
"14224",3,316,32,25026,4,1,1,46,1,46,NA,8,NA,137
"14225",4,743,37,25026,4,1,1,NA,NA,NA,NA,NA,NA,137
"14226",5,316,32,25026,4,1,1,37,1,37,NA,2.7,NA,137
"14227",6,746,37,25026,4,1,1,49,1,49,NA,6.3,NA,137
"14228",7,746,37,25026,4,1,1,49,1,49,NA,7.2,NA,137
"14229",8,746,37,25026,4,1,1,50,1,50,NA,6.7,NA,137
"14230",9,743,37,25026,4,1,1,50,1,50,NA,6.3,NA,137
"14231",10,743,37,25026,4,1,1,54,1,54,NA,6.6,NA,137
"14232",11,746,37,25026,4,1,1,57,1,57,NA,6.4,NA,137
"14233",12,746,37,25026,4,1,1,47,1,47,NA,5.1,NA,137
"14234",13,746,37,25026,4,1,1,45,1,45,NA,5.2,NA,137
"14235",14,746,37,25026,4,1,1,49,1,49,NA,5.4,NA,137
"14236",15,746,37,25026,4,1,1,48,1,48,NA,5.8,NA,137
"14237",1,71,9,25043,3,1,1,32,1,32,NA,4.8,NA,137
"14238",2,71,9,25043,3,1,1,23,1,23,NA,3.3,NA,137
"14239",3,71,9,25043,3,1,1,13,1,13,NA,1.5,NA,137
"14240",4,71,9,25043,3,1,1,33,1,33,NA,5,NA,137
"14241",21,746,37,25044,1,1,1,64,1,64,NA,10.5,NA,137
"14242",22,746,37,25044,1,1,1,62,1,62,NA,7.7,NA,137
"14243",23,12,6,25044,1,1,1,44,2,30,NA,5.5,NA,137
"14244",24,741,37,25044,1,1,1,61,1,61,NA,8.3,NA,137
"14245",25,12,6,25044,1,1,1,47,2,30,NA,5.3,NA,137
"14246",26,12,6,25044,1,1,1,55,1,55,NA,7.7,NA,137
"14247",27,12,6,25044,1,1,1,53,1,53,NA,6.1,NA,137
"14248",28,12,6,25044,1,1,1,40,1,40,NA,6.1,NA,137
"14249",29,318,31,25044,1,1,1,48,1,48,NA,8.1,NA,137
"14250",30,12,6,25044,1,1,1,45,1,45,NA,7.1,NA,137
"14251",31,746,37,25044,1,1,1,64,1,64,NA,11.3,NA,137
"14252",32,12,6,25044,1,1,1,33,1,33,NA,6.3,NA,137
"14253",33,12,6,25044,1,1,1,32,1,32,NA,6.4,NA,137
"14254",34,12,6,25044,1,1,1,45,1,45,NA,9.2,NA,137
"14255",35,746,37,25044,1,1,1,70,1,70,NA,11.5,NA,137
"14256",36,12,6,25044,1,1,1,40,1,28,NA,4.7,NA,137
"14257",37,12,6,25044,1,1,1,35,1,35,NA,5,NA,137
"14258",38,12,6,25044,1,1,1,36,1,36,NA,5.1,NA,137
"14259",39,746,37,25044,1,1,1,52,1,52,NA,5.2,NA,137
"14260",40,12,6,25044,1,1,1,33,1,33,NA,5.4,NA,137
"14261",14,746,37,25044,2,1,1,66,1,66,NA,10.6,NA,137
"14262",15,746,37,25044,2,1,1,66,1,66,NA,9.3,NA,137
"14263",16,746,37,25044,2,1,1,63,1,63,NA,11.3,NA,137
"14264",17,746,37,25044,2,1,1,67,1,67,NA,12.4,NA,137
"14265",18,746,37,25044,2,1,1,66,1,66,NA,7.8,NA,137
"14266",19,746,37,25044,2,1,1,65,1,65,NA,9.6,NA,137
"14267",20,746,37,25044,2,1,1,55,1,55,NA,7.8,NA,137
"14268",21,543,36,25044,2,1,1,40,1,40,NA,5.5,NA,137
"14269",22,12,6,25044,2,1,1,30,2,25,NA,5,NA,137
"14270",23,318,31,25044,2,1,1,46,1,46,NA,6.4,NA,137
"14271",24,318,31,25044,2,1,1,52,1,52,NA,5.5,NA,137
"14272",3,746,37,25044,4,2,1,56,2,8,NA,5.8,NA,137
"14273",15,12,6,25044,4,2,1,NA,NA,NA,NA,NA,NA,137
"14274",20,12,6,25044,4,2,1,18,1,18,NA,2,NA,137
"14275",25,746,37,25044,4,2,1,60,1,60,NA,6.9,NA,137
"14276",27,12,6,25044,4,2,1,32,1,32,NA,6.5,NA,137
"14277",28,12,6,25044,4,2,1,44,1,44,NA,7,NA,137
"14278",29,12,6,25044,4,2,1,45,1,45,NA,5.8,NA,137
"14279",30,12,6,25044,4,2,1,44,1,44,NA,7.3,NA,137
"14280",31,12,6,25044,4,2,1,31,1,31,NA,5.5,NA,137
"14281",32,12,6,25044,4,2,1,40,1,40,NA,5.7,NA,137
"14282",33,12,6,25044,4,2,1,42,1,42,NA,5.3,NA,137
"14283",34,12,6,25044,4,2,1,43,1,43,NA,6.4,NA,137
"14284",35,746,37,25044,4,2,1,50,1,50,NA,5.2,NA,137
"14285",36,746,37,25044,4,2,1,20,1,20,NA,1,NA,137
"14286",37,746,37,25044,4,2,1,19,1,19,NA,1.2,NA,137
"14287",38,746,37,25044,4,2,1,20,1,20,NA,1.3,NA,137
"14288",39,746,37,25044,4,2,1,20,1,20,NA,1.2,NA,137
"14289",40,746,37,25044,4,2,1,23,1,23,NA,1.7,NA,137
"14290",41,746,37,25044,4,2,1,24,1,24,NA,1.4,NA,137
"14291",42,746,37,25044,4,2,1,25,1,25,NA,1.6,NA,137
"14292",43,746,37,25044,4,2,1,19,1,19,NA,1,NA,137
"14293",44,746,37,25044,4,2,1,24,1,24,NA,1.6,NA,137
"14294",45,746,37,25044,4,2,1,24,1,24,NA,1.7,NA,137
"14295",46,746,37,25044,4,2,1,17,1,17,NA,1,NA,137
"14296",47,746,37,25044,4,2,1,28,1,28,NA,1.9,NA,137
"14297",1,71,9,25103,1,1,1,30,1,30,NA,5.3,NA,137
"14298",2,71,9,25103,1,1,1,27,1,27,NA,3.5,NA,137
"14299",1,71,9,25103,3,1,1,16,1,16,NA,2.6,NA,137
"14300",1,746,37,25103,4,2,1,73,1,73,NA,9.5,NA,137
"14301",2,746,37,25103,4,2,1,70,1,70,NA,9,NA,137
"14302",3,746,37,25103,4,2,1,72,1,72,NA,8.7,NA,137
"14303",4,746,37,25103,4,2,1,72,1,72,NA,8.3,NA,137
"14304",6,746,37,25103,4,2,1,70,1,70,NA,7.7,NA,137
"14305",7,12,6,25103,4,2,1,34,1,34,NA,5.8,NA,137
"14306",8,12,6,25103,4,2,1,34,1,34,NA,5.6,NA,137
"14307",5,318,31,25113,1,1,1,55,1,55,NA,10.3,NA,137
"14308",6,318,31,25113,1,1,1,55,1,55,NA,9.5,NA,137
"14309",7,318,31,25113,1,1,1,52,1,52,NA,7.8,NA,137
"14310",9,318,31,25113,1,1,1,53,1,53,NA,7.5,NA,137
"14311",10,318,31,25113,1,1,1,52,1,52,NA,8,NA,137
"14312",11,316,32,25113,1,1,1,32,1,32,NA,2.3,NA,137
"14313",12,316,32,25113,1,1,1,46,1,46,NA,4,NA,137
"14314",13,316,32,25113,1,1,1,44,1,44,NA,3.2,NA,137
"14315",14,318,31,25113,1,1,1,52,1,52,NA,6.3,NA,137
"14316",16,316,32,25113,1,1,1,29,1,29,NA,1.5,NA,137
"14317",17,318,31,25113,1,1,1,29,1,29,NA,1.3,NA,137
"14318",18,318,31,25113,1,1,1,28,1,28,NA,1.3,NA,137
"14319",19,318,31,25113,1,1,1,30,1,30,NA,1.6,NA,137
"14320",1,318,31,25113,2,1,1,58,1,58,NA,10.2,NA,137
"14321",2,318,31,25113,2,1,1,50,1,50,NA,9.7,NA,137
"14322",3,318,31,25113,2,1,1,46,1,23,NA,7,NA,137
"14323",4,318,31,25113,2,1,1,55,1,55,NA,9,NA,137
"14324",5,318,31,25113,2,1,1,NA,NA,NA,NA,NA,NA,137
"14325",8,316,32,25113,2,1,1,28,1,28,NA,1.7,NA,137
"14326",10,318,31,25113,2,1,1,17,1,17,NA,1.1,NA,137
"14327",11,746,37,25113,2,1,1,66,1,66,NA,6.6,NA,137
"14328",12,746,37,25113,2,1,1,62,1,62,NA,6.4,NA,137
"14329",13,746,37,25113,2,1,1,68,1,68,NA,6.5,NA,137
"14330",14,746,37,25113,2,1,1,65,1,65,NA,7.2,NA,137
"14331",15,746,37,25113,2,1,1,57,1,57,NA,5.1,NA,137
"14332",16,746,37,25113,2,1,1,64,1,64,NA,6.5,NA,137
"14333",17,316,32,25113,2,1,1,46,1,46,NA,6.2,NA,137
"14334",18,746,37,25113,2,1,1,60,1,60,NA,5.2,NA,137
"14335",4,316,32,25113,3,1,1,38,1,38,NA,3.4,NA,137
"14336",5,316,32,25113,3,1,1,32,1,32,NA,2,NA,137
"14337",6,316,32,25113,3,1,1,35,3,35,NA,3.2,NA,137
"14338",7,746,37,25113,3,1,1,58,1,58,NA,7.5,NA,137
"14339",8,316,32,25113,3,1,1,33,1,33,NA,2.7,NA,137
"14340",9,316,32,25113,3,1,1,29,1,29,NA,2.1,NA,137
"14341",10,746,37,25113,3,1,1,27,1,27,NA,2.1,NA,137
"14342",11,316,32,25113,3,1,1,36,1,36,NA,3.5,NA,137
"14343",12,316,32,25113,3,1,1,33,1,33,NA,3.2,NA,137
"14344",13,316,32,25113,3,1,1,29,1,29,NA,2,NA,137
"14345",14,316,32,25113,3,1,1,25,1,25,NA,1.5,NA,137
"14346",15,316,32,25113,3,1,1,33,1,33,NA,2.7,NA,137
"14347",16,316,32,25113,3,1,1,27,1,27,NA,1.7,NA,137
"14348",17,316,32,25113,3,1,1,29,1,29,NA,1.6,NA,137
"14349",18,316,32,25113,3,1,1,27,1,27,NA,1.9,NA,137
"14350",19,746,37,25113,3,1,1,60,2,27,NA,8.1,NA,137
"14351",20,746,37,25113,3,1,1,75,1,75,NA,9.9,NA,137
"14352",21,746,37,25113,3,1,1,60,3,60,NA,6.5,NA,137
"14353",22,743,37,25113,3,1,1,70,1,70,NA,8.8,NA,137
"14354",23,743,37,25113,3,1,1,75,3,75,NA,8,NA,137
"14355",24,743,37,25113,3,1,1,65,1,65,NA,7.4,NA,137
"14356",25,743,37,25113,3,1,1,73,1,73,NA,7.6,NA,137
"14357",26,743,37,25113,3,1,1,70,3,70,NA,8.2,NA,137
"14358",28,356,43,25113,3,1,1,21,1,21,NA,1.2,NA,137
"14359",29,316,32,25113,3,1,1,22,1,22,NA,1.4,NA,137
"14360",30,319,43,25113,3,1,1,NA,NA,NA,NA,NA,NA,137
"14361",31,746,37,25113,3,1,1,57,3,57,NA,6,NA,137
"14362",32,318,31,25113,3,1,1,50,1,50,NA,5.6,NA,137
"14363",33,743,37,25113,3,1,1,68,1,68,NA,6.5,NA,137
"14364",34,318,31,25113,3,1,1,49,1,49,NA,5,NA,137
"14365",2,375,41,25113,4,1,1,NA,NA,NA,NA,NA,NA,137
"14366",11,318,31,25113,4,1,1,24,1,24,NA,4.8,NA,137
"14367",12,318,31,25113,4,1,1,57,1,57,NA,7.8,NA,137
"14368",13,318,31,25113,4,1,1,40,2,11,NA,7.5,NA,137
"14369",14,318,31,25113,4,1,1,48,1,48,NA,6,NA,137
"14370",15,318,31,25113,4,1,1,44,1,44,NA,7.1,NA,137
"14371",16,318,31,25113,4,1,1,21,1,21,NA,1.9,NA,137
"14372",17,316,32,25113,4,1,1,22,1,22,NA,1.8,NA,137
"14373",18,318,31,25113,4,1,1,21,1,21,NA,1.5,NA,137
"14374",1,71,9,25129,1,1,1,55,1,55,NA,9.6,NA,137
"14375",2,71,9,25129,1,1,1,52,1,52,NA,10.9,NA,137
"14376",3,71,9,25129,1,1,1,49,1,49,NA,6.3,NA,137
"14377",4,71,9,25129,1,1,1,51,1,51,NA,6.3,NA,137
"14378",1,71,9,25129,2,1,1,53,1,53,NA,10.2,NA,137
"14379",2,375,41,25129,2,1,1,44,1,44,NA,6.2,NA,137
"14380",4,95,6,25129,2,1,1,15,1,15,NA,2.3,NA,137
"14381",5,12,6,25129,2,1,1,13,1,13,NA,1.4,NA,137
"14382",7,71,9,25129,2,1,1,55,1,55,NA,8,NA,137
"14383",8,71,9,25129,2,1,1,34,1,34,NA,3.4,NA,137
"14384",9,71,9,25129,2,1,1,21,1,21,NA,1.7,NA,137
"14385",10,375,41,25129,2,1,1,44,1,44,NA,5.5,NA,137
"14386",11,375,41,25129,2,1,1,46,1,46,NA,5.5,NA,137
"14387",12,935,43,25129,2,1,1,15,1,15,NA,1.5,NA,137
"14388",13,71,9,25129,2,1,1,46,1,46,NA,5.6,NA,137
"14389",14,71,9,25129,2,1,1,46,1,46,NA,5.4,NA,137
"14390",15,95,6,25129,2,1,1,31,1,31,NA,5.5,NA,137
"14391",16,543,36,25129,2,1,1,14,1,14,NA,1,NA,137
"14392",17,375,41,25129,2,1,1,17,1,17,NA,1,NA,137
"14393",1,241,9,25129,3,1,1,35,1,35,NA,8.1,NA,137
"14394",2,241,9,25129,3,1,1,23,1,23,NA,5.7,NA,137
"14395",3,241,9,25129,3,1,1,36,1,36,NA,6.8,NA,137
"14396",4,95,6,25129,3,1,1,50,1,50,NA,6.5,NA,137
"14397",5,95,6,25129,3,1,1,53,1,53,NA,6.2,NA,137
"14398",6,71,9,25129,3,1,1,58,1,58,NA,9,NA,137
"14399",7,95,6,25129,3,1,1,62,1,62,NA,7.8,NA,137
"14400",8,71,9,25129,3,1,1,60,1,60,NA,9.5,NA,137
"14401",9,95,6,25129,3,1,1,50,1,50,NA,6.5,NA,137
"14402",10,71,9,25129,3,1,1,56,1,56,NA,6.5,NA,137
"14403",11,71,9,25129,3,1,1,56,1,56,NA,8.1,NA,137
"14404",12,71,9,25129,3,1,1,55,1,55,NA,6.5,NA,137
"14405",13,241,9,25129,3,1,1,40,1,40,NA,10,NA,137
"14406",14,12,6,25129,3,1,1,NA,NA,NA,NA,NA,NA,137
"14407",15,95,6,25129,3,1,1,37,1,37,NA,2.9,NA,137
"14408",16,71,9,25129,3,1,1,44,1,44,NA,3.4,NA,137
"14409",17,375,41,25129,3,1,1,15,1,15,NA,1.3,NA,137
"14410",19,71,9,25129,3,1,1,50,1,50,NA,4.6,NA,137
"14411",20,71,9,25129,3,1,1,55,1,55,NA,6.3,NA,137
"14412",21,12,6,25129,3,1,1,48,1,48,NA,6.1,NA,137
"14413",22,71,9,25129,3,1,1,50,1,50,NA,5.3,NA,137
"14414",23,95,6,25129,3,1,1,NA,NA,NA,NA,NA,NA,137
"14415",24,95,6,25129,3,1,1,50,1,50,NA,5.4,NA,137
"14416",25,95,6,25129,3,1,1,48,1,48,NA,5,NA,137
"14417",26,95,6,25129,3,1,1,NA,NA,NA,NA,NA,NA,137
"14418",1,95,6,25129,4,1,1,55,1,55,NA,7.4,NA,137
"14419",2,71,9,25129,4,1,1,51,1,51,NA,7.4,NA,137
"14420",3,71,9,25129,4,1,1,62,1,62,NA,11.4,NA,137
"14421",4,71,9,25129,4,1,1,45,1,45,NA,9.3,NA,137
"14422",5,71,9,25129,4,1,1,63,1,63,NA,8.8,NA,137
"14423",6,71,9,25129,4,1,1,63,1,63,NA,8.9,NA,137
"14424",7,375,41,25129,4,1,1,63,1,63,NA,6.8,NA,137
"14425",8,375,41,25129,4,1,1,63,1,63,NA,7.8,NA,137
"14426",9,95,6,25129,4,1,1,52,1,52,NA,7.1,NA,137
"14427",10,71,9,25129,4,1,1,53,1,53,NA,5.3,NA,137
"14428",11,375,41,25129,4,1,1,50,1,50,NA,5.1,NA,137
"14429",8,95,6,25159,1,1,1,21,1,21,NA,3.2,NA,137
"14430",9,95,6,25159,1,1,1,25,1,25,NA,3.3,NA,137
"14431",10,95,6,25159,1,1,1,12,1,12,NA,1.5,NA,137
"14432",11,95,6,25159,1,1,1,16,1,16,NA,2.3,NA,137
"14433",12,95,6,25159,1,1,1,14,1,14,NA,1.9,NA,137
"14434",14,95,6,25159,1,1,1,33,1,33,NA,5.2,NA,137
"14435",15,95,6,25159,1,1,1,9,1,9,NA,1.3,NA,137
"14436",16,95,6,25159,1,1,1,38,1,38,NA,5.2,NA,137
"14437",17,95,6,25159,1,1,1,30,1,30,NA,5.4,NA,137
"14438",18,95,6,25159,1,1,1,34,1,34,NA,5,NA,137
"14439",1,95,6,25159,2,1,1,46,1,46,NA,6,NA,137
"14440",2,95,6,25159,2,1,1,40,1,40,NA,6,NA,137
"14441",3,95,6,25159,2,1,1,38,1,38,NA,5.4,NA,137
"14442",4,95,6,25159,2,1,1,40,1,40,NA,5.6,NA,137
"14443",5,95,6,25159,2,1,1,44,1,44,NA,7.1,NA,137
"14444",6,95,6,25159,2,1,1,NA,NA,NA,NA,NA,NA,137
"14445",7,95,6,25159,2,1,1,22,1,22,NA,2.4,NA,137
"14446",10,95,6,25159,2,1,1,19,1,19,NA,2.5,NA,137
"14447",11,95,6,25159,2,1,1,36,1,36,NA,5.9,NA,137
"14448",12,95,6,25159,2,1,1,38,1,38,NA,5.8,NA,137
"14449",13,95,6,25159,2,1,1,9,1,9,NA,1.2,NA,137
"14450",14,95,6,25159,2,1,1,22,1,22,NA,2.4,NA,137
"14451",15,95,6,25159,2,1,1,40,1,40,NA,5.2,NA,137
"14452",16,95,6,25159,2,1,1,44,1,44,NA,5.1,NA,137
"14453",17,95,6,25159,2,1,1,21,1,21,NA,3.3,NA,137
"14454",1,95,6,25159,3,1,1,38,1,38,NA,5.4,NA,137
"14455",2,95,6,25159,3,1,1,40,1,40,NA,6,NA,137
"14456",3,95,6,25159,3,1,1,40,1,40,NA,5.7,NA,137
"14457",4,95,6,25159,3,1,1,44,1,44,NA,5.9,NA,137
"14458",5,95,6,25159,3,1,1,29,1,29,NA,4.1,NA,137
"14459",6,95,6,25159,3,1,1,9,1,9,NA,1.5,NA,137
"14460",7,95,6,25159,3,1,1,41,1,41,NA,5.2,NA,137
"14461",8,95,6,25159,3,1,1,12,1,12,NA,1.4,NA,137
"14462",9,95,6,25159,3,1,1,9,1,9,NA,1.1,NA,137
"14463",10,95,6,25159,3,1,1,29,1,29,NA,5,NA,137
"14464",11,95,6,25159,3,1,1,38,1,38,NA,5,NA,137
"14465",1,95,6,25159,4,1,1,18,1,18,NA,2.2,NA,137
"14466",2,95,6,25159,4,1,1,38,1,38,NA,5.8,NA,137
"14467",3,95,6,25159,4,1,1,11,1,11,NA,1.4,NA,137
"14468",5,95,6,25174,1,1,1,37,1,37,NA,6.4,NA,137
"14469",6,71,9,25174,1,1,1,38,1,38,NA,8.2,NA,137
"14470",7,71,9,25174,1,1,1,35,1,35,NA,6.8,NA,137
"14471",8,95,6,25174,1,1,1,39,1,39,NA,7.8,NA,137
"14472",9,71,9,25174,1,1,1,30,1,30,NA,5,NA,137
"14473",1,241,9,25174,2,1,1,21,1,21,NA,5.3,NA,137
"14474",2,71,9,25174,2,1,1,35,1,35,NA,5.1,NA,137
"14475",3,71,9,25174,2,1,1,31,1,31,NA,5.1,NA,137
"14476",4,12,6,25174,2,1,1,9,1,9,NA,1,NA,137
"14477",5,71,9,25174,3,1,1,42,1,42,NA,8.7,NA,137
"14478",6,71,9,25174,3,1,1,38,1,38,NA,7.8,NA,137
"14479",7,95,6,25174,3,1,1,33,1,33,NA,5.4,NA,137
"14480",8,95,6,25174,3,1,1,35,1,35,NA,7.8,NA,137
"14481",11,71,9,25174,4,1,1,40,1,40,NA,9.4,NA,137
"14482",12,71,9,25174,4,1,1,39,1,39,NA,5.9,NA,137
"14483",13,71,9,25174,4,1,1,47,1,47,NA,7.2,NA,137
"14484",14,71,9,25174,4,1,1,41,1,41,NA,6.6,NA,137
"14485",15,71,9,25174,4,1,1,50,1,50,NA,9.1,NA,137
"14486",16,71,9,25174,4,1,1,44,1,44,NA,7,NA,137
"14487",17,71,9,25174,4,1,1,42,1,42,NA,8,NA,137
"14488",18,95,6,25174,4,1,1,27,1,27,NA,3.6,NA,137
"14489",19,95,6,25174,4,1,1,29,1,29,NA,4.6,NA,137
"14490",20,95,6,25174,4,1,1,34,1,34,NA,5,NA,137
"14491",16,316,32,25193,1,1,1,40,1,40,NA,6.5,NA,137
"14492",17,375,41,25193,1,1,1,50,1,50,NA,6.3,NA,137
"14493",18,746,37,25193,1,1,1,60,1,60,NA,8.4,NA,137
"14494",19,746,37,25193,1,1,1,NA,NA,NA,NA,NA,NA,137
"14495",20,375,41,25193,1,1,1,44,3,44,NA,6.2,NA,137
"14496",21,12,6,25193,1,1,1,NA,NA,NA,NA,NA,NA,137
"14497",22,12,6,25193,1,1,1,22,1,22,NA,3.1,NA,137
"14498",23,746,37,25193,1,1,1,55,1,55,NA,6.9,NA,137
"14499",24,375,41,25193,1,1,1,29,1,29,NA,3.6,NA,137
"14500",25,12,6,25193,1,1,1,14,1,14,NA,1.6,NA,137
"14501",26,12,6,25193,1,1,1,17,1,17,NA,2.2,NA,137
"14502",27,129,4,25193,1,1,1,39,1,39,NA,6.6,NA,137
"14503",28,12,6,25193,1,1,1,47,1,47,NA,7,NA,137
"14504",29,375,41,25193,1,1,1,30,1,30,NA,5.2,NA,137
"14505",30,746,37,25193,1,1,1,33,1,33,NA,6.1,NA,137
"14506",31,12,6,25193,1,1,1,11,1,11,NA,1,NA,137
"14507",32,12,6,25193,1,1,1,11,1,11,NA,1.2,NA,137
"14508",9,94,6,25193,2,2,1,64,1,64,NA,15.9,NA,137
"14509",10,746,37,25193,2,2,1,45,1,45,NA,5.9,NA,137
"14510",11,746,37,25193,2,2,1,29,1,29,NA,3.1,NA,137
"14511",12,12,6,25193,2,2,1,28,1,28,NA,2.9,NA,137
"14512",13,12,6,25193,2,2,1,25,1,25,NA,3.1,NA,137
"14513",14,746,37,25193,2,2,1,40,1,40,NA,5,NA,137
"14514",6,125,4,25193,4,1,1,80,2,7,NA,15.4,NA,137
"14515",7,125,4,25193,4,1,1,81,1,81,NA,23.7,NA,137
"14516",8,316,32,25193,4,1,1,35,1,35,NA,7.1,NA,137
"14517",9,12,6,25193,4,1,1,27,1,27,NA,4.2,NA,137
"14518",10,94,6,25193,4,1,1,12,1,12,NA,1.9,NA,137
"14519",11,12,6,25193,4,1,1,16,1,16,NA,2.4,NA,137
"14520",1,833,26,25209,1,1,1,31,1,31,NA,7.1,NA,137
"14521",2,316,32,25209,1,1,1,46,3,46,NA,7,NA,137
"14522",3,833,26,25209,1,1,1,21,1,21,NA,6.2,NA,137
"14523",4,316,32,25209,1,1,1,44,3,44,NA,5.1,NA,137
"14524",2,951,38,25209,2,1,1,60,2,37,NA,12.5,NA,137
"14525",21,318,31,25209,2,1,1,36,1,36,NA,5.8,NA,137
"14526",22,12,6,25209,2,1,1,18,1,18,NA,5,NA,137
"14527",23,746,37,25209,2,1,1,50,1,50,NA,8.1,NA,137
"14528",24,316,32,25209,2,1,1,20,1,20,NA,3,NA,137
"14529",25,316,32,25209,2,1,1,NA,NA,NA,NA,NA,NA,137
"14530",26,316,32,25209,2,1,1,NA,NA,NA,NA,NA,NA,137
"14531",27,12,6,25209,2,1,1,35,1,35,NA,5.2,NA,137
"14532",1,833,26,25209,3,1,1,34,1,34,NA,4.9,NA,137
"14533",2,833,26,25209,3,1,1,28,1,28,NA,2.8,NA,137
"14534",3,12,6,25209,3,1,1,37,1,37,NA,6.8,NA,137
"14535",4,833,26,25209,3,1,1,36,1,36,NA,5.6,NA,137
"14536",5,833,26,25209,3,1,1,36,1,36,NA,5.1,NA,137
"14537",6,833,26,25209,3,1,1,38,1,38,NA,5.3,NA,137
"14538",2,12,6,25209,4,1,1,18,1,18,NA,2.8,NA,137
"14539",3,746,37,25209,4,1,1,NA,NA,NA,NA,NA,NA,137
"14540",4,746,37,25209,4,1,1,48,1,48,NA,6.8,NA,137
"14541",5,316,32,25209,4,1,1,25,1,25,NA,2.3,NA,137
"14542",7,316,32,25209,4,1,1,NA,NA,NA,NA,NA,NA,137
"14543",8,316,32,25209,4,1,1,16,1,16,NA,1.2,NA,137
"14544",9,316,32,25209,4,1,1,NA,NA,NA,NA,NA,NA,137
"14545",10,316,32,25209,4,1,1,17,1,17,NA,1.4,NA,137
"14546",11,316,32,25209,4,1,1,NA,NA,NA,NA,NA,NA,137
"14547",12,316,32,25209,4,1,1,21,1,21,NA,1.6,NA,137
"14548",13,316,32,25209,4,1,1,17,1,17,NA,1.3,NA,137
"14549",14,12,6,25209,4,1,1,33,1,33,NA,6.2,NA,137
"14550",15,12,6,25209,4,1,1,18,1,18,NA,1.8,NA,137
"14551",16,316,32,25209,4,1,1,18,1,18,NA,1,NA,137
"14552",17,12,6,25209,4,1,1,35,1,35,NA,5.9,NA,137
"14553",18,12,6,25209,4,1,1,34,1,34,NA,6.1,NA,137
"14554",19,12,6,25209,4,1,1,37,1,37,NA,5.3,NA,137
"14555",20,12,6,25209,4,1,1,35,1,35,NA,5.5,NA,137
"14556",21,12,6,25209,4,1,1,36,1,36,NA,5.7,NA,137
"14557",22,12,6,25209,4,1,1,34,1,34,NA,5.4,NA,137
"14558",23,12,6,25209,4,1,1,31,1,31,NA,5.1,NA,137
"14559",24,318,31,25209,4,1,1,35,1,35,NA,5.2,NA,137
