"","tree","spcd","spgrpcd","plot","subp","condid","unitcd","ht","htcd","actualht","totage","dia","bhage","countycd"
"14560",25,746,37,25209,4,1,1,47,1,47,NA,5.6,NA,137
"14561",26,746,37,25209,4,1,1,46,1,46,NA,5.3,NA,137
"14562",27,12,6,25209,4,1,1,29,1,29,NA,5,NA,137
"14563",18,105,5,25219,1,1,1,12,1,12,NA,2.9,NA,137
"14564",19,105,5,25219,1,1,1,11,1,11,NA,2.3,NA,137
"14565",11,125,4,25219,2,2,1,24,1,24,NA,5.3,NA,137
"14566",12,105,5,25219,2,2,1,27,1,27,NA,5.4,NA,137
"14567",13,125,4,25219,2,2,1,24,1,24,NA,5.1,NA,137
"14568",14,125,4,25219,2,2,1,23,1,23,NA,5.1,NA,137
"14569",13,105,5,25219,3,1,1,10,1,10,NA,1.3,NA,137
"14570",14,105,5,25219,3,1,1,9,1,9,NA,1,NA,137
"14571",15,105,5,25219,3,1,1,11,1,11,NA,1.3,NA,137
"14572",16,105,5,25219,3,1,1,10,1,10,NA,1,NA,137
"14573",17,105,5,25219,3,1,1,10,1,10,NA,1.1,NA,137
"14574",18,105,5,25219,3,1,1,8,1,8,NA,1,NA,137
"14575",19,105,5,25219,3,1,1,9,1,9,NA,1,NA,137
"14576",20,105,5,25219,3,1,1,9,1,9,NA,1,NA,137
"14577",21,105,5,25219,3,1,1,9,1,9,NA,1,NA,137
"14578",1,129,4,25225,1,1,1,22,1,22,NA,2.7,NA,137
"14579",2,129,4,25225,1,1,1,24,1,24,NA,3.5,NA,137
"14580",16,741,37,25225,2,1,1,52,1,52,NA,5.9,NA,137
"14581",17,741,37,25225,2,1,1,52,1,52,NA,6,NA,137
"14582",18,741,37,25225,2,1,1,55,1,55,NA,6.4,NA,137
"14583",19,746,37,25225,2,1,1,58,1,58,NA,13.5,NA,137
"14584",20,375,41,25225,2,1,1,54,1,54,NA,7.2,NA,137
"14585",21,375,41,25225,2,1,1,43,1,43,NA,7.3,NA,137
"14586",22,12,6,25225,2,1,1,47,2,17,NA,6.6,NA,137
"14587",23,12,6,25225,2,1,1,40,2,20,NA,5.7,NA,137
"14588",24,12,6,25225,2,1,1,25,1,25,NA,5.1,NA,137
"14589",25,12,6,25225,2,1,1,32,1,32,NA,5.7,NA,137
"14590",26,12,6,25225,2,1,1,33,1,33,NA,5.8,NA,137
"14591",27,741,37,25225,2,1,1,41,1,41,NA,6.1,NA,137
"14592",28,12,6,25225,2,1,1,14,1,14,NA,1.4,NA,137
"14593",29,12,6,25225,2,1,1,17,1,17,NA,1.8,NA,137
"14594",30,12,6,25225,2,1,1,31,1,31,NA,3.2,NA,137
"14595",31,12,6,25225,2,1,1,30,2,14,NA,3.5,NA,137
"14596",32,12,6,25225,2,1,1,26,1,26,NA,2.1,NA,137
"14597",33,12,6,25225,2,1,1,24,1,24,NA,2.6,NA,137
"14598",34,12,6,25225,2,1,1,13,1,13,NA,1,NA,137
"14599",35,12,6,25225,2,1,1,27,2,23,NA,2.5,NA,137
"14600",36,12,6,25225,2,1,1,31,2,24,NA,3.5,NA,137
"14601",37,12,6,25225,2,1,1,18,1,18,NA,1.1,NA,137
"14602",38,12,6,25225,2,1,1,31,2,23,NA,3.3,NA,137
"14603",40,12,6,25225,2,1,1,NA,NA,NA,NA,NA,NA,137
"14604",42,12,6,25225,2,1,1,30,1,30,NA,3,NA,137
"14605",43,12,6,25225,2,1,1,26,1,26,NA,3,NA,137
"14606",44,12,6,25225,2,1,1,25,1,25,NA,2.9,NA,137
"14607",45,12,6,25225,2,1,1,31,2,23,NA,4.7,NA,137
"14608",46,375,41,25225,2,1,1,38,1,38,NA,5.7,NA,137
"14609",47,12,6,25225,2,1,1,41,2,29,NA,5.3,NA,137
"14610",48,375,41,25225,2,1,1,39,1,39,NA,6,NA,137
"14611",49,375,41,25225,2,1,1,37,1,37,NA,5,NA,137
"14612",50,375,41,25225,2,1,1,46,1,46,NA,5.4,NA,137
"14613",13,12,6,25225,3,1,1,41,2,27,NA,5.3,NA,137
"14614",14,746,37,25225,3,1,1,65,1,65,NA,12,NA,137
"14615",15,746,37,25225,3,1,1,74,1,8,NA,15.6,NA,137
"14616",16,12,6,25225,3,1,1,NA,NA,NA,NA,NA,NA,137
"14617",17,12,6,25225,3,1,1,NA,NA,NA,NA,NA,NA,137
"14618",18,316,32,25225,3,1,1,49,3,49,NA,8.1,NA,137
"14619",19,375,41,25225,3,1,1,54,1,54,NA,8.4,NA,137
"14620",20,375,41,25225,3,1,1,52,1,52,NA,7.6,NA,137
"14621",21,129,4,25225,3,1,1,67,1,67,NA,24.4,NA,137
"14622",22,241,9,25225,3,1,1,45,1,45,NA,11.6,NA,137
"14623",23,12,6,25225,3,1,1,47,2,44,NA,6.7,NA,137
"14624",24,375,41,25225,3,1,1,59,1,59,NA,6.9,NA,137
"14625",25,12,6,25225,3,1,1,43,1,43,NA,5.7,NA,137
"14626",26,375,41,25225,3,1,1,56,1,56,NA,8.9,NA,137
"14627",27,746,37,25225,3,1,1,53,1,53,NA,8.5,NA,137
"14628",28,746,37,25225,3,1,1,NA,NA,NA,NA,NA,NA,137
"14629",29,12,6,25225,3,1,1,49,1,49,NA,6.8,NA,137
"14630",30,12,6,25225,3,1,1,NA,NA,NA,NA,NA,NA,137
"14631",31,12,6,25225,3,1,1,NA,NA,NA,NA,NA,NA,137
"14632",32,12,6,25225,3,1,1,NA,NA,NA,NA,NA,NA,137
"14633",33,316,32,25225,3,1,1,42,3,42,NA,5.4,NA,137
"14634",1,125,4,25260,1,1,1,11,1,11,NA,2.9,NA,137
"14635",2,125,4,25260,1,1,1,11,1,11,NA,2.2,NA,137
"14636",3,105,5,25260,1,1,1,15,1,15,NA,2.1,NA,137
"14637",1,129,4,25260,2,2,1,59,1,59,NA,8.9,NA,137
"14638",2,129,4,25260,2,2,1,72,1,72,NA,11.3,NA,137
"14639",3,129,4,25260,2,2,1,82,1,82,NA,16.1,NA,137
"14640",5,95,6,25260,2,2,1,51,1,51,NA,7.7,NA,137
"14641",6,105,5,25260,2,2,1,77,1,77,NA,10.6,NA,137
"14642",7,129,4,25260,2,2,1,70,1,70,NA,10,NA,137
"14643",8,125,4,25260,2,2,1,44,1,44,NA,7.2,NA,137
"14644",9,95,6,25260,2,2,1,41,1,41,NA,7.6,NA,137
"14645",10,129,4,25260,2,2,1,68,1,68,NA,9.2,NA,137
"14646",11,105,5,25260,2,2,1,63,1,63,NA,9.2,NA,137
"14647",12,125,4,25260,2,2,1,47,1,47,NA,6.5,NA,137
"14648",13,125,4,25260,2,2,1,58,1,58,NA,8.9,NA,137
"14649",14,105,5,25260,2,2,1,69,1,69,NA,11.4,NA,137
"14650",15,125,4,25260,2,2,1,73,1,73,NA,11.8,NA,137
"14651",18,125,4,25260,2,2,1,70,1,70,NA,12.4,NA,137
"14652",20,129,4,25260,2,2,1,46,2,31,NA,8.4,NA,137
"14653",21,129,4,25260,2,2,1,44,1,44,NA,6,NA,137
"14654",22,95,6,25260,2,2,1,10,1,10,NA,1.5,NA,137
"14655",1,129,4,25260,3,2,1,72,3,72,NA,17.2,NA,137
"14656",2,125,4,25260,3,2,1,63,1,63,NA,13.5,NA,137
"14657",3,375,41,25260,3,2,1,46,1,46,NA,6.4,NA,137
"14658",4,375,41,25260,3,2,1,39,1,39,NA,5.3,NA,137
"14659",5,95,6,25260,3,2,1,41,1,41,NA,6.4,NA,137
"14660",7,375,41,25260,3,2,1,NA,NA,NA,NA,NA,NA,137
"14661",9,375,41,25260,3,2,1,NA,NA,NA,NA,NA,NA,137
"14662",12,375,41,25260,3,2,1,23,1,23,NA,2.5,NA,137
"14663",13,375,41,25260,3,2,1,30,3,30,NA,3.5,NA,137
"14664",14,95,6,25260,3,2,1,43,1,43,NA,7.7,NA,137
"14665",15,125,4,25260,3,2,1,44,3,44,NA,7.3,NA,137
"14666",16,375,41,25260,3,2,1,NA,NA,NA,NA,NA,NA,137
"14667",17,95,6,25260,3,2,1,9,1,9,NA,1.3,NA,137
"14668",18,95,6,25260,3,2,1,9,1,9,NA,1.5,NA,137
"14669",19,375,41,25260,3,2,1,11,1,11,NA,1,NA,137
"14670",20,95,6,25260,3,2,1,9,1,9,NA,1.3,NA,137
"14671",1,105,5,25260,4,1,1,33,1,33,NA,4.6,NA,137
"14672",2,129,4,25260,4,1,1,16,2,5,NA,1.9,NA,137
"14673",3,95,6,25260,4,1,1,14,1,14,NA,2.2,NA,137
"14674",4,71,9,25260,4,1,1,35,2,26,NA,5.8,NA,137
"14675",5,95,6,25260,4,1,1,11,1,11,NA,1.4,NA,137
"14676",12,375,41,25261,1,1,1,39,2,6,NA,5.3,NA,137
"14677",15,746,37,25261,1,1,1,33,1,33,NA,2.2,NA,137
"14678",16,746,37,25261,1,1,1,39,1,39,NA,4,NA,137
"14679",17,746,37,25261,1,1,1,28,1,28,NA,2,NA,137
"14680",18,746,37,25261,1,1,1,26,1,26,NA,1.8,NA,137
"14681",19,746,37,25261,1,1,1,29,1,29,NA,2.2,NA,137
"14682",20,746,37,25261,1,1,1,NA,NA,NA,NA,NA,NA,137
"14683",21,746,37,25261,1,1,1,39,1,39,NA,3.6,NA,137
"14684",22,746,37,25261,1,1,1,38,1,38,NA,3.4,NA,137
"14685",23,746,37,25261,1,1,1,NA,NA,NA,NA,NA,NA,137
"14686",24,375,41,25261,1,1,1,37,1,37,NA,3.7,NA,137
"14687",25,746,37,25261,1,1,1,36,1,36,NA,2.8,NA,137
"14688",26,375,41,25261,1,1,1,37,1,37,NA,3,NA,137
"14689",27,375,41,25261,1,1,1,36,1,36,NA,2.9,NA,137
"14690",28,375,41,25261,1,1,1,38,1,38,NA,3.5,NA,137
"14691",29,375,41,25261,1,1,1,37,1,37,NA,3.4,NA,137
"14692",30,746,37,25261,1,1,1,19,1,19,NA,1,NA,137
"14693",31,316,32,25261,1,1,1,26,1,26,NA,1.7,NA,137
"14694",19,12,6,25261,2,1,1,43,1,43,NA,8.9,NA,137
"14695",20,12,6,25261,2,1,1,27,1,27,NA,3.3,NA,137
"14696",21,746,37,25261,2,1,1,30,1,30,NA,2.4,NA,137
"14697",22,356,43,25261,2,1,1,20,1,20,NA,1.1,NA,137
"14698",23,356,43,25261,2,1,1,18,1,18,NA,1,NA,137
"14699",24,316,32,25261,2,1,1,19,1,19,NA,1.1,NA,137
"14700",18,746,37,25261,3,1,1,NA,NA,NA,NA,NA,NA,137
"14701",19,746,37,25261,3,1,1,24,1,24,NA,2.2,NA,137
"14702",20,741,37,25261,3,1,1,21,1,21,NA,1.2,NA,137
"14703",21,746,37,25261,3,1,1,42,1,42,NA,5.8,NA,137
"14704",22,746,37,25261,3,1,1,39,1,39,NA,5.5,NA,137
"14705",23,746,37,25261,3,1,1,40,1,40,NA,5,NA,137
"14706",24,746,37,25261,3,1,1,40,1,40,NA,5.1,NA,137
"14707",9,746,37,25261,4,1,1,54,1,54,NA,6.8,NA,137
"14708",10,746,37,25261,4,1,1,55,1,55,NA,7,NA,137
"14709",11,319,43,25261,4,1,1,13,1,13,NA,1.1,NA,137
"14710",12,375,41,25261,4,1,1,45,1,45,NA,5.2,NA,137
"14711",13,746,37,25261,4,1,1,46,1,46,NA,5.6,NA,137
"14712",14,746,37,25261,4,1,1,52,1,52,NA,5.9,NA,137
"14713",15,746,37,25261,4,1,1,46,1,46,NA,5.1,NA,137
"14714",16,746,37,25261,4,1,1,48,1,48,NA,5.8,NA,137
"14715",17,746,37,25261,4,1,1,47,1,47,NA,5.2,NA,137
"14716",1,71,9,25288,1,1,1,43,1,43,NA,9.2,NA,137
"14717",2,71,9,25288,1,1,1,43,1,43,NA,6.8,NA,137
"14718",3,71,9,25288,1,1,1,50,1,50,NA,7.1,NA,137
"14719",4,71,9,25288,1,1,1,36,1,36,NA,5.8,NA,137
"14720",5,71,9,25288,1,1,1,38,1,38,NA,5.6,NA,137
"14721",6,95,6,25288,1,1,1,45,1,24,NA,7.5,NA,137
"14722",7,71,9,25288,1,1,1,33,1,33,NA,3.8,NA,137
"14723",8,95,6,25288,1,1,1,44,1,44,NA,6.5,NA,137
"14724",9,95,6,25288,1,1,1,23,1,23,NA,3.1,NA,137
"14725",10,71,9,25288,1,1,1,43,1,43,NA,5.9,NA,137
"14726",11,71,9,25288,1,1,1,44,1,44,NA,5.8,NA,137
"14727",12,71,9,25288,1,1,1,40,1,40,NA,5.6,NA,137
"14728",13,71,9,25288,1,1,1,36,1,36,NA,5.8,NA,137
"14729",14,71,9,25288,1,1,1,36,1,36,NA,5.5,NA,137
"14730",15,71,9,25288,1,1,1,39,1,39,NA,5.2,NA,137
"14731",1,94,6,25288,2,2,1,70,1,70,NA,15.1,NA,137
"14732",3,12,6,25288,2,2,1,NA,NA,NA,NA,NA,NA,137
"14733",6,746,37,25288,2,2,1,66,1,66,NA,7.5,NA,137
"14734",7,746,37,25288,2,2,1,66,1,66,NA,6.8,NA,137
"14735",8,375,41,25288,2,2,1,31,1,31,NA,1.6,NA,137
"14736",9,12,6,25288,2,2,1,33,1,33,NA,5.6,NA,137
"14737",10,12,6,25288,2,2,1,42,1,42,NA,5.7,NA,137
"14738",11,746,37,25288,2,2,1,59,1,59,NA,6.3,NA,137
"14739",12,375,41,25288,2,2,1,43,1,43,NA,5.1,NA,137
"14740",1,241,9,25288,3,1,1,NA,NA,NA,NA,NA,NA,137
"14741",3,241,9,25288,3,1,1,NA,NA,NA,NA,NA,NA,137
"14742",4,95,6,25288,3,1,1,44,1,44,NA,8.7,NA,137
"14743",5,71,9,25288,3,1,1,44,1,44,NA,7.3,NA,137
"14744",7,71,9,25288,3,1,1,34,1,34,NA,4.8,NA,137
"14745",8,71,9,25288,3,1,1,35,1,35,NA,5.7,NA,137
"14746",9,95,6,25288,3,1,1,39,1,39,NA,5.7,NA,137
"14747",10,95,6,25288,3,1,1,39,1,39,NA,5.4,NA,137
"14748",1,71,9,25288,4,1,1,47,1,47,NA,6.8,NA,137
"14749",2,71,9,25288,4,1,1,44,1,44,NA,6,NA,137
"14750",3,543,36,25288,4,1,1,15,1,15,NA,1.3,NA,137
"14751",1,129,4,25317,1,1,1,85,1,85,NA,13.5,NA,137
"14752",2,125,4,25317,1,1,1,NA,NA,NA,NA,NA,NA,137
"14753",3,125,4,25317,1,1,1,NA,NA,NA,NA,NA,NA,137
"14754",4,129,4,25317,1,1,1,98,1,98,NA,22.5,NA,137
"14755",5,129,4,25317,1,1,1,92,1,92,NA,21.7,NA,137
"14756",6,129,4,25317,1,1,1,85,1,85,NA,21.6,NA,137
"14757",7,125,4,25317,1,1,1,NA,NA,NA,NA,NA,NA,137
"14758",8,129,4,25317,1,1,1,47,1,47,NA,6.4,NA,137
"14759",10,94,6,25317,1,1,1,38,1,38,NA,6.8,NA,137
"14760",11,375,41,25317,1,1,1,NA,NA,NA,NA,NA,NA,137
"14761",1,12,6,25317,2,2,1,41,1,41,NA,6.6,NA,137
"14762",2,129,4,25317,2,2,1,16,1,16,NA,3.1,NA,137
"14763",3,129,4,25317,2,2,1,14,1,14,NA,2.4,NA,137
"14764",4,375,41,25317,2,2,1,13,1,13,NA,1,NA,137
"14765",5,746,37,25317,2,2,1,37,1,37,NA,5.8,NA,137
"14766",1,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14767",2,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14768",3,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14769",4,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14770",5,129,4,25317,3,1,1,73,2,66,NA,12.3,NA,137
"14771",6,129,4,25317,3,1,1,67,2,55,NA,8.6,NA,137
"14772",7,129,4,25317,3,1,1,77,1,77,NA,8.2,NA,137
"14773",8,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14774",9,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14775",10,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14776",11,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14777",12,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14778",13,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14779",14,125,4,25317,3,1,1,NA,NA,NA,NA,NA,NA,137
"14780",2,746,37,25317,4,1,1,NA,NA,NA,NA,NA,NA,137
"14781",4,129,4,25317,4,1,1,102,1,102,NA,24.7,NA,137
"14782",29,746,37,25348,1,1,1,50,1,50,NA,5.6,NA,137
"14783",30,746,37,25348,1,1,1,29,2,8,NA,1.9,NA,137
"14784",32,746,37,25348,1,1,1,49,1,49,NA,6.4,NA,137
"14785",33,746,37,25348,1,1,1,51,2,33,NA,5.9,NA,137
"14786",35,746,37,25348,1,1,1,NA,NA,NA,NA,NA,NA,137
"14787",36,746,37,25348,1,1,1,NA,NA,NA,NA,NA,NA,137
"14788",37,746,37,25348,1,1,1,NA,NA,NA,NA,NA,NA,137
"14789",38,543,36,25348,1,1,1,24,1,24,NA,2,NA,137
"14790",39,543,36,25348,1,1,1,21,1,21,NA,1.4,NA,137
"14791",40,543,36,25348,1,1,1,22,1,22,NA,1.6,NA,137
"14792",41,746,37,25348,1,1,1,55,1,55,NA,8,NA,137
"14793",42,746,37,25348,1,1,1,53,1,53,NA,6.7,NA,137
"14794",43,746,37,25348,1,1,1,55,1,55,NA,7.5,NA,137
"14795",44,746,37,25348,1,1,1,54,1,54,NA,6.5,NA,137
"14796",45,746,37,25348,1,1,1,53,1,53,NA,6.7,NA,137
"14797",46,746,37,25348,1,1,1,54,1,54,NA,6.3,NA,137
"14798",47,746,37,25348,1,1,1,54,1,54,NA,7.1,NA,137
"14799",48,746,37,25348,1,1,1,54,1,54,NA,6,NA,137
"14800",49,746,37,25348,1,1,1,55,1,55,NA,8.1,NA,137
"14801",50,746,37,25348,1,1,1,NA,NA,NA,NA,NA,NA,137
"14802",51,746,37,25348,1,1,1,49,1,49,NA,6.4,NA,137
"14803",52,746,37,25348,1,1,1,50,1,50,NA,5.3,NA,137
"14804",53,746,37,25348,1,1,1,50,1,50,NA,5.4,NA,137
"14805",54,746,37,25348,1,1,1,51,1,51,NA,5.5,NA,137
"14806",55,746,37,25348,1,1,1,52,1,52,NA,5.7,NA,137
"14807",56,746,37,25348,1,1,1,53,1,53,NA,5.7,NA,137
"14808",57,746,37,25348,1,1,1,52,1,52,NA,6.3,NA,137
"14809",58,746,37,25348,1,1,1,53,1,53,NA,6.1,NA,137
"14810",59,746,37,25348,1,1,1,52,1,52,NA,5.5,NA,137
"14811",15,746,37,25348,2,1,1,49,1,49,NA,4.1,NA,137
"14812",16,746,37,25348,2,1,1,NA,NA,NA,NA,NA,NA,137
"14813",17,746,37,25348,2,1,1,47,1,47,NA,3.8,NA,137
"14814",18,746,37,25348,2,1,1,NA,NA,NA,NA,NA,NA,137
"14815",19,746,37,25348,2,1,1,NA,NA,NA,NA,NA,NA,137
"14816",20,746,37,25348,2,1,1,NA,NA,NA,NA,NA,NA,137
"14817",21,746,37,25348,2,1,1,49,1,49,NA,4.2,NA,137
"14818",22,746,37,25348,2,1,1,NA,NA,NA,NA,NA,NA,137
"14819",23,746,37,25348,2,1,1,34,1,34,NA,2.4,NA,137
"14820",24,746,37,25348,2,1,1,36,1,36,NA,2.8,NA,137
"14821",25,746,37,25348,2,1,1,20,2,17,NA,1.3,NA,137
"14822",26,746,37,25348,2,1,1,NA,NA,NA,NA,NA,NA,137
"14823",29,746,37,25348,2,1,1,55,1,55,NA,7.5,NA,137
"14824",30,746,37,25348,2,1,1,49,1,49,NA,7,NA,137
"14825",31,746,37,25348,2,1,1,54,1,54,NA,6.7,NA,137
"14826",32,543,36,25348,2,1,1,17,1,17,NA,1,NA,137
"14827",33,543,36,25348,2,1,1,15,1,15,NA,1.1,NA,137
"14828",34,746,37,25348,2,1,1,53,1,53,NA,5.7,NA,137
"14829",35,746,37,25348,2,1,1,53,1,53,NA,5.8,NA,137
"14830",36,746,37,25348,2,1,1,51,1,51,NA,5,NA,137
"14831",37,746,37,25348,2,1,1,53,1,53,NA,5,NA,137
"14832",38,746,37,25348,2,1,1,54,1,54,NA,6.7,NA,137
"14833",39,746,37,25348,2,1,1,53,1,53,NA,6.1,NA,137
"14834",40,746,37,25348,2,1,1,53,1,53,NA,5.6,NA,137
"14835",41,746,37,25348,2,1,1,53,1,53,NA,5.7,NA,137
"14836",16,746,37,25348,3,1,1,30,1,28,NA,2,NA,137
"14837",17,746,37,25348,3,1,1,NA,NA,NA,NA,NA,NA,137
"14838",18,746,37,25348,3,1,1,NA,NA,NA,NA,NA,NA,137
"14839",19,746,37,25348,3,1,1,52,1,52,NA,5.5,NA,137
"14840",21,746,37,25348,3,1,1,48,1,48,NA,4.6,NA,137
"14841",23,746,37,25348,3,1,1,NA,NA,NA,NA,NA,NA,137
"14842",24,746,37,25348,3,1,1,NA,NA,NA,NA,NA,NA,137
"14843",26,746,37,25348,3,1,1,52,1,52,NA,7.3,NA,137
"14844",27,746,37,25348,3,1,1,52,1,52,NA,6.5,NA,137
"14845",28,746,37,25348,3,1,1,52,1,52,NA,6.2,NA,137
"14846",29,746,37,25348,3,1,1,53,1,53,NA,6.5,NA,137
"14847",30,746,37,25348,3,1,1,54,1,54,NA,6.2,NA,137
"14848",31,746,37,25348,3,1,1,54,1,54,NA,6.7,NA,137
"14849",32,746,37,25348,3,1,1,NA,NA,NA,NA,NA,NA,137
"14850",33,746,37,25348,3,1,1,14,1,11,NA,1.1,NA,137
"14851",34,746,37,25348,3,1,1,48,1,48,NA,5.1,NA,137
"14852",35,746,37,25348,3,1,1,50,1,50,NA,5.7,NA,137
"14853",36,746,37,25348,3,1,1,51,1,51,NA,6,NA,137
"14854",37,746,37,25348,3,1,1,50,1,50,NA,5,NA,137
"14855",38,746,37,25348,3,1,1,48,1,48,NA,5.4,NA,137
"14856",39,746,37,25348,3,1,1,52,1,52,NA,5.2,NA,137
"14857",40,746,37,25348,3,1,1,53,1,53,NA,5.8,NA,137
"14858",41,746,37,25348,3,1,1,52,1,52,NA,5.9,NA,137
"14859",42,746,37,25348,3,1,1,52,1,52,NA,5.8,NA,137
"14860",43,746,37,25348,3,1,1,53,1,53,NA,6.6,NA,137
"14861",9,543,36,25348,4,1,1,59,1,59,NA,11.8,NA,137
"14862",14,543,36,25348,4,1,1,56,1,56,NA,8.7,NA,137
"14863",15,746,37,25348,4,1,1,30,1,30,NA,2.5,NA,137
"14864",16,746,37,25348,4,1,1,50,1,50,NA,3.9,NA,137
"14865",17,746,37,25348,4,1,1,NA,NA,NA,NA,NA,NA,137
"14866",18,746,37,25348,4,1,1,NA,NA,NA,NA,NA,NA,137
"14867",19,543,36,25348,4,1,1,40,1,40,NA,2.8,NA,137
"14868",20,543,36,25348,4,1,1,46,1,46,NA,4,NA,137
"14869",22,746,37,25348,4,1,1,NA,NA,NA,NA,NA,NA,137
"14870",23,763,43,25348,4,1,1,NA,NA,NA,NA,NA,NA,137
"14871",24,763,43,25348,4,1,1,NA,NA,NA,NA,NA,NA,137
"14872",25,543,36,25348,4,1,1,23,1,23,NA,1.2,NA,137
"14873",26,543,36,25348,4,1,1,44,1,44,NA,5.8,NA,137
"14874",27,746,37,25348,4,1,1,57,1,57,NA,7.1,NA,137
"14875",28,746,37,25348,4,1,1,52,1,52,NA,5,NA,137
"14876",29,746,37,25348,4,1,1,54,1,54,NA,5.7,NA,137
"14877",30,746,37,25348,4,1,1,56,1,56,NA,6.2,NA,137
"14878",31,746,37,25348,4,1,1,51,1,51,NA,5,NA,137
"14879",32,746,37,25348,4,1,1,52,1,52,NA,5.8,NA,137
"14880",33,746,37,25348,4,1,1,55,1,55,NA,6.2,NA,137
"14881",6,129,4,25351,1,1,1,28,1,28,NA,6.2,NA,137
"14882",7,129,4,25351,1,1,1,30,2,11,NA,5.4,NA,137
"14883",8,71,9,25351,1,1,1,25,1,25,NA,5.9,NA,137
"14884",1,94,6,25351,2,2,1,50,1,50,NA,9.5,NA,137
"14885",6,95,6,25351,2,2,1,75,2,58,NA,10.2,NA,137
"14886",7,94,6,25351,2,2,1,82,1,82,NA,15,NA,137
"14887",9,95,6,25351,2,2,1,37,1,37,NA,6.1,NA,137
"14888",10,746,37,25351,2,2,1,60,1,60,NA,9.5,NA,137
"14889",11,94,6,25351,2,2,1,32,1,32,NA,6.2,NA,137
"14890",12,746,37,25351,2,2,1,52,1,52,NA,7.2,NA,137
"14891",13,746,37,25351,2,2,1,19,1,19,NA,1.8,NA,137
"14892",2,746,37,25351,3,2,1,83,1,83,NA,14.1,NA,137
"14893",4,129,4,25351,3,2,1,43,1,43,NA,14.9,NA,137
"14894",5,746,37,25351,3,2,1,50,3,50,NA,10.8,NA,137
"14895",6,746,37,25351,3,2,1,80,1,80,NA,15.2,NA,137
"14896",7,746,37,25351,3,2,1,60,1,60,NA,10.8,NA,137
"14897",9,95,6,25351,3,2,1,49,1,49,NA,11.7,NA,137
"14898",11,129,4,25351,3,2,1,56,1,56,NA,16.8,NA,137
"14899",12,746,37,25351,3,2,1,66,1,66,NA,11.9,NA,137
"14900",13,746,37,25351,3,2,1,79,1,79,NA,14,NA,137
"14901",14,12,6,25351,3,2,1,NA,NA,NA,NA,NA,NA,137
"14902",15,746,37,25351,3,2,1,66,1,66,NA,9.3,NA,137
"14903",16,95,6,25351,3,2,1,35,1,35,NA,5.1,NA,137
"14904",17,375,41,25351,3,2,1,48,1,48,NA,6.5,NA,137
"14905",18,12,6,25351,3,2,1,16,1,16,NA,2.8,NA,137
"14906",4,71,9,25351,4,1,1,24,1,24,NA,5.6,NA,137
"14907",5,71,9,25351,4,1,1,15,1,15,NA,1.8,NA,137
"14908",6,71,9,25351,4,1,1,27,1,27,NA,4.1,NA,137
"14909",1,71,9,25376,1,1,1,62,1,62,NA,9.9,NA,137
"14910",2,95,6,25376,1,1,1,NA,NA,NA,NA,NA,NA,137
"14911",3,71,9,25376,1,1,1,49,1,49,NA,8.6,NA,137
"14912",4,95,6,25376,1,1,1,55,1,55,NA,9.3,NA,137
"14913",5,95,6,25376,1,1,1,50,1,50,NA,8,NA,137
"14914",6,71,9,25376,1,1,1,50,1,50,NA,9.3,NA,137
"14915",7,71,9,25376,1,1,1,48,1,48,NA,9.2,NA,137
"14916",8,95,6,25376,1,1,1,33,1,33,NA,3.9,NA,137
"14917",9,71,9,25376,1,1,1,47,1,47,NA,7.8,NA,137
"14918",10,95,6,25376,1,1,1,45,1,45,NA,5.2,NA,137
"14919",1,95,6,25376,2,1,1,47,1,47,NA,9.5,NA,137
"14920",2,71,9,25376,2,1,1,68,1,68,NA,10.9,NA,137
"14921",3,71,9,25376,2,1,1,53,1,53,NA,8.5,NA,137
"14922",5,71,9,25376,2,1,1,60,1,60,NA,11.4,NA,137
"14923",6,95,6,25376,2,1,1,41,1,41,NA,8,NA,137
"14924",7,71,9,25376,2,1,1,66,1,66,NA,8.1,NA,137
"14925",8,71,9,25376,2,1,1,47,1,47,NA,7.2,NA,137
"14926",9,71,9,25376,2,1,1,33,1,33,NA,3.7,NA,137
"14927",10,95,6,25376,2,1,1,30,1,30,NA,3.1,NA,137
"14928",11,95,6,25376,2,1,1,40,1,40,NA,6.2,NA,137
"14929",1,71,9,25376,3,1,1,60,1,60,NA,9.3,NA,137
"14930",2,95,6,25376,3,1,1,55,1,55,NA,11.3,NA,137
"14931",3,95,6,25376,3,1,1,55,1,55,NA,7.6,NA,137
"14932",4,71,9,25376,3,1,1,55,1,55,NA,7.4,NA,137
"14933",5,95,6,25376,3,1,1,49,1,49,NA,6.5,NA,137
"14934",6,71,9,25376,3,1,1,53,1,53,NA,6.5,NA,137
"14935",7,71,9,25376,3,1,1,15,1,15,NA,1.2,NA,137
