Family,Genus,Species Name,Authority,*Taxonomic Notes,Country Distribution,Endemic,State Distribution,IUCN Red List Assessment,IUCN Red List Assessment Year,NatureServe Grank,NatureServe Grank Year,Federal Listing Status,Federal Listing Year,Ex-situ Collections
Rosaceae,Crataegus,Crataegus douglasii,Lindl.,,Canada; United States,No,"AK, CA, ID, MI, MN, MT, ND, OR, SD, UT, WA, WI, WY",Least Concern,2018,G5,2015,Not listed,Not listed,75
Rosaceae,Crataegus,Crataegus erythropoda,Ashe,,United States,Yes,"AZ, CO, NM, UT, WY",Least Concern,2020,G5,1990,Not listed,Not listed,18
Rosaceae,Crataegus,Crataegus exilis,Beadle,,United States,Yes,GA,Not Evaluated,,G4,1994,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus extraria,Beadle,,United States,Yes,GA,Not Evaluated,,G4,1994,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus fecunda,Sargent,,United States,Yes,,Not Evaluated,,GH,2020,Not listed,Not listed,6
Rosaceae,Crataegus,Crataegus flabellata,(Bosc ex Spach) K.Koch,,"United States, Canada",No,"AL, AR, CT, FL, GA, IL, LA, MA, ME, MI, MN, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV",Least Concern,2020,G4,2015,Not listed,Not listed,39
Rosaceae,Crataegus,Crataegus florifera,Sarg.,,"Canada, United States",No,NY,Least Concern,2020,G3,1997,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus formosa,Sarg.,,"Canada, United States",No,"NY, OH, WI",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G2,2016,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus frugiferens,Beadle,,United States,Yes,"AL, GA, MS",Near Threatened,2022,GNR,,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus furtiva,Beadle,,United States,Yes,GA,Least Concern,2022,G4,1994,Not listed,Not listed,2
Rosaceae,Crataegus,Crataegus greggiana,Eggl.,,"Mexico, United States",No,TX,Vulnerable,2020,G4,1989,Not listed,Not listed,4
Rosaceae,Crataegus,Crataegus harbisonii,Beadle        ,,United States,Yes,"GA, LA, TN",Critically Endangered (ESTIMATED),ESTIMATED ASSESSMENT,G1,2019,Not listed,Not listed,21
Rosaceae,Crataegus,Crataegus holmesiana,Ashe,,"Canada, United States",No,"CT, IL, IN, MA, ME, MI, MN, NH, NJ, NY, OH, PA, RI, VT, WI, WV",Least Concern,2018,G5,2016,Not listed,Not listed,10
Rosaceae,Crataegus,Crataegus intricata,Lange,,"Canada, United States",No,"AL, AR, CT, DC, DE, GA, IL, IN, KY, MA, MD, MI, MO, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV",Not Evaluated,,G5,2015,Not listed,Not listed,43
Rosaceae,Crataegus,Crataegus iracunda,Beadle,,"Canada, United States",No,"AL, CT, DE, GA, IN, KY, LA, MA, MD, ME, MI, MS, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WV",Least Concern,2020,GNR,,Not listed,Not listed,9
Rosaceae,Crataegus,Crataegus jesupii,Sarg.,,United States,Yes,"CT, MI, NH, NJ, NY, OH, PA, VT, WI",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G4,1986,Not listed,Not listed,1
Rosaceae,Crataegus,Crataegus jonesiae,Sarg.,,"Canada, United States",No,"ME, MN, NH, NY, RI, VT",Not Evaluated,,G4,1994,Not listed,Not listed,2
Rosaceae,Crataegus,Crataegus lacrimata,Small,,United States,Yes,FL,Least Concern,2022,G3,1999,Not listed,Not listed,5
Rosaceae,Crataegus,Crataegus laevigata,(Poir.) DC.,,Austria; Belarus; Belgium; Croatia; Czechia; Denmark; Estonia; France; Germany; Hungary; Italy; Latvia; Lithuania; Luxembourg; Moldova; Netherlands; Poland; Romania; Slovakia; Slovenia; Spain; Sweden; Switzerland; Ukraine; United Kingdom,No,"MA, MI",Least Concern,2017,GNR,,Not listed,Not listed,84
Rosaceae,Crataegus,Crataegus lancei,J.B.Phipps,,United States,Yes,"AL, FL, GA, NC, SC",Near Threatened,2022,GNA,1993,Not listed,Not listed,3
Rosaceae,Crataegus,Crataegus lanuginosa,Sargent,,United States,Yes,,Not Evaluated,,GH,2020,Not listed,Not listed,4
Rosaceae,Crataegus,Crataegus lassa,Beadle,,United States,Yes,"AL, FL, GA, SC",Least Concern,2020,G4,1994,Not listed,Not listed,1
Rosaceae,Crataegus,Crataegus lumaria,Ashe,,"Canada, United States",No,"CT, MA, MI, NY, WI",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G3,1996,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus macrosperma,Ashe,,"Canada, United States",No,"AR, CT, DE, GA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV",Least Concern,2018,G5,2015,Not listed,Not listed,25
Rosaceae,Crataegus,Crataegus margarettae,Ashe,,"Canada, United States",No,"IA, IL, IN, KY, MD, MI, MO, OH, PA, TN, VA, WI, WV",Least Concern,2022,G5,1994,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus marshallii,Eggl.,,United States,Yes,"AL, AR, FL, GA, IL, LA, MO, MS, NC, OK, SC, TN, TX, VA",Least Concern,2020,G5,1985,Not listed,Not listed,23
Rosaceae,Crataegus,Crataegus mendosa,Beadle,,United States,Yes,"AL, GA",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G3,2019,Not listed,Not listed,1
Rosaceae,Crataegus,Crataegus mollis,(Torr. & A.Gray) Scheele,,Canada; United States,No,"AL, AR, CT, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, ND, NE, NH, NY, OH, OK, PA, SD, TN, TX, VA, WI, WV",Least Concern,2018,G5,2015,Not listed,Not listed,79
Rosaceae,Crataegus,Crataegus monogyna,Jacq.,,"Albania; Algeria; Austria; Belarus; Belgium; Bosnia and Herzegovina; Bulgaria; Croatia; Cyprus; Czechia; Denmark; Finland; France; Georgia; Germany; Greece; Hungary; Iran, Islamic Republic of; Iraq; Ireland; Israel; Italy; Lebanon; Luxembourg; Malta; Moldova; Montenegro; Morocco; Netherlands; North Macedonia; Norway; Poland; Portugal; Romania; Russian Federation; Serbia; Slovakia; Slovenia; Spain; Sweden; Switzerland; Syrian Arab Republic; Tunisia; Turkey; Ukraine; United Kingdom",No,"AR, CT, DC, DE, IL, KY, MA, ME, MI, MT, NH, NJ, NY, OH, PA, RI, TN, UT, VT, WI, WV",Least Concern,2017,G5,1994,Not listed,Not listed,178
Rosaceae,Crataegus,Crataegus nitida,(Engelm. ex Britton & N.E.Br.) Sarg.,,United States,Yes,"AR, IL, MO, OH, PA, TN, WI",Not Evaluated,,G4,1994,Not listed,Not listed,15
Rosaceae,Crataegus,Crataegus okennonii,J.B.Phipps,,"United States, Canada",No,"ID, MT, WA",Least Concern,2022,G3,2002,Not listed,Not listed,1
Rosaceae,Crataegus,Crataegus opaca,Hook. & Arn. ex Hook.,,United States,Yes,"AL, AR, LA, MS, TX",Least Concern,2020,G5,1985,Not listed,Not listed,14
Rosaceae,Crataegus,Crataegus ouachitensis,E.J.Palmer,,United States,Yes,AR,Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G1,2018,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus padifolia,Sarg.,,United States,Yes,"AR, MO",Vulnerable (ESTIMATED),ESTIMATED ASSESSMENT,GNR,,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus pennsylvanica,Ashe,,United States,Yes,"DE, MD, NJ(.1), NY, OH, PA, VA, WV",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G3,2015,Not listed,Not listed,12
Rosaceae,Crataegus,Crataegus phaenopyrum,(L.f.) Medik.,,"Canada, United States",No,"AL, AR, DC, DE, FL, GA, IL, IN, KY, MA, MD, MI, MO, NC, NJ, OH, PA, RI, SC, TN, VA, WV",Least Concern,2020,G4,1996,Not listed,Not listed,97
Rosaceae,Crataegus,Crataegus phippsii,O'Kennon        ,,"Canada, United States",No,"MT, WA",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G2,2015,Not listed,Not listed,2
Rosaceae,Crataegus,Crataegus prona,Ashe,,United States,Yes,"IN, MI, NY, OH, PA, WV",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G4,1994,Not listed,Not listed,1
Rosaceae,Crataegus,Crataegus pruinosa,(H.L.Wendl.) K.Koch,,Canada; United States,No,"AR, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, TN, VA, VT, WI, WV",Least Concern,2018,G5,2015,Not listed,Not listed,17
Rosaceae,Crataegus,Crataegus pulcherrima,Ashe,,United States,Yes,"AL, FL, GA, MS",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G3,1998,Not listed,Not listed,10
Rosaceae,Crataegus,Crataegus punctata,Jacq.,,"Canada, United States",No,"AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV",Least Concern,2018,G5,2015,Not listed,Not listed,51
Rosaceae,Crataegus,Crataegus quaesita,Beadle,,United States,Yes,GA,Least Concern,2020,G4,1994,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus reverchonii,Sarg.,,United States,Yes,"AR, KS, MO, OK, TX",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G4,1984,Not listed,Not listed,2
Rosaceae,Crataegus,Crataegus rivularis,Nutt.,,United States,Yes,"AZ, CO, ID, NM, NV, TX, UT, WY",Least Concern,2020,G5,1989,Not listed,Not listed,14
Rosaceae,Crataegus,Crataegus sargentii,Beadle,,United States,Yes,"AL, GA, TN",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G4,1994,Not listed,Not listed,1
Rosaceae,Crataegus,Crataegus schuettei,Ashe,,"Canada, United States",No,"AR, CT, IL, IN, MA, MD, ME, MI, MO, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV",Least Concern,2020,G5,1996,Not listed,Not listed,5
Rosaceae,Crataegus,Crataegus senta,Beadle,,United States,Yes,NC,Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G2,2019,Not listed,Not listed,1
Rosaceae,Crataegus,Crataegus sororia,Beadle,,United States,Yes,"AL, GA, SC",Near Threatened,2022,G4,1994,Not listed,Not listed,1
Rosaceae,Crataegus,Crataegus spathulata,Michx.,,United States,Yes,"AL, AR, FL, GA, KY, LA, MO, MS, NC, OK, SC, TN, TX, WV",Least Concern,2020,G5,1995,Not listed,Not listed,22
Rosaceae,Crataegus,Crataegus submollis,Sarg.,,Canada; United States,No,"CT, MA, ME, MI, MN, NH, NY, OH, PA, VT, WI",Least Concern,2018,G5,2015,Not listed,Not listed,49
Rosaceae,Crataegus,Crataegus suborbiculata,Sarg.,,"Canada, United States",No,"CT, MI, NY, OH",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G3,1996,Not listed,Not listed,8
Rosaceae,Crataegus,Crataegus succulenta,Schrad. ex Link,,Canada; United States,No,"AR, CO, CT, GA, IA, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SD, TN, UT, VA, VT, WI, WV, WY",Least Concern,2018,G5,2015,Not listed,Not listed,45
Rosaceae,Crataegus,Crataegus texana,Buckley,,United States,Yes,"AR, MO, TX",Not Evaluated,,GNR,,Not listed,Not listed,3
Rosaceae,Crataegus,Crataegus tracyi,Ashe ex Eggl.,,"United States, Mexico",No,TX,Least Concern,2020,G3,2014,Not listed,Not listed,8
Rosaceae,Crataegus,Crataegus triflora,Chapm.        ,,United States,Yes,"AL, AR, GA, LA, MS",Not Evaluated,,G2,2021,Not listed,Not listed,8
Rosaceae,Crataegus,Crataegus turnerorum,Enquist,,United States,Yes,TX,Vulnerable (ESTIMATED),ESTIMATED ASSESSMENT,G3,2001,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus uniflora,Münchh.,,"Mexico, United States",No,"AL, AR, DC, DE, FL, GA, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV",Not Evaluated,,G5,1984,Not listed,Not listed,19
Rosaceae,Crataegus,Crataegus venusta,Beadle,,United States,Yes,"AL, FL, GA, LA, MS, TX",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,G4,1994,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus viridis,L.,,United States,Yes,"AL, AR, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, OK, PA, SC, TN, TX, VA, WV",Least Concern,2020,G5,2016,Not listed,Not listed,41
Rosaceae,Crataegus,Crataegus wootoniana,Eggl.,,United States,Yes,NM,Not Evaluated,,G2,2015,Not listed,Not listed,Not on PlantSearch
Celastraceae,Crossopetalum,Crossopetalum rhacoma,Crantz,,"Venezuela, Bolivarian Republic of, Martinique, Virgin Islands, U.S., Mexico, Montserrat, Puerto Rico, Saint Bathélemy, Saint Kitts and Nevis, United States, Virgin Islands, British, Dominican Republic, Saint Lucia, Bahamas, Haiti, Anguilla, Jamaica, Aruba, Belize, Bonaire, Sint Eustatius and Saba, Cayman Islands, Cuba, Curaçao, Guadeloupe, Antigua and Barbuda",No,FL,Least Concern,2020,G5,1995,Not listed,Not listed,12
Crossosomataceae,Crossosoma,Crossosoma californicum,Nutt.,,"Mexico, United States",No,CA,Near Threatened (ESTIMATED),ESTIMATED ASSESSMENT,G3,2017,Not listed,Not listed,10
Euphorbiaceae,Croton,Croton cortesianus,Kunth,,"Nicaragua, United States, Honduras, Belize, Mexico",No,TX,Least Concern,2019,G5,1989,Not listed,Not listed,Not on PlantSearch
Sapindaceae,Cupania,Cupania glabra,Sw.,,"Honduras, United States, Panama, Nicaragua, Belize, Jamaica, Haiti, Guatemala, Dominican Republic, Cuba, Costa Rica, Mexico",No,FL,Least Concern,2019,G4,1996,Not listed,Not listed,3
Cupressaceae,Cupressus,Cupressus arizonica,Greene,,"Mexico, United States",No,"AZ, CA, NM, NV, TX, UT",Least Concern,2013,G4,1991,Not listed,Not listed,104
Cupressaceae,Cupressus,Cupressus bakeri,Jeps.,,United States,Yes,"CA, OR",Vulnerable,2013,G3,2018,Not listed,Not listed,49
Cupressaceae,Cupressus,Cupressus guadalupensis,S.Watson,,"United States, Mexico",No,CA,Endangered,2013,G2,2016,Not listed,Not listed,29
Cupressaceae,Cupressus,Cupressus macnabiana,A.Murray bis,,United States,Yes,CA,Least Concern,2013,G4,1999,Not listed,Not listed,39
Cupressaceae,Cupressus,Cupressus macrocarpa,Hartw. ex Gordon,,United States,Yes,CA,Vulnerable,2013,G1,2018,Not listed,Not listed,94
Cupressaceae,Cupressus,Cupressus sargentii,Jeps.,,United States,Yes,CA,Vulnerable,2013,G4,2020,Not listed,Not listed,33
Cactaceae,Cylindropuntia,Cylindropuntia fulgida,(Engelm.) F.M.Knuth,,"Mexico, United States",No,"AZ, NM",Least Concern,2020,G4,2001,Not listed,Not listed,22
Cactaceae,Cylindropuntia,Cylindropuntia imbricata,(Haw.) F.M.Knuth,,"Mexico, United States",No,"AZ, CO, KS, NM, OK, TX, UT",Least Concern,2020,G5,1994,Not listed,Not listed,68
Cactaceae,Cylindropuntia,Cylindropuntia prolifera,(Engelm.) F.M.Knuth,,"Mexico, United States",No,CA,Least Concern,2020,G3,1988,Not listed,Not listed,15
Cactaceae,Cylindropuntia,Cylindropuntia spinosior,(Engelm.) F.M.Knuth,,"Mexico, United States",No,"AZ, NM",Least Concern,2020,G3,1988,Not listed,Not listed,28
Cactaceae,Cylindropuntia,Cylindropuntia versicolor,(Engelm. ex J.M.Coult.)  F.M.Knuth,,"Mexico, United States",No,"AZ, NM, TX",Least Concern,2020,G4,1995,Not listed,Not listed,10
Capparaceae,Cynophalla,Cynophalla flexuosa,(L.) J.Presl,,"Panama, Nicaragua, Montserrat, Mexico, Martinique, Jamaica, Peru, Haiti, Saint Vincent and the Grenadines, Honduras, Puerto Rico, Saint Bathélemy, Guatemala, Saint Lucia, Saint Martin, United States, Venezuela, Bolivarian Republic of, Virgin Islands, British, Virgin Islands, U.S., Saint Kitts and Nevis, Barbados, Trinidad and Tobago, Guadeloupe, Antigua and Barbuda, Argentina, Aruba, Bahamas, Anguilla, Belize, Bonaire, Sint Eustatius and Saba, Brazil, Ecuador, Colombia, Costa Rica, Cuba, Curaçao, Grenada, Dominica, Dominican Republic, Cayman Islands, El Salvador",No,FL,Least Concern,2018,G4,1988,Not listed,Not listed,3
Cyrillaceae,Cyrilla,Cyrilla racemiflora,L.,,"Mexico, Nicaragua, Panama, Puerto Rico, Saint Vincent and the Grenadines, Suriname, Venezuela, Bolivarian Republic of, United States, Jamaica, Dominican Republic, Trinidad and Tobago, Brazil, Guadeloupe, Honduras, Belize, Colombia, Costa Rica, Cuba, Dominica, French Guiana, Guyana, Haiti",No,"AL, DE, FL, GA, LA, MS, NC, SC, TX, VA",Least Concern,2019,G5,2015,Not listed,Not listed,65
Lauraceae,Damburneya,Damburneya coriacea,(Sw.) Trofimov & Rohwer,,"Virgin Islands, British, Virgin Islands, U.S., Montserrat, Puerto Rico, Saint Lucia, Saint Martin, Mexico, Saint Vincent and the Grenadines, Cuba, Trinidad and Tobago, Turks and Caicos Islands, Venezuela, Bolivarian Republic of, Martinique, United States, Cayman Islands, Jamaica, Antigua and Barbuda, Bahamas, Dominican Republic, Bonaire, Sint Eustatius and Saba, Dominica, Grenada, Guadeloupe, Guatemala, Haiti, Honduras, Belize",No,FL,Least Concern,2020,G5,1993,Not listed,Not listed,1
Papaveraceae,Dendromecon,Dendromecon harfordii,Kellogg,,United States,Yes,CA,Endangered (ESTIMATED),ESTIMATED ASSESSMENT,G3,1997,Not listed,Not listed,15
Papaveraceae,Dendromecon,Dendromecon rigida,Benth.,,"United States, Mexico",No,CA,Least Concern,2020,G4,1989,Not listed,Not listed,26
Fabaceae,Dermatophyllum,Dermatophyllum secundiflorum,(Ortega) Gandhi & Reveal,,"United States, Mexico",No,"FL, GA, LA, MS, NM, TX",Least Concern,2020,G5,1992,Not listed,Not listed,9
Ebenaceae,Diospyros,Diospyros texana,Scheele,,"Mexico, United States",No,TX,Least Concern,2022,G5,1992,Not listed,Not listed,30
Ebenaceae,Diospyros,Diospyros virginiana,L.,,United States,Yes,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, UT, VA, WV",Least Concern,2021,G5,1984,Not listed,Not listed,186
Sapindaceae,Dodonaea,Dodonaea viscosa,(L.) Jacq.,,"Philippines, Saint Lucia, Oman, Pakistan, Panama, Peru, Puerto Rico, Réunion, Nicaragua, Papua New Guinea, New Zealand, New Caledonia, Mozambique, Mexico, Mauritius, Martinique, Mali, Maldives, Saint Martin, Libya, Togo, Liberia, Malawi, Uganda, Kiribati, Ethiopia, Zimbabwe, Zambia, Yemen, Virgin Islands, U.S., Virgin Islands, British, Viet Nam, Venezuela, Bolivarian Republic of, Thailand, United States, Saudi Arabia, Timor-Leste, Tanzania, United Republic of, Taiwan, Province of China, Swaziland, Suriname, Sri Lanka, South Africa, Sierra Leone, Seychelles, Senegal, Uruguay, Botswana, Dominica, Cuba, Côte d'Ivoire, Congo, The Democratic Republic of the, Colombia, China, Cayman Islands, Cameroon, Burundi, Dominican Republic, Brazil, Costa Rica, Bonaire, Sint Eustatius and Saba, Bolivia, Plurinational State of, Benin, Belize, Australia, Argentina, Antigua and Barbuda, Angola, French Polynesia, Burkina Faso, Guyana, Japan, Jamaica, Indonesia, India, Hong Kong, Comoros, Haiti, Ecuador, Guinea-Bissau, Guatemala, Guadeloupe, El Salvador, Ghana, Gabon, Afghanistan, French Guiana, Kenya, Egypt, Eritrea, Equatorial Guinea, Grenada, Honduras",No,"AZ, FL, HI",Least Concern,2019,GNR,,Not listed,Not listed,94
Euphorbiaceae,Drypetes,Drypetes diversifolia,Krug & Urb.,,"United States, Turks and Caicos Islands, Haiti, Bahamas, Dominican Republic",No,FL,Least Concern (ESTIMATED),ESTIMATED ASSESSMENT,G4,2000,Not listed,Not listed,6
Euphorbiaceae,Drypetes,Drypetes lateriflora,(Sw.) Krug & Urb.,,"Mexico, Guatemala, Puerto Rico, Jamaica, Honduras, Haiti, Dominican Republic, Cuba, Costa Rica, Bahamas, Belize, El Salvador, United States",No,FL,Least Concern,2019,G4,1998,Not listed,Not listed,4
Verbenaceae,Duranta,Duranta erecta,L.,,"Suriname, Martinique, Mexico, Montserrat, Nicaragua, Paraguay, Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Jamaica, Saint Vincent and the Grenadines, Peru, Trinidad and Tobago, United States, Uruguay, Venezuela, Bolivarian Republic of, Virgin Islands, British, Virgin Islands, U.S., Saint Martin, Costa Rica, Honduras, Antigua and Barbuda, Argentina, Bahamas, Barbados, Bolivia, Plurinational State of, Bonaire, Sint Eustatius and Saba, Brazil, Saint Bathélemy, Colombia, Cuba, Dominican Republic, El Salvador, French Guiana, Guadeloupe, Guatemala, Guyana, Haiti, Cayman Islands",No,"AZ, CA, FL, HI, LA, TX",Least Concern,2019,G5,1994,Not listed,Not listed,99
Fabaceae,Ebenopsis,Ebenopsis ebano,(Berland.) Barneby & J.W.Grimes,,"Mexico, United States",No,TX,Least Concern,2012,G4,1992,Not listed,Not listed,29
Boraginaceae,Ehretia,Ehretia anacua,(Terán & Berland.) I.M.Johnst.,,"Mexico, United States",No,TX,Least Concern,2019,G5,1992,Not listed,Not listed,21
Ericaceae,Elliottia,Elliottia racemosa,Muhl. ex Elliott,,United States,Yes,"GA, SC(SX)",Vulnerable,2022,G2,2017,Not listed,Not listed,27
Rubiaceae,Erithalis,Erithalis fruticosa,L.,,"Turks and Caicos Islands, Honduras, Jamaica, Martinique, Mexico, Montserrat, Puerto Rico, Saint Lucia, Haiti, Trinidad and Tobago, Virgin Islands, U.S., Venezuela, Bolivarian Republic of, United States, Saint Vincent and the Grenadines, Bonaire, Sint Eustatius and Saba, Virgin Islands, British, Anguilla, Antigua and Barbuda, Aruba, Bahamas, Guyana, Belize, Cayman Islands, Colombia, Cuba, Curaçao, Dominican Republic, Guadeloupe, Barbados",No,FL,Least Concern,2020,G5,1993,Not listed,Not listed,7
Fabaceae,Erythrina,Erythrina flabelliformis,Kearney,,"United States, Mexico",No,"AZ, NM",Least Concern,2019,G4,1991,Not listed,Not listed,40
Fabaceae,Erythrina,Erythrina herbacea,L.,,"Mexico, United States",No,"AL, AR, FL, GA, LA, MS, NC, SC, TX",Least Concern,2019,G5,1988,Not listed,Not listed,40
Fabaceae,Erythrostemon,Erythrostemon mexicanus,(A.Gray) Gagnon & G.P.Lewis,,"Mexico, United States",No,TX,Least Concern,2022,GNR,,Not listed,Not listed,3
Rutaceae,Esenbeckia,Esenbeckia berlandieri,Baill.,,"Mexico, United States",No,TX,Endangered,2019,G4,2002,Not listed,Not listed,Not on PlantSearch
Myrtaceae,Eugenia,Eugenia axillaris,(Sw.) Willd.,,"Virgin Islands, British, Jamaica, Mexico, Nicaragua, Puerto Rico, Saint Bathélemy, Saint Martin, United States, Virgin Islands, U.S., Guadeloupe, Honduras, Turks and Caicos Islands, Bermuda, Haiti, Antigua and Barbuda, Belize, Bonaire, Sint Eustatius and Saba, Cayman Islands, Cuba, Dominican Republic, El Salvador, Anguilla, Guatemala, Bahamas",No,FL,Least Concern,2019,G4,1988,Not listed,Not listed,10
Myrtaceae,Eugenia,Eugenia confusa,DC.,,"Dominica, Martinique, Virgin Islands, U.S., United States, Trinidad and Tobago, Saint Lucia, Puerto Rico, Jamaica, Haiti, Dominican Republic, Cuba, Bahamas, Antigua and Barbuda, Guadeloupe",No,FL,Least Concern,2020,G4,1987,Not listed,Not listed,9
Myrtaceae,Eugenia,Eugenia foetida,Pers.,,"Jamaica, United States, Turks and Caicos Islands, Saint Martin, Saint Bathélemy, Puerto Rico, Mexico, Guatemala, Dominican Republic, Cayman Islands, Belize, Bahamas, Anguilla, Virgin Islands, U.S., Haiti",No,FL,Least Concern,2020,G5,1994,Not listed,Not listed,9
Myrtaceae,Eugenia,Eugenia rhombea,(O.Berg) Krug & Urb.,,"Virgin Islands, U.S., Martinique, Mexico, Nicaragua, Panama, Puerto Rico, Saint Martin, United States, Jamaica, Virgin Islands, British, Saint Bathélemy, Venezuela, Bolivarian Republic of, Belize, Antigua and Barbuda, Turks and Caicos Islands, Honduras, Bahamas, Bonaire, Sint Eustatius and Saba, Costa Rica, Guadeloupe, Haiti, Guatemala, Dominican Republic, El Salvador, Cuba",No,FL,Least Concern,2019,G5,2001,Not listed,Not listed,9
Celastraceae,Euonymus,Euonymus atropurpureus,Jacq.,,"Canada, United States",No,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, WI, WV",Least Concern,2018,G5,2016,Not listed,Not listed,72
Celastraceae,Euonymus,Euonymus occidentalis,Nutt. ex Torr.,,"Canada, United States",No,"CA, OR, WA",Least Concern,2019,G5,1990,Not listed,Not listed,13
Rubiaceae,Exostema,Exostema caribaeum,(Jacq.) Schult.,,"Saint Lucia, Martinique, Mexico, Nicaragua, Panama, Puerto Rico, Saint Bathélemy, Montserrat, Saint Martin, Saint Vincent and the Grenadines, Trinidad and Tobago, Virgin Islands, U.S., Turks and Caicos Islands, Virgin Islands, British, Jamaica, Bahamas, United States, Belize, Bonaire, Sint Eustatius and Saba, Antigua and Barbuda, Honduras, Cayman Islands, Colombia, Costa Rica, Cuba, Dominican Republic, El Salvador, Grenada, Guadeloupe, Guatemala, Haiti, Dominica, Anguilla",No,FL,Least Concern,2019,G5,1994,Not listed,Not listed,9
Sapindaceae,Exothea,Exothea paniculata,(Juss.) Radlk.,,"United States, Jamaica, Martinique, Virgin Islands, U.S., Mexico, Honduras, Puerto Rico, Saint Vincent and the Grenadines, Colombia, Saint Lucia, Bahamas, Dominican Republic, Haiti, Belize, Bonaire, Sint Eustatius and Saba, Cayman Islands, Cuba, El Salvador, Guatemala",No,FL,Least Concern,2020,G5,1993,Not listed,Not listed,5
Fabaceae,Eysenhardtia,Eysenhardtia orthocarpa,(A.Gray) S.Watson,,"United States, Mexico",No,AZ,Least Concern,2019,G5,2002,Not listed,Not listed,10
Fabaceae,Eysenhardtia,Eysenhardtia texana,Scheele,,"Mexico, United States",No,TX,Least Concern,2019,G5,1989,Not listed,Not listed,13
Fagaceae,Fagus,Fagus grandifolia,Ehrh.,,"United States, Canada, Mexico",No,"AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, UT, VA, VT, WI, WV",Least Concern,2017,G5,2016,Not listed,Not listed,169
Cactaceae,Ferocactus,Ferocactus wislizeni,(Engelm.) Britton & Rose,,"Mexico, United States",No,"AZ, NM, TX",Vulnerable,2017,G4,1988,Not listed,Not listed,60
